instance,method,exact_obj,heur_obj,seed,size,feasible_exact,feasible_heur,comparison_valid_for_gap,gap_exact_minus_heur,gap_pct_vs_exact_raw,gap_pct_vs_exact_feasible_only,runtime_exact,runtime_heuristic,exact_available,exact_status,exact_solver_gap,exact_best_bound,exact_incumbent_objective,nils_restarts,nils_feasible_starts,nils_selected_feasible,heur_drone_served_customers,heur_drone_arcs,heur_reload_events,heur_battery_swaps,heur_nonempty_drone_routes,exact_drone_served_customers,exact_drone_arcs,exact_reload_events,exact_battery_swaps,exact_nonempty_drone_routes
small_3_01,exact,11.077564199274734,11.33815818857164,5027,3,True,True,True,0.2605939892969058,2.35244846799414,2.35244846799414,7.3605101108551025,0.17039918899536133,True,2,0.0,11.077564199274734,11.077564199274734,8,8,True,3,4,0,0,1,3,4,0,0,1
small_4_01,exact,11.319586162854002,11.319586162854002,6027,4,True,True,True,0.0,0.0,0.0,11.684238195419312,0.1785135269165039,True,2,0.0,11.319586162854002,11.319586162854002,8,8,True,4,5,0,0,1,4,5,0,0,1
small_5_01,exact,9.751888113711587,10.239552333741106,7027,5,True,True,True,0.4876642200295187,5.0007159059161195,5.0007159059161195,27.715863943099976,0.3668999671936035,True,2,0.0,9.751888113711587,9.751888113711587,8,8,True,5,6,0,0,1,5,6,0,0,1
small_6_01,exact,10.310181396180427,10.694370517260792,8027,6,True,True,True,0.3841891210803645,3.726308066923959,3.726308066923959,91.71175026893616,0.22505712509155273,True,2,0.0,10.310181396180427,10.310181396180427,8,8,True,6,7,0,0,1,6,7,0,0,1
small_7_01,exact,10.220199640518192,11.46625265425416,9027,7,True,True,True,1.2460530137359669,12.192061383967138,12.192061383967138,115.1216492652893,0.31761717796325684,True,2,0.0,10.220199640518192,10.220199640518192,8,8,True,7,8,0,0,1,7,8,0,0,1
small_8_01,exact,11.132643931661342,12.886450196975456,10027,8,True,True,True,1.7538062653141147,15.75372639311919,15.75372639311919,113.9367048740387,0.2819693088531494,True,2,0.0,11.132643931661342,11.132643931661342,8,8,True,8,9,0,0,1,8,9,0,0,1
small_9_01,exact,10.697707235738843,11.921405921525054,11027,9,True,True,True,1.2236986857862107,11.438887406621904,11.438887406621904,114.91123676300049,0.3284568786621094,True,2,0.0,10.697707235738843,10.697707235738843,8,8,True,9,10,0,0,1,9,10,0,0,1
