instance_id,scenario_id,n,method_name,feasible,cpu_time_seconds,error,objective,priority_tardiness_cost,high_priority_tardiness,max_high_priority_tardiness,p90_high_priority_tardiness,drone_served_customers,drone_share,truck_travel_cost,drone_travel_cost,waiting_sync_cost,truck_route_distance_km,drone_flight_distance_km,total_truck_waiting_time,total_drone_waiting_time,average_synchronization_delay,maximum_synchronization_delay,average_battery_usage_ratio,maximum_battery_usage_ratio,sorties_near_endurance_limit,eligible_not_assigned_due_battery,makespan_minutes,number_of_drone_launches,number_of_drone_retrievals
S0017_R06,S0017,15,truck_only,True,0.0223054886,,178.7206567883,2.6865008475,2.6865008475,2.6865008475,2.149200678,0,0.0,176.0341559409,0.0,0.0,220.0426949261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0225844435,0.0,0.0
S0017_R06,S0017,15,nils,True,1.2393593788,,144.928816862,0.0,0.0,0.0,0.0,4,0.2666666667,133.2499301299,11.6788867321,0.0,166.5624126623,38.9296224404,0.0,0.0,0.0,0.0,0.813172642,0.813172642,0.0,0.0,135.6225882566,1.0,1.0
S0017_R06,S0017,15,feasibility_aware_alns,True,10.0106155872,,155.2040325093,0.0,0.0,0.0,0.0,2,0.1333333333,143.5793314685,11.6247010407,0.0,179.4741643357,38.7490034691,0.0,0.0,0.0,0.0,0.7983523092,0.7983523092,0.0,0.0,143.7318022002,1.0,1.0
S0017_R07,S0017,15,truck_only,True,0.0097033978,,730.5181349949,592.801267555,376.1612669038,164.5073788101,155.4367908309,0,0.0,137.7168674399,0.0,0.0,172.1460842998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.9390383473,0.0,0.0
S0017_R07,S0017,15,nils,True,0.8358652592,,199.352080173,56.3758967356,46.7247288242,46.7247288242,28.0348372945,2,0.1333333333,131.47851234,11.4976710974,0.0,164.348140425,38.3255703248,0.0,0.0,0.0,0.0,0.8404168236,0.8404168236,0.0,0.0,177.0392769552,1.0,1.0
S0017_R07,S0017,15,feasibility_aware_alns,True,8.3621141911,,306.7240297974,209.2198071471,182.5158830564,78.8013279907,69.8739389747,4,0.2666666667,85.286277192,12.2179454583,0.0,106.60784649,40.7264848608,0.0,0.0,0.0,0.0,0.8952948702,0.8952948702,0.0,0.0,194.232987528,1.0,1.0
S0017_R08,S0017,15,truck_only,True,0.0108990669,,649.7514801829,490.3415396954,490.3415396954,176.3804923379,160.3606853151,0,0.0,159.4099404875,0.0,0.0,199.2624256093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.149427593,0.0,0.0
S0017_R08,S0017,15,nils,True,1.0537734032,,145.1408375751,31.0912761013,31.0912761013,31.0912761013,18.6547656608,4,0.2666666667,103.7974643301,10.2520971436,0.0,129.7468304127,34.1736571455,0.0,0.0,0.0,0.0,0.7484078324,0.7484078324,0.0,0.0,152.2590746678,1.0,1.0
S0017_R08,S0017,15,feasibility_aware_alns,True,8.7763762474,,145.0363724938,28.0980310409,28.0980310409,28.0980310409,16.8588186245,4,0.2666666667,105.2159639148,11.7223775381,0.0,131.5199548935,39.0745917938,0.0,0.0,0.0,0.0,0.8197276118,0.8197276118,0.0,0.0,149.2658296073,1.0,1.0
S0017_R09,S0017,15,truck_only,True,0.0156538486,,319.0818495859,148.4663267949,134.5144073529,85.8362099709,82.120408712,0,0.0,170.615522791,0.0,0.0,213.2694034887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.7124665918,0.0,0.0
S0017_R09,S0017,15,nils,True,0.9186587334,,139.3324285369,16.0034589567,16.0034589567,16.0034589567,14.403113061,3,0.2,113.9897960936,9.3391734866,0.0,142.4872451171,31.1305782888,0.0,0.0,0.0,0.0,0.6723998481,0.6723998481,0.0,0.0,128.3942389396,1.0,1.0
S0017_R09,S0017,15,feasibility_aware_alns,True,5.4794888496,,164.5176290305,39.7843457368,39.7843457368,27.3166312718,25.8317395911,4,0.2666666667,112.0668945099,12.6663887838,0.0,140.0836181374,42.2212959459,0.0,0.0,0.0,0.0,0.8829950395,0.8829950395,0.0,0.0,124.858494448,1.0,1.0
S0017_R10,S0017,15,truck_only,True,0.0176868439,,291.9366062897,123.7619814557,123.7619814557,81.2619983314,73.50959529,0,0.0,168.174624834,0.0,0.0,210.2182810426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.8638261254,0.0,0.0
S0017_R10,S0017,15,nils,True,0.917147398,,132.0455391363,0.0,0.0,0.0,0.0,1,0.0666666667,120.5831179893,11.4624211469,0.0,150.7288974866,38.2080704898,0.0,0.0,0.0,0.0,0.7641614098,0.7641614098,0.0,0.0,160.8179745031,1.0,1.0
S0017_R10,S0017,15,feasibility_aware_alns,True,5.207934618,,149.1700727305,15.5379509352,15.5379509352,15.5379509352,12.4303607481,4,0.2666666667,121.6571809219,11.9749408734,0.0,152.0714761524,39.9164695779,0.0,0.0,0.0,0.0,0.8309671419,0.8309671419,0.0,0.0,159.6152948991,1.0,1.0
S0018_R01,S0018,15,truck_only,True,0.010612011,,5025.7315255371,4960.0950245349,49.6009502453,49.6009502453,44.6408552208,0,0.0,65.6365010021,0.0,0.0,82.0456262527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.3247108338,0.0,0.0
S0018_R01,S0018,15,nils,True,1.3822317123,,50.2805350005,0.0,0.0,0.0,0.0,6,0.4,39.4434700012,10.8370649993,0.0,49.3043375015,36.1235499977,0.0,0.0,0.0,0.0,0.4691726044,0.4691726044,0.0,0.0,92.3258760251,1.0,1.0
S0018_R01,S0018,15,feasibility_aware_alns,True,9.5025599003,,50.7399780076,0.0,0.0,0.0,0.0,11,0.7333333333,39.2420049988,11.4979730088,0.0,49.0525062485,38.326576696,0.0,0.0,0.0,0.0,0.5075085015,0.5075085015,0.0,0.0,87.4583571854,1.0,1.0
S0018_R02,S0018,15,truck_only,True,0.0227515697,,11002.7552834675,10930.8159931447,106.6304622489,43.0582802097,41.2476915668,0,0.0,71.9392903228,0.0,0.0,89.9241129035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.053430705,0.0,0.0
S0018_R02,S0018,15,nils,True,1.3302075863,,52.8511346098,0.0,0.0,0.0,0.0,10,0.6666666667,39.3501907641,13.5009438458,0.0,49.1877384551,45.0031461525,0.0,0.0,0.0,0.0,0.584984555,0.584984555,0.0,0.0,88.1285860605,1.0,1.0
S0018_R02,S0018,15,feasibility_aware_alns,True,10.0190210342,,57.5866202006,0.0,0.0,0.0,0.0,9,0.6,46.0871468909,11.4994733098,0.0,57.6089336136,38.3315776993,0.0,0.0,0.0,0.0,0.5052025139,0.5052025139,0.0,0.0,103.9031717377,1.0,1.0
S0018_R03,S0018,15,truck_only,True,0.0178158283,,1894.1008936391,1819.832713242,18.1983271324,18.1983271324,14.5586617059,0,0.0,74.2681803971,0.0,0.0,92.8352254964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.6638711496,0.0,0.0
S0018_R03,S0018,15,nils,True,1.3415994644,,53.1777773711,0.0,0.0,0.0,0.0,11,0.7333333333,40.0759256326,13.1018517385,0.0,50.0949070407,43.6728391285,0.0,0.0,0.0,0.0,0.5638961678,0.5638961678,0.0,0.0,88.9702737741,1.0,1.0
S0018_R03,S0018,15,feasibility_aware_alns,True,10.0218071938,,51.0608725254,0.0,0.0,0.0,0.0,11,0.7333333333,38.7337066198,12.3271659056,0.0,48.4171332747,41.0905530186,0.0,0.0,0.0,0.0,0.5371761003,0.5371761003,0.0,0.0,86.753016569,1.0,1.0
S0018_R04,S0018,15,truck_only,True,0.0150558949,,77.0789516537,0.0,0.0,0.0,0.0,0,0.0,77.0789516537,0.0,0.0,96.3486895672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.1785012623,0.0,0.0
S0018_R04,S0018,15,nils,True,1.2518520355,,51.7201025281,0.0,0.0,0.0,0.0,8,0.5333333333,40.7128931557,11.0072093725,0.0,50.8911164446,36.6906979082,0.0,0.0,0.0,0.0,0.4721516525,0.4721516525,0.0,0.0,92.9620987566,1.0,1.0
S0018_R04,S0018,15,feasibility_aware_alns,True,3.5101416111,,46.7584341149,0.0,0.0,0.0,0.0,0,0.0,46.7584341149,0.0,0.0,58.4480426436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.2059636791,0.0,0.0
S0018_R05,S0018,15,truck_only,True,0.0112507343,,5617.5341492274,5544.4216368609,55.4442163686,55.4442163686,49.8997947317,0,0.0,73.1125123665,0.0,0.0,91.3906404581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0149226614,0.0,0.0
S0018_R05,S0018,15,nils,True,1.0408055782,,53.7875118536,0.0,0.0,0.0,0.0,7,0.4666666667,42.6642164061,11.1232954475,0.0,53.3302705076,37.0776514918,0.0,0.0,0.0,0.0,0.4780280309,0.4780280309,0.0,0.0,98.6333769341,1.0,1.0
S0018_R05,S0018,15,feasibility_aware_alns,True,10.0065307617,,54.6810283203,0.0,0.0,0.0,0.0,11,0.7333333333,42.0782639268,12.6027643935,0.0,52.5978299085,42.0092146449,0.0,0.0,0.0,0.0,0.55143574,0.55143574,0.0,0.0,93.5196295242,1.0,1.0
S0018_R06,S0018,15,truck_only,True,0.0145123005,,467.2881395318,398.0631583081,3.9806315831,3.9806315831,3.9806315831,0,0.0,69.2249812237,0.0,0.0,86.5312265296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.9804685027,0.0,0.0
S0018_R06,S0018,15,nils,True,1.0987188816,,48.8206359802,0.0,0.0,0.0,0.0,8,0.5333333333,38.4623679543,10.3582680259,0.0,48.0779599429,34.5275600863,0.0,0.0,0.0,0.0,0.4414266357,0.4414266357,0.0,0.0,87.3391294994,1.0,1.0
S0018_R06,S0018,15,feasibility_aware_alns,True,4.4769937992,,46.3922985918,0.0,0.0,0.0,0.0,8,0.5333333333,36.5423323058,9.849966286,0.0,45.6779153823,32.8332209532,0.0,0.0,0.0,0.0,0.4242831982,0.4242831982,0.0,0.0,82.5017886553,1.0,1.0
S0018_R07,S0018,15,truck_only,True,0.0186128616,,3831.0293137546,3758.5579485106,35.7273647611,35.7273647611,32.154628285,0,0.0,72.471365244,0.0,0.0,90.589206555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.2175220402,0.0,0.0
S0018_R07,S0018,15,nils,True,1.2682142258,,53.1020297547,0.0,0.0,0.0,0.0,11,0.7333333333,39.6593809657,13.4426487891,0.0,49.5742262071,44.8088292969,0.0,0.0,0.0,0.0,0.5892395901,0.5892395901,0.0,0.0,87.6498102469,1.0,1.0
S0018_R07,S0018,15,feasibility_aware_alns,True,8.5981740952,,52.3228140194,0.0,0.0,0.0,0.0,10,0.6666666667,39.6593809657,12.6634330537,0.0,49.5742262071,42.2114435124,0.0,0.0,0.0,0.0,0.5559350081,0.5559350081,0.0,0.0,88.4287391275,1.0,1.0
S0018_R08,S0018,15,truck_only,True,0.0158576965,,9575.4608605827,9492.8883529769,93.7285628448,74.1769314137,68.7144014154,0,0.0,82.5725076058,0.0,0.0,103.2156345073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.3020572725,0.0,0.0
S0018_R08,S0018,15,nils,True,1.1903686523,,50.9539398967,0.0,0.0,0.0,0.0,7,0.4666666667,40.1384958217,10.815444075,0.0,50.1731197771,36.0514802501,0.0,0.0,0.0,0.0,0.470223221,0.470223221,0.0,0.0,92.1747692375,1.0,1.0
S0018_R08,S0018,15,feasibility_aware_alns,True,10.0241596699,,52.8437209721,0.0,0.0,0.0,0.0,10,0.6666666667,41.2138758006,11.6298451714,0.0,51.5173447508,38.7661505715,0.0,0.0,0.0,0.0,0.5090042256,0.5090042256,0.0,0.0,92.6045387191,1.0,1.0
S0018_R09,S0018,15,truck_only,True,0.0174398422,,444.6037702885,373.1408329464,2.4343910225,2.4343910225,2.4343910225,0,0.0,71.4629373421,0.0,0.0,89.3286716776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.985130535,0.0,0.0
S0018_R09,S0018,15,nils,True,1.5496032238,,47.4912295093,0.0,0.0,0.0,0.0,6,0.4,36.6397220821,10.8515074272,0.0,45.7996526026,36.171691424,0.0,0.0,0.0,0.0,0.4700967361,0.4700967361,0.0,0.0,86.3617074634,1.0,1.0
S0018_R09,S0018,15,feasibility_aware_alns,True,6.6717510223,,48.4610209583,0.0,0.0,0.0,0.0,8,0.5333333333,37.1741190494,11.2869019089,0.0,46.4676488118,37.623006363,0.0,0.0,0.0,0.0,0.4934083668,0.4934083668,0.0,0.0,85.5649784447,1.0,1.0
S0018_R10,S0018,15,truck_only,True,0.0213446617,,6334.6470899394,6269.7494028732,62.6974940287,38.538895358,34.2248063518,0,0.0,64.8976870662,0.0,0.0,81.1221088328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0046401908,0.0,0.0
S0018_R10,S0018,15,nils,True,1.8270218372,,49.7225112909,0.0,0.0,0.0,0.0,6,0.4,39.0747485449,10.647762746,0.0,48.8434356811,35.4925424866,0.0,0.0,0.0,0.0,0.4581298028,0.4581298028,0.0,0.0,90.1630920479,1.0,1.0
S0018_R10,S0018,15,feasibility_aware_alns,True,9.3108305931,,49.6531009484,0.0,0.0,0.0,0.0,10,0.6666666667,38.0214170374,11.631683911,0.0,47.5267712967,38.7722797034,0.0,0.0,0.0,0.0,0.5117510317,0.5117510317,0.0,0.0,84.5319674085,1.0,1.0
S0019_R01,S0019,15,truck_only,True,0.0195102692,,15446.4177022333,15374.3631642508,75.8648599513,42.4975939481,41.5845611536,0,0.0,72.0545379826,0.0,0.0,90.0681724782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.2638838509,0.0,0.0
S0019_R01,S0019,15,nils,True,1.3429145813,,46.1317787354,0.0,0.0,0.0,0.0,11,0.7333333333,33.2732916971,12.8584870383,0.0,41.5916146214,42.8616234611,0.0,0.0,0.0,0.0,0.5624533981,0.5624533981,0.0,0.0,73.9732517715,1.0,1.0
S0019_R01,S0019,15,feasibility_aware_alns,True,6.957201004,,45.0438202671,0.0,0.0,0.0,0.0,11,0.7333333333,33.2732916971,11.77052857,0.0,41.5916146214,39.2350952334,0.0,0.0,0.0,0.0,0.5207014606,0.5207014606,0.0,0.0,73.9732517715,1.0,1.0
S0019_R02,S0019,15,truck_only,True,0.0196177959,,17011.4626832342,16948.6081610527,84.7430408053,57.6976543061,54.6324275254,0,0.0,62.8545221815,0.0,0.0,78.5681527269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0248187557,0.0,0.0
S0019_R02,S0019,15,nils,True,1.6820955276,,48.9567002408,0.0,0.0,0.0,0.0,5,0.3333333333,39.5713986025,9.3853016383,0.0,49.4642482532,31.2843387943,0.0,0.0,0.0,0.0,0.3952678881,0.3952678881,0.0,0.0,94.4686845335,1.0,1.0
S0019_R02,S0019,15,feasibility_aware_alns,True,10.0050115585,,50.1159010048,0.0,0.0,0.0,0.0,8,0.5333333333,39.5713986025,10.5445024023,0.0,49.4642482532,35.148341341,0.0,0.0,0.0,0.0,0.4592432505,0.4592432505,0.0,0.0,90.8673831075,1.0,1.0
S0019_R03,S0019,15,truck_only,True,0.0171523094,,35376.7015324409,35303.0610380498,172.798817841,65.3021943918,63.5998555926,0,0.0,73.6404943911,0.0,0.0,92.0506179889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.6847249021,0.0,0.0
S0019_R03,S0019,15,nils,True,1.6110887527,,49.7751557802,0.0,0.0,0.0,0.0,4,0.2666666667,40.0146416073,9.760514173,0.0,50.0183020091,32.5350472432,0.0,0.0,0.0,0.0,0.4224323975,0.4224323975,0.0,0.0,96.5476554934,1.0,1.0
S0019_R03,S0019,15,feasibility_aware_alns,True,10.0260698795,,49.1554476351,0.0,0.0,0.0,0.0,11,0.7333333333,38.0760582394,11.0793893957,0.0,47.5950727993,36.9312979855,0.0,0.0,0.0,0.0,0.4932982577,0.4932982577,0.0,0.0,85.206026877,1.0,1.0
S0019_R04,S0019,15,truck_only,True,0.0168128014,,3053.1220510317,2986.9780575514,14.9348902878,14.9348902878,10.4544232014,0,0.0,66.1439934803,0.0,0.0,82.6799918504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.8276078873,0.0,0.0
S0019_R04,S0019,15,nils,True,1.2684118748,,50.1050416662,0.0,0.0,0.0,0.0,10,0.6666666667,37.1247222683,12.9803193979,0.0,46.4059028354,43.2677313263,0.0,0.0,0.0,0.0,0.5695174954,0.5695174954,0.0,0.0,83.1495821745,1.0,1.0
S0019_R04,S0019,15,feasibility_aware_alns,True,6.8157293797,,53.3307339873,0.0,0.0,0.0,0.0,4,0.2666666667,41.5610001682,11.7697338191,0.0,51.9512502103,39.2324460637,0.0,0.0,0.0,0.0,0.5143157656,0.5143157656,0.0,0.0,99.084582698,1.0,1.0
S0019_R05,S0019,15,truck_only,True,0.0152895451,,61.9970756082,0.0,0.0,0.0,0.0,0,0.0,61.9970756082,0.0,0.0,77.4963445103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.8700850223,0.0,0.0
S0019_R05,S0019,15,nils,True,1.58502841,,47.5716026013,0.0,0.0,0.0,0.0,10,0.6666666667,35.4726909738,12.0989116275,0.0,44.3408637173,40.329705425,0.0,0.0,0.0,0.0,0.5246855742,0.5246855742,0.0,0.0,79.5311635719,1.0,1.0
S0019_R05,S0019,15,feasibility_aware_alns,True,7.7839646339,,45.0182220075,0.0,0.0,0.0,0.0,0,0.0,45.0182220075,0.0,0.0,56.2727775094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.4868273064,0.0,0.0
S0019_R06,S0019,15,truck_only,True,0.0198447704,,7174.3935560232,7110.6654447094,35.5533272235,21.3731661842,19.9345651552,0,0.0,63.7281113138,0.0,0.0,79.6601391423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.3377210465,0.0,0.0
S0019_R06,S0019,15,nils,True,1.2241592407,,46.4768498528,0.0,0.0,0.0,0.0,11,0.7333333333,34.2355956632,12.2412541897,0.0,42.7944945789,40.8041806323,0.0,0.0,0.0,0.0,0.5277615312,0.5277615312,0.0,0.0,75.8891298239,1.0,1.0
S0019_R06,S0019,15,feasibility_aware_alns,True,8.4813930988,,48.7097524899,0.0,0.0,0.0,0.0,8,0.5333333333,37.5719606976,11.1377917923,0.0,46.964950872,37.125972641,0.0,0.0,0.0,0.0,0.4894489283,0.4894489283,0.0,0.0,86.9787172994,1.0,1.0
S0019_R07,S0019,15,truck_only,True,0.0171096325,,64.0503791526,0.0,0.0,0.0,0.0,0,0.0,64.0503791526,0.0,0.0,80.0629739407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.5618554467,0.0,0.0
S0019_R07,S0019,15,nils,True,1.3675043583,,47.4227687642,0.0,0.0,0.0,0.0,6,0.4,36.8345218779,10.5882468863,0.0,46.0431523474,35.2941562878,0.0,0.0,0.0,0.0,0.4596563215,0.4596563215,0.0,0.0,87.3976095831,1.0,1.0
S0019_R07,S0019,15,feasibility_aware_alns,True,6.8891966343,,42.71346976,0.0,0.0,0.0,0.0,0,0.0,42.71346976,0.0,0.0,53.3918372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.8399067484,0.0,0.0
S0019_R08,S0019,15,truck_only,True,0.0152218342,,15624.0739217496,15540.0805357291,76.4723421855,76.4723421855,68.8251079669,0,0.0,83.9933860205,0.0,0.0,104.9917325256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.9264424415,0.0,0.0
S0019_R08,S0019,15,nils,True,1.203963995,,55.9000685657,0.0,0.0,0.0,0.0,10,0.6666666667,43.2403119532,12.6597566125,0.0,54.0503899415,42.1991887083,0.0,0.0,0.0,0.0,0.5411585106,0.5411585106,0.0,0.0,96.0950255154,1.0,1.0
S0019_R08,S0019,15,feasibility_aware_alns,True,10.0212881565,,56.2923761556,0.0,0.0,0.0,0.0,11,0.7333333333,43.2403119532,13.0520642024,0.0,54.0503899415,43.5068806745,0.0,0.0,0.0,0.0,0.5856941002,0.5856941002,0.0,0.0,95.14710892,1.0,1.0
S0019_R09,S0019,15,truck_only,True,0.0376188755,,30387.3193869299,30317.8948129702,151.5894740649,61.6775298361,60.4026753122,0,0.0,69.4245739597,0.0,0.0,86.7807174497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.7521691935,0.0,0.0
S0019_R09,S0019,15,nils,True,1.2162525654,,47.8232552078,0.0,0.0,0.0,0.0,8,0.5333333333,35.2141092754,12.6091459323,0.0,44.0176365943,42.0304864411,0.0,0.0,0.0,0.0,0.5502506799,0.5502506799,0.0,0.0,82.2242138803,1.0,1.0
S0019_R09,S0019,15,feasibility_aware_alns,True,10.0077886581,,47.6437751205,0.0,0.0,0.0,0.0,11,0.7333333333,35.2141092754,12.4296658451,0.0,44.0176365943,41.4322194836,0.0,0.0,0.0,0.0,0.5473847412,0.5473847412,0.0,0.0,79.0641847863,1.0,1.0
S0019_R10,S0019,15,truck_only,True,0.0234181881,,18707.6808974057,18631.689829397,86.083290705,46.7801182435,43.848062012,0,0.0,75.9910680087,0.0,0.0,94.9888350109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.1814717293,0.0,0.0
S0019_R10,S0019,15,nils,True,1.5110812187,,50.0242410984,0.0,0.0,0.0,0.0,11,0.7333333333,37.2601897426,12.7640513558,0.0,46.5752371783,42.5468378526,0.0,0.0,0.0,0.0,0.5554194874,0.5554194874,0.0,0.0,82.5863748576,1.0,1.0
S0019_R10,S0019,15,feasibility_aware_alns,True,10.022115469,,48.9096079885,0.0,0.0,0.0,0.0,11,0.7333333333,37.2601897426,11.6494182459,0.0,46.5752371783,38.8313941529,0.0,0.0,0.0,0.0,0.5118272476,0.5118272476,0.0,0.0,82.5863748576,1.0,1.0
S0020_R01,S0020,15,truck_only,True,0.0340461731,,284.8768966565,116.4176090264,116.4176090264,59.6977142544,59.1021503579,0,0.0,168.4592876301,0.0,0.0,210.5741095376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4481473842,0.0,0.0
S0020_R01,S0020,15,nils,True,0.8944201469,,149.5825381813,0.0,0.0,0.0,0.0,4,0.2666666667,133.771803988,15.8107341933,0.0,167.2147549851,52.702447311,0.0,0.0,0.0,0.0,0.86763045,0.86763045,0.0,0.0,139.088844731,1.0,1.0
S0020_R01,S0020,15,feasibility_aware_alns,True,8.5201530457,,165.0066930616,0.0,0.0,0.0,0.0,4,0.2666666667,149.2178763985,15.7888166631,0.0,186.5223454981,52.6293888769,0.0,0.0,0.0,0.0,0.8353760587,0.8353760587,0.0,0.0,131.0478074892,1.0,1.0
S0020_R02,S0020,15,truck_only,True,0.0213782787,,132.0036574825,0.0,0.0,0.0,0.0,0,0.0,132.0036574825,0.0,0.0,165.0045718531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0103467258,0.0,0.0
S0020_R02,S0020,15,nils,True,0.7696678638,,79.1609105811,0.0,0.0,0.0,0.0,8,0.5333333333,66.0123572281,13.148553353,0.0,82.5154465351,43.8285111767,0.0,0.0,0.0,0.0,0.7411387116,0.7411387116,0.0,0.0,134.6318407825,1.0,1.0
S0020_R02,S0020,15,feasibility_aware_alns,True,7.9614365101,,99.0352659276,0.0,0.0,0.0,0.0,3,0.2,87.7347317356,11.300534192,0.0,109.6684146695,37.6684473068,0.0,0.0,0.0,0.0,0.6430367804,0.6430367804,0.0,0.0,111.8305125953,1.0,1.0
S0020_R03,S0020,15,truck_only,True,0.0158727169,,518.8994075773,356.0373980737,285.4811386148,170.9774297148,154.0353134703,0,0.0,162.8620095036,0.0,0.0,203.5775118795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.5198755372,0.0,0.0
S0020_R03,S0020,15,nils,True,0.8067655563,,79.7041030032,0.0,0.0,0.0,0.0,5,0.3333333333,67.2283738199,12.4757291833,0.0,84.0354672748,41.5857639445,0.0,0.0,0.0,0.0,0.7246274391,0.7246274391,0.0,0.0,152.9557217346,1.0,1.0
S0020_R03,S0020,15,feasibility_aware_alns,True,10.0055053234,,95.2496593599,0.0,0.0,0.0,0.0,7,0.4666666667,80.4340674598,14.8155919002,0.0,100.5425843247,49.3853063339,0.0,0.0,0.0,0.0,0.8617622503,0.8617622503,0.0,0.0,145.9512093143,1.0,1.0
S0020_R04,S0020,15,truck_only,True,0.0273549557,,189.4638604633,30.4755087863,30.4755087863,30.4755087863,27.4279579076,0,0.0,158.988351677,0.0,0.0,198.7354395962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.995221499,0.0,0.0
S0020_R04,S0020,15,nils,True,0.9348442554,,125.7336404622,0.0,0.0,0.0,0.0,6,0.4,112.9843028641,12.7493375982,0.0,141.2303785801,42.4977919938,0.0,0.0,0.0,0.0,0.7117399132,0.7117399132,0.0,0.0,132.2638175131,1.0,1.0
S0020_R04,S0020,15,feasibility_aware_alns,True,10.0220141411,,126.7811309939,0.0,0.0,0.0,0.0,7,0.4666666667,114.050763564,12.7303674299,0.0,142.563454455,42.4345580997,0.0,0.0,0.0,0.0,0.7362994407,0.7362994407,0.0,0.0,136.5599732927,1.0,1.0
S0020_R05,S0020,15,truck_only,True,0.0174753666,,171.6743930223,4.670865847,4.670865847,4.670865847,4.2037792623,0,0.0,167.0035271754,0.0,0.0,208.7544089692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.2024562015,0.0,0.0
S0020_R05,S0020,15,nils,True,0.4389574528,,146.571082643,5.9973475788,5.9973475788,5.9973475788,5.3976128209,5,0.3333333333,125.4779560889,15.0957789752,0.0,156.8474451112,50.3192632508,0.0,0.0,0.0,0.0,0.8748613036,0.8748613036,0.0,0.0,132.6457691977,1.0,1.0
S0020_R05,S0020,15,feasibility_aware_alns,True,10.0194456577,,158.4527755113,22.3812326692,22.3812326692,22.3812326692,20.1431094022,5,0.3333333333,124.655170515,11.4163723271,0.0,155.8189631438,38.0545744237,0.0,0.0,0.0,0.0,0.6326590487,0.6326590487,0.0,0.0,149.4668064081,1.0,1.0
S0020_R06,S0020,15,truck_only,True,0.0271167755,,160.6850641204,12.6386411416,0.4510807807,0.4510807807,0.4059727026,0,0.0,148.0464229788,0.0,0.0,185.0580287235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.2277554767,0.0,0.0
S0020_R06,S0020,15,nils,True,0.8386321068,,112.1085522988,0.0,0.0,0.0,0.0,2,0.1333333333,95.2698368982,16.8387154007,0.0,119.0872961227,56.1290513356,0.0,0.0,0.0,0.0,0.8896938646,0.8896938646,0.0,0.0,135.2426189259,1.0,1.0
S0020_R06,S0020,15,feasibility_aware_alns,True,7.7549409866,,112.7750840236,0.0,0.0,0.0,0.0,6,0.4,97.3095091943,15.4655748293,0.0,121.6368864929,51.5519160977,0.0,0.0,0.0,0.0,0.8966970195,0.8966970195,0.0,0.0,136.1103141249,1.0,1.0
S0020_R07,S0020,15,truck_only,True,0.0209243298,,207.3551962257,58.3022999189,54.8676687951,37.5036196407,31.4617484948,0,0.0,149.0528963068,0.0,0.0,186.3161203836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.7308511989,0.0,0.0
