method_name,n_runs,feasible_runs,feasibility_rate,average_objective,std_dev,avg_improvement_vs_truck_only,avg_makespan,avg_cpu_time,avg_drone_service_share,reporting_included_runs,avg_objective_feasible_only,avg_objective_infeasible_only,reporting_inclusion_rate
nils,720,489,0.6791666666666667,8750.134080425318,20871.441038108773,81.70513777898876,159.43464171581664,2.1210067174673566,0.20139059304703477,489.0,8750.134080425318,375263.8842905664,0.6791666666666667
nils_no_perturbation,720,502,0.6972222222222222,10732.123857388646,22841.571475154113,77.33596379316499,164.04075450605103,1.565998316761032,0.19787516600265603,502.0,10732.123857388646,398503.6888283747,0.6972222222222222
paired_baseline,720,480,0.6666666666666666,11198.0693311352,27514.796557352132,66.65717482117437,167.40870947327528,30.315656237800916,0.16447222222222224,480.0,11198.0693311352,360332.9554813787,0.6666666666666666
no_unpairing,720,485,0.6736111111111112,11366.29474620405,23225.857452674845,73.74779205603996,171.6105911186035,35.253853283715,0.15101030927835052,485.0,11366.29474620405,374264.17768596974,0.6736111111111112
nils_no_local_search,720,497,0.6902777777777778,26363.036356436078,58592.848787561066,66.16693899472577,242.51803601473,1.3397786833151006,0.22826291079812208,497.0,26363.036356436078,391589.4068652232,0.6902777777777778
truck_only,720,483,0.6708333333333333,66582.1818049215,118774.38249121697,,298.4713015897275,0.022719125569977374,0.0,483.0,66582.1818049215,384112.7868365632,0.6708333333333333
simple_drone,720,0,0.0,,,,,,,,,171105.87949805995,
