regime_class,method_name,n_runs,avg_objective,avg_improvement_pct,avg_drone_share,avg_cpu_s,feasibility_rate
favorable,nils,47,385.81774106985796,92.77924501179446,0.40184397163120567,3.488536464407089,1.0
favorable,no_unpairing,49,3113.5192333710806,86.76315609266197,0.29523809523809524,54.35988574611898,1.0
favorable,paired_baseline,48,1704.1969158962593,75.79858341906741,0.3088888888888889,70.16315797964732,1.0
harsh,nils,14,13337.633738739532,76.68892627715549,0.10571428571428572,4.120271665709359,1.0
harsh,no_unpairing,16,13666.762756836011,76.94753762146905,0.09875,68.02261564135551,1.0
harsh,paired_baseline,15,15903.134146371418,73.93005221821451,0.09422222222222222,29.15238437652588,1.0
neutral,nils,428,9518.587054101272,80.68820955558179,0.18250778816199376,1.9054375413422273,1.0
neutral,no_unpairing,420,12241.48167943906,72.23342965880163,0.13617460317460317,31.776482359000614,1.0
neutral,paired_baseline,417,12121.642241693778,65.46059013215518,0.15037569944044765,25.770737758929208,1.0
