method_name,n_runs,avg_objective,avg_improvement,avg_cpu_time,feasibility_rate
nils,489,8750.134080425318,81.70513777898876,2.1210067174673566,1.0
paired_baseline,480,11198.0693311352,66.65717482117437,30.315656237800916,1.0
no_unpairing,485,11366.29474620405,73.74779205603996,35.253853283715,1.0
nils_no_perturbation,502,10732.123857388646,77.33596379316499,1.565998316761032,1.0
nils_no_local_search,497,26363.036356436078,66.16693899472577,1.3397786833151006,1.0
