launch_retrieval_time_class,method_name,n_runs,waiting_cost,avg_truck_waiting_time,avg_drone_waiting_time,avg_synchronization_delay,avg_improvement,avg_launches,feasibility_rate,avg_total_waiting_time
long,nils,117,0.0,0.0,0.0,0.0,77.46118215661753,1.5213675213675213,1.0,0.0
long,no_unpairing,118,86.17949237859717,7.135548608826803,79.04394376977038,15.422417210341955,70.25324214313811,2.864406779661017,1.0,86.17949237859719
long,paired_baseline,117,161.1681062924793,18.02998399959777,142.12467323714802,35.92614010363969,62.39929547127177,2.1623931623931623,1.0,160.15465723674578
medium,nils,179,0.0,0.0,0.0,0.0,82.03176711758626,1.3016759776536313,1.0,0.0
medium,no_unpairing,171,93.74321478591723,7.315136617734673,86.42807816818255,19.013168279972977,73.7194860156819,2.47953216374269,1.0,93.74321478591722
medium,paired_baseline,169,141.97864642034196,18.557931615761518,123.26858399352994,36.364483008251796,63.230176265750934,2.0414201183431953,1.0,141.82651560929145
short,nils,193,0.0,0.0,0.0,0.0,83.96877476897365,1.2227979274611398,1.0,0.0
short,no_unpairing,196,85.4126384288954,9.219651063613952,76.19298736528145,21.781345492520074,75.79568307245384,1.9642857142857142,1.0,85.4126384288954
short,paired_baseline,194,115.92648532874581,14.052670278388485,101.55793701445704,29.957345193306992,72.20385921160046,1.7474226804123711,1.0,115.61060729284553
