method_name,n,number_of_drones,number_of_trucks,n_runs,avg_objective,avg_improvement_pct,avg_drone_share,avg_cpu_s,feasibility_rate,drone_to_truck_ratio
nils,15,1,3,222,205.89262442222946,75.22528219393287,0.24624624624624625,0.20298157189343427,1.0,0.3333333333333333
nils,50,1,3,153,14849.230228392309,86.457503155929,0.13006535947712417,2.2973028429193434,1.0,0.3333333333333333
nils,50,2,3,45,6909.731525793032,94.89453290219127,0.2457777777777778,4.2298209561241995,1.0,0.6666666666666666
nils,75,3,3,65,21193.454786022998,84.55208645355557,0.19035897435897436,6.2813133679903475,1.0,1.0
nils,100,3,3,4,68165.67450251032,83.75591999890767,0.12,10.498932242393494,1.0,1.0
