method,paired_test,test_statistic,p_value,effect_size,effect_size_name,n_pairs,mean_improvement_pct,median_improvement_pct,ci_low_pct,ci_high_pct,min_improvement_pct,max_improvement_pct
nils,wilcoxon,0.0,3.098308667145531e-78,1.0,rank_biserial,468,81.70513777898873,90.27064701477097,79.64347450587003,83.69886211489651,0.0,99.9813612072392
nils_no_perturbation,wilcoxon,0.0,1.0501747633408744e-79,1.0,rank_biserial,483,77.335963793165,86.16419780918785,74.9203008748564,79.5905507670736,0.0,99.98160831737472
no_unpairing,wilcoxon,0.0,6.636685802753196e-70,1.0,rank_biserial,466,73.74779205603996,84.59801974328563,71.03446062094046,76.33214799859167,0.0,99.77258350055881
paired_baseline,wilcoxon,1642.0,3.696784769203278e-72,0.9687568380093425,rank_biserial,458,66.65717482117437,85.65582343029544,61.41730329607596,71.1177879765685,-216.72727668602602,99.85688822640307
nils_no_local_search,wilcoxon,0.0,4.726334204080258e-79,1.0,rank_biserial,476,66.16693899472577,70.14243112584703,63.5584100109063,68.5838179346866,0.0,99.85347880561989
