method,paired_test,test_statistic,p_value,effect_size,effect_size_name,n_pairs,mean_improvement_pct,median_improvement_pct,ci_low_pct,ci_high_pct,min_improvement_pct,max_improvement_pct
nils,wilcoxon,0.0,9.574070044629058e-78,1.0,rank_biserial,465,81.25325760909391,89.83348702705656,79.14604958196578,83.22263906913804,0.0,99.98052943808099
