n,method_name,n_runs,feasible_runs,feasibility_rate,avg_cpu_time,objective,reported_runs,improvement_vs_truck_only,reporting_inclusion_rate
15,nils,230,221,0.9608695652173913,0.15430890373561693,207.28734943437175,221,75.0947290262722,0.9608695652173913
15,truck_only,230,230,1.0,0.004282059876815132,6058.67708616782,230,,1.0
50,nils,210,196,0.9333333333333333,2.3450926224390667,13971.204798398407,196,87.70356031684932,0.9333333333333333
50,truck_only,210,200,0.9523809523809523,0.02437954516637893,123313.17876281848,200,,0.9523809523809523
75,nils,90,65,0.7222222222222222,7.539450536833869,21674.40664203962,65,83.68641794048818,0.7222222222222222
75,truck_only,90,52,0.5777777777777777,0.062239721086290146,115308.14943227725,52,,0.5777777777777777
100,nils,190,4,0.021052631578947368,26.385316371917725,67734.37266470949,4,83.75591999890767,0.021052631578947368
100,truck_only,190,1,0.005263157894736842,0.10547652370051334,107038.55891637842,1,,0.005263157894736842
