method_name,n_runs,feasible_runs,feasibility_rate,average_objective,std_dev,avg_improvement_vs_truck_only,avg_makespan,avg_cpu_time,avg_drone_service_share,reporting_included_runs,avg_objective_feasible_only,avg_objective_infeasible_only,reporting_inclusion_rate
nils,720,486,0.675,9185.06289527263,21345.088650328966,81.25325760909391,160.13254501897617,1.715155354252568,0.19253086419753088,486,9185.06289527263,370348.89706389996,0.675
truck_only,720,483,0.6708333333333333,66582.1818049215,118774.38249121697,,298.4713015897275,0.01923207466646751,0.0,483,66582.1818049215,384112.7868365632,0.6708333333333333
