endurance_level,speed_ratio,avg_objective,avg_improvement,avg_drone_share
high,1.25,7121.120044618804,73.26194146450696,0.2150632911392405
high,2.0,7021.372969023868,92.0350302827292,0.27325757575757575
low,1.25,17658.02104764205,83.3702280930617,0.08069444444444444
low,2.0,10486.684119695492,75.37968082352656,0.1818905472636816
medium,1.25,5482.760720209308,81.01489320653259,0.17396825396825397
medium,2.0,5905.020905731866,80.44720467136112,0.24981481481481482
