node_id,x,y,demand_kg,priority,lb,ub,service_time_min
1,10.143078142229278,11.787109526031083,3.680626700172482,low,0.18298684474948768,239.9133332327957,0.7881115545091553
2,8.777746476162479,9.126399515179235,2.996780267849533,low,0.054968103116188,240.0039706565645,0.7908254713768091
3,8.607671865826706,10.657189011792882,1.8910498740075372,low,0.05992703208689248,240.08297011331643,0.711401127531963
4,10.05915765567857,8.876571908916654,4.2286362839829446,low,0.0,240.00078085287697,1.2570094878499753
5,6.4431089995132815,8.479329237019167,3.9426207793074206,low,0.0,240.0677436317411,1.4612841553388451
