node_id,x,y,demand_kg,priority,lb,ub,service_time_min
1,7.631793453201254,10.024378838147005,4.08201913744063,low,0.0,240.01030602325275,1.123341744044604
2,11.131663254472585,13.581996447959765,2.7419151769904286,low,0.0,239.96410864398254,0.532498714302593
3,9.318991139034686,12.19664639012662,3.0738836654112496,low,0.0,239.94258664646557,1.4531205757645766
4,12.193222379328306,8.388138423847717,0.5509452573612648,low,0.004472161113223046,239.98723530557447,0.5400776238692894
