experiment_version,scenario_id,scenario_type,density_cap,response_profile,response_knots_json,rho,objective,lower_bound,selected_y_json,selected_z_json,selected_w_json,second_y_json,second_objective,absolute_margin,margin_percent,tie_count,operationally_feasible_count,operationally_infeasible_count,state_count,critical_state_count,grid_scope,source,selected_y,diagnostic_objective,actual_tv_movement,max_density_ratio,density_cap_binding,widespread_nominal_mass,widespread_worst_case_mass,widespread_mass_shift,widespread_max_density_ratio,widespread_saturated_state_count,widespread_state_count
,frozen_base_k2p00,graded_response,2.0,base,"[[0.0, 1.0], [30.0, 1.0], [60.0, 0.75], [120.0, 0.25], [180.0, 0.0]]",0.1,1159.9644819241444,,"[0.0, 1.0, 1.0, 0.0, 0.25]","[0.0, 0.0, 0.38468508402373697, 0.0, 0.0]","[0.0, 0.0, 0.0, 435.6847398207581, 100.66323450163769, 96.98202567760406]",,,,,1,422,574,128,18,"full {0,.25,.5,.75,1}^5 intersect road budget",frozen_base_archive,"[0.0, 1.0, 1.0, 0.0, 0.25]",1159.964481924131,0.10000000000000003,2.000000000000056,True,0.05,0.1,0.049999999999999996,2.000000000000001,32,32
noto-joint-sensitivity-v2,graded_response__k2p00__higher_timely_credit,graded_response,2.0,higher_timely_credit,"[[0.0, 1.0], [30.0, 1.0], [60.0, 0.9], [120.0, 0.4], [180.0, 0.0]]",0.1,894.1879752152115,894.187975215206,"[0.0, 1.0, 1.0, 0.0, 0.25]","[0.0, 0.0, 0.3846850840237372, 0.0, 0.0]","[0.0, 0.0, 0.0, 224.3454674170233, 312.0025069053525, 96.98202567762428]","[0.25, 1.0, 1.0, 0.0, 0.0]",900.5218782838467,6.333903068635209,0.7083413380850612,1,675,321,128,18,"full {0,0.25,0.50,0.75,1}^5 intersect road budget",new_sensitivity_run,"[0.0, 1.0, 1.0, 0.0, 0.25]",894.1879752152115,0.1,2.000000000000023,True,0.05,0.1,0.05,2.000000000000001,32,32
noto-joint-sensitivity-v2,graded_response__k2p00__lower_timely_credit,graded_response,2.0,lower_timely_credit,"[[0.0, 1.0], [30.0, 1.0], [60.0, 0.7], [120.0, 0.2], [180.0, 0.0]]",0.1,1239.1708591736192,1239.170859173626,"[0.0, 1.0, 1.0, 0.0, 0.25]","[0.0, 0.0, 0.38468508402373686, 0.0, 0.0]","[0.0, 0.0, 0.0, 414.63502466837775, 121.71294965396217, 96.98202567766]","[0.25, 1.0, 1.0, 0.0, 0.0]",1239.4433363223964,0.27247714877717044,0.02198866659588461,1,231,765,128,18,"full {0,0.25,0.50,0.75,1}^5 intersect road budget",new_sensitivity_run,"[0.0, 1.0, 1.0, 0.0, 0.25]",1239.1708591736192,0.10000000000000002,2.0000000000000338,True,0.05,0.1,0.04999999999999999,2.000000000000001,32,32
,frozen_base_k2p00,graded_response,2.0,base,"[[0.0, 1.0], [30.0, 1.0], [60.0, 0.75], [120.0, 0.25], [180.0, 0.0]]",0.25,1219.599634572313,,"[0.0, 1.0, 1.0, 0.0, 0.25]","[0.0, 0.0, 0.38468508402373874, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.4583333934124, 261.8896409289727, 96.98202567761494]",,,,,1,422,574,128,18,"full {0,.25,.5,.75,1}^5 intersect road budget",frozen_base_archive,"[0.0, 1.0, 1.0, 0.0, 0.25]",1219.59963457231,0.25,2.0000000000000355,True,0.05,0.1,0.05000000000000001,2.000000000000001,32,32
noto-joint-sensitivity-v2,graded_response__k2p00__higher_timely_credit,graded_response,2.0,higher_timely_credit,"[[0.0, 1.0], [30.0, 1.0], [60.0, 0.9], [120.0, 0.4], [180.0, 0.0]]",0.25,955.437557086055,955.4375570860471,"[0.0, 1.0, 1.0, 0.0, 0.25]","[0.0, 0.0, 0.38468508402373647, 0.0, 0.0]","[0.0, 0.0, 0.0, 288.3234272132181, 248.0245471092091, 96.98202567757293]","[0.25, 1.0, 1.0, 0.0, 0.0]",964.2935261425084,8.855969056453432,0.9269019195208061,1,675,321,128,18,"full {0,0.25,0.50,0.75,1}^5 intersect road budget",new_sensitivity_run,"[0.0, 1.0, 1.0, 0.0, 0.25]",955.437557086055,0.2500000000000002,2.000000000000036,True,0.05,0.10000000000000003,0.05000000000000003,2.0000000000000013,32,32
noto-joint-sensitivity-v2,graded_response__k2p00__lower_timely_credit,graded_response,2.0,lower_timely_credit,"[[0.0, 1.0], [30.0, 1.0], [60.0, 0.7], [120.0, 0.2], [180.0, 0.0]]",0.25,1298.7367226572178,1298.7367226572176,"[0.0, 1.0, 1.0, 0.0, 0.25]","[0.0, 0.0, 0.38468508402373736, 0.0, 0.0]","[0.0, 0.0, 0.0, 273.54749805842476, 262.800476263967, 96.98202567760822]","[0.25, 1.0, 1.0, 0.0, 0.0]",1302.3658905704967,3.629167913278934,0.27943830723855534,1,231,765,128,18,"full {0,0.25,0.50,0.75,1}^5 intersect road budget",new_sensitivity_run,"[0.0, 1.0, 1.0, 0.0, 0.25]",1298.7367226572178,0.2500000000000001,2.00000000000004,True,0.05,0.10000000000000003,0.05000000000000002,2.0000000000000013,32,32
