lambda_distance_scale,method,status,feasible,objective,runtime_seconds,truck_cost,drone_cost,waiting_sync_cost,priority_tardiness_cost,drone_served_customers,drone_service_share,drone_arcs,reload_events,battery_swaps,nonempty_drone_routes,served_high,served_medium,served_low,drone_served_high,drone_served_medium,drone_served_low,improvement_vs_truck_only_pct
0.12,truck_only,baseline_truck_only_ortools,True,552234.258005924,20.18348455429077,433.0042901811449,0.0,0.0,551801.253715743,0,0.0,0,0,0,0,40,20,20,0,0,0,
0.12,simple_drone,baseline_simple_drone_ortools,True,525329.0015735055,20.217610836029053,425.73221109593726,17.84003339525172,0.0,524885.4293290143,6,0.075,7,0,0,1,40,20,20,3,1,2,4.872073045517211
0.12,paired_baseline,baseline_paired,True,490496.4228008367,20.326826810836792,430.84836377258387,26.249124196787236,290.24437399893475,489749.08093886834,7,0.0875,10,5,3,3,40,20,20,3,1,3,11.179646012548735
0.12,no_unpairing,baseline_no_unpairing,True,509086.18822332367,26.86999535560608,426.3447580063887,55.29356687988875,76.91832273050545,508527.6315757069,8,0.1,11,6,6,3,40,20,20,3,2,3,7.813363469771829
0.12,nils,nils_complete,True,536079.7868115231,2.3164072036743164,425.92567887458955,43.251572858091315,0.0,535610.6095597905,8,0.1,11,0,0,3,40,20,20,3,1,4,2.9252931994355955
0.12,nils_no_local_search,ablation_no_local_search,True,540010.3091847912,2.0757570266723633,431.02925234434906,43.251572858091315,0.0,539536.0283595887,8,0.1,11,0,0,3,40,20,20,3,1,4,2.21354409725913
0.12,nils_no_perturbation,ablation_no_perturbation,True,536079.7868115231,1.338639497756958,425.92567887458955,43.251572858091315,0.0,535610.6095597905,8,0.1,11,0,0,3,40,20,20,3,1,4,2.9252931994355955
