lambda_distance_scale,method,status,feasible,objective,runtime_seconds,truck_cost,drone_cost,waiting_sync_cost,priority_tardiness_cost,drone_served_customers,drone_service_share,drone_arcs,reload_events,battery_swaps,nonempty_drone_routes,served_high,served_medium,served_low,drone_served_high,drone_served_medium,drone_served_low,improvement_vs_truck_only_pct
0.075,truck_only,baseline_truck_only_ortools,True,453911.3529030674,20.265835762023926,261.02981502889435,0.0,0.0,453650.32308803854,0,0.0,0,0,0,0,40,20,20,0,0,0,
0.075,simple_drone,baseline_simple_drone_ortools,True,382807.97584232414,20.43401551246643,253.07770071385897,18.283697885349298,0.0,382536.6144437249,8,0.1,9,0,0,1,40,20,20,3,1,4,15.664595433885827
0.075,paired_baseline,baseline_paired,True,278240.72933023004,20.415940046310425,307.88774810859053,29.699542624791803,261.72535864969444,277641.416680847,7,0.0875,10,4,5,3,40,20,20,4,1,2,38.70152672968102
0.075,no_unpairing,baseline_no_unpairing,True,326838.70390078647,98.05345606803894,259.0400388114784,45.028323937576644,0.5874640633489624,326534.04807397403,10,0.125,13,6,5,3,40,20,20,4,2,4,27.995036517497564
0.075,nils,nils_complete,True,301710.226779356,14.871871948242188,310.0839170239168,40.009421357911194,0.0,301360.13344097417,10,0.125,13,0,0,3,40,20,20,4,2,4,33.53102431791652
0.075,nils_no_local_search,ablation_no_local_search,True,298148.63774933794,2.595149278640747,346.42722871074074,39.90216193965256,0.0,297762.30835868756,10,0.125,13,0,0,3,40,20,20,4,2,4,34.315668501684854
0.075,nils_no_perturbation,ablation_no_perturbation,True,334950.8232134467,2.1460649967193604,250.52384877344448,39.90216193965256,0.0,334660.3972027336,10,0.125,13,0,0,3,40,20,20,4,2,4,26.207877139178912
