battery_slack_ratio,matched_instances,hp_gain_mean_min,hp_gain_median_min,mk_gain_mean_min,mk_gain_median_min,share_priority_improved,share_system_improved,psgr_minute_mean,psgr_minute_median,psgr_valid_pairs,feas_delta_mean_pp,cov_delta_mean_pp,gain_profile,delta_hp_gain_min_vs_0p10,delta_mk_gain_min_vs_0p10,delta_psgr_median_vs_0p10,delta_feas_pp_vs_0p10
0.05,720,509.6472110026125,80.77687952857977,104.46564761250069,75.66465523742843,0.6430555555555556,0.6986111111111111,3.8200358474626164,3.0161058490682455,502,1.3888888888888888,0.0,priority-tilted gain,5.505195454663692,0.8054611022768654,0.07696749214344889,0.5555555555555555
0.1,720,504.1420155479488,78.6185443333691,103.66018651022382,74.41217204404705,0.6416666666666667,0.6986111111111111,3.816159264024549,2.9391383569247966,501,0.8333333333333334,0.0,priority-tilted gain,0.0,0.0,0.0,0.0
0.15,720,499.18417555878216,76.3666566010978,103.25362184626934,73.86478538769612,0.6402777777777777,0.6972222222222222,3.7865640671209846,2.970799590553929,501,0.4166666666666667,0.0,priority-tilted gain,-4.957839989166644,-0.40656466395448376,0.0316612336291322,-0.4166666666666667
0.2,720,495.9246830366404,78.6185443333691,102.73221302684846,72.73411529918874,0.6388888888888888,0.6930555555555555,3.7816881750481306,3.0681682121161984,498,0.1388888888888889,0.0,priority-tilted gain,-8.217332511308427,-0.9279734833753679,0.12902985519140175,-0.6944444444444444
