battery_slack_ratio,n_feas,avg_high_tard_min,p90_high_tard_min,avg_priority_tard_cost,avg_makespan,avg_drone_share,avg_impr_vs_truck,avg_obj,avg_cpu
0.05,493,104.93308054149811,295.9686165118304,8319.516147254524,158.98114669828524,0.21251521298174442,82.1027361779144,8482.953945442267,1.924890500294993
0.1,489,107.11505809640292,304.0321614379149,8585.926767713781,159.43464171581664,0.20139059304703474,81.70513777898876,8750.134080425318,1.9165283531742836
0.15,486,114.76255650838377,321.9138552162492,9020.003298680753,160.13254501897617,0.19253086419753085,81.25325760909391,9185.06289527263,1.715155354252568
0.2,484,118.51440663480464,339.06765132956474,9262.928955907082,160.8626964242949,0.18080578512396692,80.66534354604083,9428.921489374585,1.6802087613373748
