battery_slack_ratio,n_runs,feasible_rate,avg_objective,avg_improvement_pct,avg_cpu_s,avg_drone_share,avg_battery_usage_ratio,avg_max_battery_usage_ratio,avg_sorties_near_endurance,avg_battery_rejections,avg_eligible_not_assigned_due_battery,objective_delta_vs_0p05_pct,improvement_delta_vs_0p05_pts,feasibility_delta_vs_0p05_pts,cpu_delta_vs_0p05_pct
0.05,720,0.6847222222222222,8482.953945442267,82.1027361779144,9.071574940946366,0.14961574074074074,0.5566724422452882,0.5637424822658743,0.4375,383.45,383.45,0.0,0.0,0.0,0.0
0.1,720,0.6791666666666667,8750.134080425318,81.70513777898876,8.964506630765067,0.1413333333333333,0.5278058945937061,0.5349082513097597,0.0,428.58194444444445,428.58194444444445,3.1496119948476453,-0.39759839892563775,-0.5555555555555536,-1.180261540893246
0.15,720,0.675,9185.06289527263,81.25325760909391,8.638501607709461,0.13573611111111109,0.5005846262978391,0.5057010568039275,0.0,480.4736111111111,480.4736111111111,8.27670354390635,-0.8494785688204871,-0.9722222222222188,-4.773959715441933
0.2,720,0.6722222222222223,9428.921489374585,80.66534354604083,8.369905752605861,0.1268287037037037,0.45620984921448277,0.4613009449828692,0.0,543.7152777777778,543.7152777777778,11.1513931351775,-1.4373926318735641,-1.2499999999999956,-7.734811131564168
