battery_slack_ratio,n_runs,feas_rate,avg_high_tard_min,p90_high_tard_min,avg_priority_tard_cost,avg_makespan,avg_drone_share,avg_impr_vs_truck,avg_obj,avg_cpu
0.05,720,0.6847222222222222,1239.8691639525337,4371.052032699353,125728.66360502136,293.9759648519067,0.14961574074074074,82.1027361779144,8482.953945442267,9.071574940946366
0.1,720,0.6791666666666667,1245.3743594071973,4371.052032699353,126033.94171671418,294.78142595418365,0.1413333333333333,81.70513777898876,8750.134080425318,8.964506630765067
0.15,720,0.675,1250.3321993963639,4371.052032699353,126256.9473445172,295.1879906181381,0.13573611111111109,81.25325760909391,9185.06289527263,8.638501607709461
0.2,720,0.6722222222222223,1253.5916919185056,4371.052032699353,126402.78939477226,295.709399437559,0.1268287037037037,80.66534354604083,9428.921489374585,8.369905752605861
