center_id,center_name,zone_id,zone_name,path_node_json,path_link_json,corridor_id,on_intact_shortest_path,intact_path_minutes,local_transfer_minutes,corridor_failure_penalty_minutes
center_17204,Wajima,zone_17461,Anamizu,"[""17204"",""17461""]","[""corr_anamizu_wajima""]",corr_anamizu_noto,False,40.0,10.0,0.0
center_17204,Wajima,zone_17461,Anamizu,"[""17204"",""17461""]","[""corr_anamizu_wajima""]",corr_anamizu_suzu,False,40.0,10.0,0.0
center_17204,Wajima,zone_17461,Anamizu,"[""17204"",""17461""]","[""corr_anamizu_wajima""]",corr_anamizu_wajima,True,40.0,10.0,50.0
center_17204,Wajima,zone_17461,Anamizu,"[""17204"",""17461""]","[""corr_anamizu_wajima""]",corr_kanazawa_nanao,False,40.0,10.0,0.0
center_17204,Wajima,zone_17461,Anamizu,"[""17204"",""17461""]","[""corr_anamizu_wajima""]",corr_nanao_anamizu,False,40.0,10.0,0.0
center_17204,Wajima,zone_17463,Noto,"[""17204"",""17461"",""17463""]","[""corr_anamizu_wajima"",""corr_anamizu_noto""]",corr_anamizu_noto,True,80.0,10.0,30.0
center_17204,Wajima,zone_17463,Noto,"[""17204"",""17461"",""17463""]","[""corr_anamizu_wajima"",""corr_anamizu_noto""]",corr_anamizu_suzu,False,80.0,10.0,0.0
center_17204,Wajima,zone_17463,Noto,"[""17204"",""17461"",""17463""]","[""corr_anamizu_wajima"",""corr_anamizu_noto""]",corr_anamizu_wajima,True,80.0,10.0,50.0
center_17204,Wajima,zone_17463,Noto,"[""17204"",""17461"",""17463""]","[""corr_anamizu_wajima"",""corr_anamizu_noto""]",corr_kanazawa_nanao,False,80.0,10.0,0.0
center_17204,Wajima,zone_17463,Noto,"[""17204"",""17461"",""17463""]","[""corr_anamizu_wajima"",""corr_anamizu_noto""]",corr_nanao_anamizu,False,80.0,10.0,0.0
center_17205,Suzu,zone_17202,Nanao,"[""17205"",""17461"",""17202""]","[""corr_anamizu_suzu"",""corr_nanao_anamizu""]",corr_anamizu_noto,False,90.0,10.0,0.0
center_17205,Suzu,zone_17202,Nanao,"[""17205"",""17461"",""17202""]","[""corr_anamizu_suzu"",""corr_nanao_anamizu""]",corr_anamizu_suzu,True,90.0,10.0,40.0
center_17205,Suzu,zone_17202,Nanao,"[""17205"",""17461"",""17202""]","[""corr_anamizu_suzu"",""corr_nanao_anamizu""]",corr_anamizu_wajima,False,90.0,10.0,0.0
center_17205,Suzu,zone_17202,Nanao,"[""17205"",""17461"",""17202""]","[""corr_anamizu_suzu"",""corr_nanao_anamizu""]",corr_kanazawa_nanao,False,90.0,10.0,0.0
center_17205,Suzu,zone_17202,Nanao,"[""17205"",""17461"",""17202""]","[""corr_anamizu_suzu"",""corr_nanao_anamizu""]",corr_nanao_anamizu,True,90.0,10.0,70.0
center_17205,Suzu,zone_17204,Wajima,"[""17205"",""17461"",""17204""]","[""corr_anamizu_suzu"",""corr_anamizu_wajima""]",corr_anamizu_noto,False,90.0,10.0,0.0
center_17205,Suzu,zone_17204,Wajima,"[""17205"",""17461"",""17204""]","[""corr_anamizu_suzu"",""corr_anamizu_wajima""]",corr_anamizu_suzu,True,90.0,10.0,40.0
center_17205,Suzu,zone_17204,Wajima,"[""17205"",""17461"",""17204""]","[""corr_anamizu_suzu"",""corr_anamizu_wajima""]",corr_anamizu_wajima,True,90.0,10.0,50.0
center_17205,Suzu,zone_17204,Wajima,"[""17205"",""17461"",""17204""]","[""corr_anamizu_suzu"",""corr_anamizu_wajima""]",corr_kanazawa_nanao,False,90.0,10.0,0.0
center_17205,Suzu,zone_17204,Wajima,"[""17205"",""17461"",""17204""]","[""corr_anamizu_suzu"",""corr_anamizu_wajima""]",corr_nanao_anamizu,False,90.0,10.0,0.0
center_17205,Suzu,zone_17205,Suzu,"[""17205""]",[],corr_anamizu_noto,False,10.0,10.0,0.0
center_17205,Suzu,zone_17205,Suzu,"[""17205""]",[],corr_anamizu_suzu,False,10.0,10.0,0.0
center_17205,Suzu,zone_17205,Suzu,"[""17205""]",[],corr_anamizu_wajima,False,10.0,10.0,0.0
center_17205,Suzu,zone_17205,Suzu,"[""17205""]",[],corr_kanazawa_nanao,False,10.0,10.0,0.0
center_17205,Suzu,zone_17205,Suzu,"[""17205""]",[],corr_nanao_anamizu,False,10.0,10.0,0.0
center_17205,Suzu,zone_17461,Anamizu,"[""17205"",""17461""]","[""corr_anamizu_suzu""]",corr_anamizu_noto,False,60.0,10.0,0.0
center_17205,Suzu,zone_17461,Anamizu,"[""17205"",""17461""]","[""corr_anamizu_suzu""]",corr_anamizu_suzu,True,60.0,10.0,40.0
center_17205,Suzu,zone_17461,Anamizu,"[""17205"",""17461""]","[""corr_anamizu_suzu""]",corr_anamizu_wajima,False,60.0,10.0,0.0
center_17205,Suzu,zone_17461,Anamizu,"[""17205"",""17461""]","[""corr_anamizu_suzu""]",corr_kanazawa_nanao,False,60.0,10.0,0.0
center_17205,Suzu,zone_17461,Anamizu,"[""17205"",""17461""]","[""corr_anamizu_suzu""]",corr_nanao_anamizu,False,60.0,10.0,0.0
center_17205,Suzu,zone_17463,Noto,"[""17205"",""17461"",""17463""]","[""corr_anamizu_suzu"",""corr_anamizu_noto""]",corr_anamizu_noto,True,100.0,10.0,30.0
center_17205,Suzu,zone_17463,Noto,"[""17205"",""17461"",""17463""]","[""corr_anamizu_suzu"",""corr_anamizu_noto""]",corr_anamizu_suzu,True,100.0,10.0,40.0
center_17205,Suzu,zone_17463,Noto,"[""17205"",""17461"",""17463""]","[""corr_anamizu_suzu"",""corr_anamizu_noto""]",corr_anamizu_wajima,False,100.0,10.0,0.0
center_17205,Suzu,zone_17463,Noto,"[""17205"",""17461"",""17463""]","[""corr_anamizu_suzu"",""corr_anamizu_noto""]",corr_kanazawa_nanao,False,100.0,10.0,0.0
center_17205,Suzu,zone_17463,Noto,"[""17205"",""17461"",""17463""]","[""corr_anamizu_suzu"",""corr_anamizu_noto""]",corr_nanao_anamizu,False,100.0,10.0,0.0
center_17461,Anamizu,zone_17202,Nanao,"[""17461"",""17202""]","[""corr_nanao_anamizu""]",corr_anamizu_noto,False,40.0,10.0,0.0
center_17461,Anamizu,zone_17202,Nanao,"[""17461"",""17202""]","[""corr_nanao_anamizu""]",corr_anamizu_suzu,False,40.0,10.0,0.0
center_17461,Anamizu,zone_17202,Nanao,"[""17461"",""17202""]","[""corr_nanao_anamizu""]",corr_anamizu_wajima,False,40.0,10.0,0.0
center_17461,Anamizu,zone_17202,Nanao,"[""17461"",""17202""]","[""corr_nanao_anamizu""]",corr_kanazawa_nanao,False,40.0,10.0,0.0
center_17461,Anamizu,zone_17202,Nanao,"[""17461"",""17202""]","[""corr_nanao_anamizu""]",corr_nanao_anamizu,True,40.0,10.0,70.0
center_17461,Anamizu,zone_17204,Wajima,"[""17461"",""17204""]","[""corr_anamizu_wajima""]",corr_anamizu_noto,False,40.0,10.0,0.0
center_17461,Anamizu,zone_17204,Wajima,"[""17461"",""17204""]","[""corr_anamizu_wajima""]",corr_anamizu_suzu,False,40.0,10.0,0.0
center_17461,Anamizu,zone_17204,Wajima,"[""17461"",""17204""]","[""corr_anamizu_wajima""]",corr_anamizu_wajima,True,40.0,10.0,50.0
center_17461,Anamizu,zone_17204,Wajima,"[""17461"",""17204""]","[""corr_anamizu_wajima""]",corr_kanazawa_nanao,False,40.0,10.0,0.0
center_17461,Anamizu,zone_17204,Wajima,"[""17461"",""17204""]","[""corr_anamizu_wajima""]",corr_nanao_anamizu,False,40.0,10.0,0.0
center_17461,Anamizu,zone_17205,Suzu,"[""17461"",""17205""]","[""corr_anamizu_suzu""]",corr_anamizu_noto,False,60.0,10.0,0.0
center_17461,Anamizu,zone_17205,Suzu,"[""17461"",""17205""]","[""corr_anamizu_suzu""]",corr_anamizu_suzu,True,60.0,10.0,40.0
center_17461,Anamizu,zone_17205,Suzu,"[""17461"",""17205""]","[""corr_anamizu_suzu""]",corr_anamizu_wajima,False,60.0,10.0,0.0
center_17461,Anamizu,zone_17205,Suzu,"[""17461"",""17205""]","[""corr_anamizu_suzu""]",corr_kanazawa_nanao,False,60.0,10.0,0.0
center_17461,Anamizu,zone_17205,Suzu,"[""17461"",""17205""]","[""corr_anamizu_suzu""]",corr_nanao_anamizu,False,60.0,10.0,0.0
center_17461,Anamizu,zone_17461,Anamizu,"[""17461""]",[],corr_anamizu_noto,False,10.0,10.0,0.0
center_17461,Anamizu,zone_17461,Anamizu,"[""17461""]",[],corr_anamizu_suzu,False,10.0,10.0,0.0
center_17461,Anamizu,zone_17461,Anamizu,"[""17461""]",[],corr_anamizu_wajima,False,10.0,10.0,0.0
center_17461,Anamizu,zone_17461,Anamizu,"[""17461""]",[],corr_kanazawa_nanao,False,10.0,10.0,0.0
center_17461,Anamizu,zone_17461,Anamizu,"[""17461""]",[],corr_nanao_anamizu,False,10.0,10.0,0.0
center_17461,Anamizu,zone_17463,Noto,"[""17461"",""17463""]","[""corr_anamizu_noto""]",corr_anamizu_noto,True,50.0,10.0,30.0
center_17461,Anamizu,zone_17463,Noto,"[""17461"",""17463""]","[""corr_anamizu_noto""]",corr_anamizu_suzu,False,50.0,10.0,0.0
center_17461,Anamizu,zone_17463,Noto,"[""17461"",""17463""]","[""corr_anamizu_noto""]",corr_anamizu_wajima,False,50.0,10.0,0.0
center_17461,Anamizu,zone_17463,Noto,"[""17461"",""17463""]","[""corr_anamizu_noto""]",corr_kanazawa_nanao,False,50.0,10.0,0.0
center_17461,Anamizu,zone_17463,Noto,"[""17461"",""17463""]","[""corr_anamizu_noto""]",corr_nanao_anamizu,False,50.0,10.0,0.0
center_17463,Noto,zone_17202,Nanao,"[""17463"",""17461"",""17202""]","[""corr_anamizu_noto"",""corr_nanao_anamizu""]",corr_anamizu_noto,True,80.0,10.0,30.0
center_17463,Noto,zone_17202,Nanao,"[""17463"",""17461"",""17202""]","[""corr_anamizu_noto"",""corr_nanao_anamizu""]",corr_anamizu_suzu,False,80.0,10.0,0.0
center_17463,Noto,zone_17202,Nanao,"[""17463"",""17461"",""17202""]","[""corr_anamizu_noto"",""corr_nanao_anamizu""]",corr_anamizu_wajima,False,80.0,10.0,0.0
center_17463,Noto,zone_17202,Nanao,"[""17463"",""17461"",""17202""]","[""corr_anamizu_noto"",""corr_nanao_anamizu""]",corr_kanazawa_nanao,False,80.0,10.0,0.0
center_17463,Noto,zone_17202,Nanao,"[""17463"",""17461"",""17202""]","[""corr_anamizu_noto"",""corr_nanao_anamizu""]",corr_nanao_anamizu,True,80.0,10.0,70.0
center_17463,Noto,zone_17204,Wajima,"[""17463"",""17461"",""17204""]","[""corr_anamizu_noto"",""corr_anamizu_wajima""]",corr_anamizu_noto,True,80.0,10.0,30.0
center_17463,Noto,zone_17204,Wajima,"[""17463"",""17461"",""17204""]","[""corr_anamizu_noto"",""corr_anamizu_wajima""]",corr_anamizu_suzu,False,80.0,10.0,0.0
center_17463,Noto,zone_17204,Wajima,"[""17463"",""17461"",""17204""]","[""corr_anamizu_noto"",""corr_anamizu_wajima""]",corr_anamizu_wajima,True,80.0,10.0,50.0
center_17463,Noto,zone_17204,Wajima,"[""17463"",""17461"",""17204""]","[""corr_anamizu_noto"",""corr_anamizu_wajima""]",corr_kanazawa_nanao,False,80.0,10.0,0.0
center_17463,Noto,zone_17204,Wajima,"[""17463"",""17461"",""17204""]","[""corr_anamizu_noto"",""corr_anamizu_wajima""]",corr_nanao_anamizu,False,80.0,10.0,0.0
center_17463,Noto,zone_17205,Suzu,"[""17463"",""17461"",""17205""]","[""corr_anamizu_noto"",""corr_anamizu_suzu""]",corr_anamizu_noto,True,100.0,10.0,30.0
center_17463,Noto,zone_17205,Suzu,"[""17463"",""17461"",""17205""]","[""corr_anamizu_noto"",""corr_anamizu_suzu""]",corr_anamizu_suzu,True,100.0,10.0,40.0
center_17463,Noto,zone_17205,Suzu,"[""17463"",""17461"",""17205""]","[""corr_anamizu_noto"",""corr_anamizu_suzu""]",corr_anamizu_wajima,False,100.0,10.0,0.0
center_17463,Noto,zone_17205,Suzu,"[""17463"",""17461"",""17205""]","[""corr_anamizu_noto"",""corr_anamizu_suzu""]",corr_kanazawa_nanao,False,100.0,10.0,0.0
center_17463,Noto,zone_17205,Suzu,"[""17463"",""17461"",""17205""]","[""corr_anamizu_noto"",""corr_anamizu_suzu""]",corr_nanao_anamizu,False,100.0,10.0,0.0
center_17463,Noto,zone_17461,Anamizu,"[""17463"",""17461""]","[""corr_anamizu_noto""]",corr_anamizu_noto,True,50.0,10.0,30.0
center_17463,Noto,zone_17461,Anamizu,"[""17463"",""17461""]","[""corr_anamizu_noto""]",corr_anamizu_suzu,False,50.0,10.0,0.0
center_17463,Noto,zone_17461,Anamizu,"[""17463"",""17461""]","[""corr_anamizu_noto""]",corr_anamizu_wajima,False,50.0,10.0,0.0
center_17463,Noto,zone_17461,Anamizu,"[""17463"",""17461""]","[""corr_anamizu_noto""]",corr_kanazawa_nanao,False,50.0,10.0,0.0
center_17463,Noto,zone_17461,Anamizu,"[""17463"",""17461""]","[""corr_anamizu_noto""]",corr_nanao_anamizu,False,50.0,10.0,0.0
center_17463,Noto,zone_17463,Noto,"[""17463""]",[],corr_anamizu_noto,False,10.0,10.0,0.0
center_17463,Noto,zone_17463,Noto,"[""17463""]",[],corr_anamizu_suzu,False,10.0,10.0,0.0
center_17463,Noto,zone_17463,Noto,"[""17463""]",[],corr_anamizu_wajima,False,10.0,10.0,0.0
center_17463,Noto,zone_17463,Noto,"[""17463""]",[],corr_kanazawa_nanao,False,10.0,10.0,0.0
center_17463,Noto,zone_17463,Noto,"[""17463""]",[],corr_nanao_anamizu,False,10.0,10.0,0.0
