instance_id,random_seed,scenario_id,scenario_class,n,number_of_drones,number_of_trucks,endurance_level,speed_ratio,spatial_pattern,launch_retrieval_time_class,priority_weight_profile,objective_for_reporting_nils,objective_for_reporting_no_unpairing,objective_for_reporting_paired_baseline,improvement_pct_vs_no_unpairing,improvement_pct_vs_paired_baseline,nils_result_vs_no_unpairing,nils_result_vs_paired_baseline,cpu_time_seconds_nils,cpu_time_seconds_no_unpairing,cpu_time_seconds_paired_baseline,customers_served_by_drone_nils,customers_served_by_drone_no_unpairing,customers_served_by_drone_paired_baseline,drone_service_share_nils,drone_service_share_no_unpairing,drone_service_share_paired_baseline,waiting_sync_cost_nils,waiting_sync_cost_no_unpairing,waiting_sync_cost_paired_baseline
S0034_R10,3402036,S0034,n50_p0.75_d1_uniform_Elow_V1.25_Hshort_PWstrict_B0.10,50,1,3,low,1.25,uniform,short,strict,30632.69143762736,30822.49466451138,35839.33067300562,0.6157944999259211,14.527724535045321,Win,Win,4.970641374588013,3.7861597537994394,3.0130093097686768,3,3,4,0.06,0.06,0.08,0.0,189.8032268840208,161.44230661659282
S0035_R01,3502027,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,1,3,low,1.25,clustered,medium,flat,422.41766915943526,786.3773584940257,670.1673097421951,46.28308348444845,36.96832671203643,Win,Win,5.409722328186035,28.71590375900269,34.58512759208679,3,1,1,0.06,0.02,0.02,0.0,260.557201046908,224.39464403780255
S0035_R02,3502028,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,1,3,low,1.25,clustered,medium,flat,205.4604994467296,548.2593636436527,491.7259031849655,62.52494474854588,58.21645796653416,Win,Win,7.412144660949707,30.263790369033813,33.02631998062134,4,1,1,0.08,0.02,0.02,0.0,264.8708545037466,203.8731227696752
S0035_R03,3502029,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,1,3,low,1.25,clustered,medium,flat,231.94567324972465,300.56995535783994,305.3171965782767,22.83138446968709,24.031244931774157,Win,Win,3.4695475101470947,69.00106906890869,58.956690549850464,5,6,4,0.1,0.12,0.08,0.0,146.41345655659387,44.33077022551013
S0035_R04,3502030,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,1,3,low,1.25,clustered,medium,flat,195.2028180622808,301.31807381236183,246.0908750658308,35.21702313023599,20.678563148648692,Win,Win,4.300502300262451,51.42505097389221,78.03827691078186,7,4,3,0.14,0.08,0.06,0.0,92.0878862774026,68.3443851359894
S0035_R05,3502031,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,1,3,low,1.25,clustered,medium,flat,246.2825919094205,536.994443192284,509.1963840735106,54.13684535628743,51.63308310652385,Win,Win,3.206918954849243,42.10401463508606,30.014498710632324,4,2,2,0.08,0.04,0.04,0.0,199.4943419070865,288.3012809081142
S0035_R06,3502032,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,1,3,low,1.25,clustered,medium,flat,288.30510472619244,519.4676379949163,461.9739542660558,44.49989111178974,37.59277940588087,Win,Win,3.299208164215088,41.28117108345032,38.05710005760193,5,5,4,0.1,0.1,0.08,0.0,184.29869597856057,130.569515177844
S0035_R07,3502033,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,1,3,low,1.25,clustered,medium,flat,257.3343113667589,519.3653325879869,457.5468842016365,50.452158582771155,43.75782673817659,Win,Win,3.307356119155884,30.15089154243469,28.500168085098267,4,1,1,0.08,0.02,0.02,0.0,42.51876679003168,91.63429081009735
S0035_R08,3502034,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,1,3,low,1.25,clustered,medium,flat,208.99087985310155,384.64453073777696,548.9779982330006,45.66648862724203,61.93091881172251,Win,Win,4.22795844078064,51.84993052482605,58.24465775489807,3,3,3,0.06,0.06,0.06,0.0,172.0343451537968,211.45900282153164
S0035_R09,3502035,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,1,3,low,1.25,clustered,medium,flat,250.2312309593976,629.8772370376951,548.6049437412094,60.273015717121,54.38771855518714,Win,Win,3.412996530532837,63.15366625785828,50.4418375492096,6,5,4,0.12,0.1,0.08,0.0,235.0073966281008,193.95848600802944
S0035_R10,3502036,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,1,3,low,1.25,clustered,medium,flat,239.9681681459494,404.3816650140382,315.7308362699217,40.65799987800663,23.995967267258624,Win,Win,3.98965048789978,36.67172074317932,48.782240867614746,4,3,2,0.08,0.06,0.04,0.0,22.75135194379441,112.09561147932612
S0036_R01,3602027,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,1,3,low,1.25,uniform,long,strict,55520.01222605375,55561.86483521255,61755.00562212807,0.07532614191934427,10.096336860894395,Win,Win,1.0635006427764893,7.543837308883667,1.6225156784057615,5,5,2,0.1,0.1,0.04,0.0,235.2632977927112,219.15495932279669
S0036_R02,3602028,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,1,3,low,1.25,uniform,long,strict,17512.64604168009,17617.937099909457,31927.79041639579,0.5976355667083594,45.149207592245816,Win,Win,1.262641668319702,3.906055450439453,1.4811747074127195,5,5,2,0.1,0.1,0.04,0.0,105.29105822936624,136.29646105092766
S0036_R03,3602029,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,1,3,low,1.25,uniform,long,strict,91491.2511304997,90448.62571689844,99738.87628775484,-1.1527266504464586,8.269218046391526,Loss,Win,6.5487565994262695,25.204283237457275,4.803612470626831,5,5,1,0.1,0.1,0.02,0.0,11.924301998735691,49.99876763065579
S0036_R04,3602030,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,1,3,low,1.25,uniform,long,strict,56419.988242701096,47988.90148260356,44543.35272443624,-17.568826331967365,-26.663092901288046,Loss,Loss,1.6023733615875244,2.603483200073242,1.856090784072876,5,1,1,0.1,0.02,0.02,0.0,156.7008070689722,138.67100338772156
S0036_R05,3602031,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,1,3,low,1.25,uniform,long,strict,97821.6719128738,111384.7465833284,102126.89108121014,12.1767792148343,4.215558823692061,Win,Win,1.0656406879425049,2.90990686416626,2.7096097469329834,4,4,3,0.08,0.08,0.06,0.0,222.51101855610128,398.6509303372819
S0036_R06,3602032,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,1,3,low,1.25,uniform,long,strict,38807.70530803228,49611.09206299097,55548.04946618188,21.776151875958863,30.136691241231187,Win,Win,2.687773466110229,2.8487744331359863,3.1271512508392334,3,3,2,0.06,0.06,0.04,0.0,243.3038401633729,299.4263624779051
S0036_R07,3602033,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,1,3,low,1.25,uniform,long,strict,83079.6863936575,129132.3507174964,109545.44276860708,35.663150301188736,24.159614225900047,Win,Win,5.879524230957031,21.05399799346924,4.814882278442383,3,3,1,0.06,0.06,0.02,0.0,8.874371390159736,66.38000176411452
S0036_R08,3602034,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,1,3,low,1.25,uniform,long,strict,39133.71394002355,34275.25795191105,51646.519169048486,-14.174819617489142,24.227780362251025,Loss,Win,3.4501965045928955,4.180627346038818,4.901138305664063,3,3,2,0.06,0.06,0.04,0.0,157.0266894068556,298.6458513355735
S0036_R09,3602035,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,1,3,low,1.25,uniform,long,strict,35679.9013750437,52001.266475712255,33463.86338246529,31.3864761510984,-6.62218216483512,Win,Loss,1.1904025077819824,3.310224294662476,2.341036081314087,5,5,3,0.1,0.1,0.06,0.0,0.0,17.59241696476988
S0036_R10,3602036,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,1,3,low,1.25,uniform,long,strict,46434.87389681681,77122.66377002136,34401.68061179988,39.790884252539676,-34.97850416322251,Win,Loss,1.6448938846588137,3.7547781467437744,4.4158666133880615,4,1,3,0.08,0.02,0.06,0.0,156.91782567028278,129.38159249614444
S0037_R01,3702027,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,2,3,low,2.0,uniform,medium,base,4964.947461622079,4922.63857354316,5493.600910257022,-0.8594758166140488,9.62307705403031,Loss,Win,2.255417823791504,34.045085191726685,18.28030204772949,7,7,9,0.14,0.14,0.18,0.0,155.2707060657195,159.67215865226865
S0037_R02,3702028,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,2,3,low,2.0,uniform,medium,base,1015.281215284086,661.1899961168527,24993.468119585985,-53.553626226470364,95.93781379028201,Loss,Win,2.353387355804444,44.573506355285645,16.14019799232483,8,9,8,0.16,0.18,0.16,0.0,171.22951449587882,117.01973408126084
S0037_R03,3702029,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,2,3,low,2.0,uniform,medium,base,19851.771073609383,21061.177830786983,33581.255994621395,5.742351006645521,40.88436990924645,Win,Win,2.219891309738159,27.75960874557495,10.149753093719482,9,9,5,0.18,0.18,0.1,0.0,216.4380562797818,380.6276343255202
S0037_R04,3702030,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,2,3,low,2.0,uniform,medium,base,27777.47658635288,23364.206637682342,16497.371914545787,-18.88902121569458,-68.37516139077515,Loss,Loss,6.057485580444336,35.36080312728882,19.015053510665894,8,8,6,0.16,0.16,0.12,0.0,177.71455132304996,426.5033078060045
S0037_R05,3702031,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,2,3,low,2.0,uniform,medium,base,12576.858537158989,9806.549828809157,12628.066177835924,-28.24957560722699,0.40550659107894454,Loss,Win,2.4808590412139893,38.335620164871216,19.527871131896973,9,9,7,0.18,0.18,0.14,0.0,121.60823604815673,73.18952752674338
S0037_R06,3702032,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,2,3,low,2.0,uniform,medium,base,4782.526124407838,4080.810884683367,2673.1577820819075,-17.195485396253982,-78.90923448159178,Loss,Loss,2.023234605789185,25.687636852264404,9.567174196243286,6,6,7,0.12,0.12,0.14,0.0,93.72545759626408,204.3016408864603
S0037_R07,3702033,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,2,3,low,2.0,uniform,medium,base,9548.37311635642,10138.390759903315,3783.112884761618,5.819638022637445,-152.39461277556046,Win,Loss,1.8545098304748533,26.43651652336121,12.446019649505615,8,8,9,0.16,0.16,0.18,0.0,176.61931973176613,159.16324497377624
S0037_R08,3702034,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,2,3,low,2.0,uniform,medium,base,6925.070771440058,8019.259003571747,13270.114425331663,13.644505454236379,47.81453611115356,Win,Win,1.9183495044708248,26.8900146484375,10.805521249771118,8,10,11,0.16,0.2,0.22,0.0,253.66356425587185,215.6107827027465
S0037_R09,3702035,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,2,3,low,2.0,uniform,medium,base,11726.524028983657,16055.16879679531,19670.86905154996,26.961066698194237,40.38634491311573,Win,Win,1.8628146648406985,29.840758323669437,12.964319467544556,7,6,6,0.14,0.12,0.12,0.0,181.62204042453425,362.5907115937955
S0037_R10,3702036,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,2,3,low,2.0,uniform,medium,base,859.3774426638906,996.4023256767464,8926.860546605523,13.751963386856794,90.37312795268576,Win,Win,2.879225492477417,26.43639636039734,7.626161813735962,7,7,3,0.14,0.14,0.06,0.0,137.02488301285564,191.43535220409552
S0038_R01,3802027,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,1,3,low,2.0,uniform,long,base,9699.955868627974,11734.678711283625,8569.102466369832,17.339399677804025,-13.196871045669864,Win,Loss,1.6406049728393557,12.04498052597046,6.24397349357605,6,6,4,0.12,0.12,0.08,0.0,166.861122403357,116.97094028059912
S0038_R02,3802028,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,1,3,low,2.0,uniform,long,base,27900.588176585745,26307.26814429618,34644.288970837064,-6.056577306127549,19.46554827529595,Loss,Win,2.48337197303772,6.218707323074341,2.6859278678894043,3,3,4,0.06,0.06,0.08,0.0,20.09573296343383,147.1240449189812
S0038_R03,3802029,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,1,3,low,2.0,uniform,long,base,3995.965311806233,3163.526046107472,11493.012848211163,-26.31365297981431,65.23135086873076,Loss,Win,1.903536081314087,15.422058820724487,10.79173994064331,5,5,6,0.1,0.1,0.12,0.0,70.35140851610646,90.77792803749315
S0038_R04,3802030,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,1,3,low,2.0,uniform,long,base,8479.809929745645,8437.211205265945,14415.642761951569,-0.5048910527819009,41.17633136604129,Loss,Win,2.2384653091430664,8.082054376602173,2.543887138366699,3,3,3,0.06,0.06,0.06,0.0,34.86323550336448,174.3934791987832
S0038_R05,3802031,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,1,3,low,2.0,uniform,long,base,9619.167720897703,7247.381280022362,24178.041751326196,-32.72611649966928,60.21527376024951,Loss,Win,0.9836268424987792,7.169236183166504,1.0036089420318604,4,4,2,0.08,0.08,0.04,0.0,193.789846446897,295.2179930983449
S0038_R06,3802032,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,1,3,low,2.0,uniform,long,base,3827.399756687397,7444.193668909354,9052.859571789382,48.58543548279088,57.72164887419241,Win,Win,3.4124488830566406,7.974453210830688,5.382355213165283,3,3,8,0.06,0.06,0.16,0.0,79.35111446751142,64.73389983391448
S0038_R07,3802033,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,1,3,low,2.0,uniform,long,base,18334.14507246265,22841.648796108788,39131.00891063827,19.733705582646117,53.14676114195902,Win,Win,1.6658718585968018,9.360796689987184,6.529275417327881,4,4,3,0.08,0.08,0.06,0.0,91.64188226594985,198.3138164618861
S0038_R08,3802034,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,1,3,low,2.0,uniform,long,base,19486.726115405632,16686.965590424752,9253.920517518432,-16.778128472844863,-110.57805800812378,Loss,Loss,1.81523871421814,9.865000009536743,11.198468208312988,2,2,4,0.04,0.04,0.08,0.0,194.95614891868416,123.68319088403676
S0038_R09,3802035,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,1,3,low,2.0,uniform,long,base,16193.051223956982,12363.830068990244,18716.0000324227,-30.971156458796838,13.480170998584544,Loss,Win,3.5977954864501958,11.754624128341677,3.6363489627838135,3,4,2,0.06,0.08,0.04,0.0,131.5247286315945,105.94005608158758
S0038_R10,3802036,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,1,3,low,2.0,uniform,long,base,27628.58032242839,13948.71655633846,34150.26965724319,-98.07256252456891,19.09703612964462,Loss,Win,1.3318419456481934,8.57651972770691,7.505416393280029,5,5,4,0.1,0.1,0.08,0.0,0.0,183.6642832210329
S0039_R01,3902027,S0039,n50_p0.75_d1_uniform_Emedium_V1.25_Hshort_PWmoderate_B0.10,50,1,3,medium,1.25,uniform,short,moderate,3079.190192968022,3138.1835651312235,2155.3763728804915,1.8798572785443366,-42.860905023883404,Win,Loss,1.502884864807129,6.208298206329346,2.457751750946045,2,3,4,0.04,0.06,0.08,0.0,68.84468945872901,79.71526766940286
S0039_R02,3902028,S0039,n50_p0.75_d1_uniform_Emedium_V1.25_Hshort_PWmoderate_B0.10,50,1,3,medium,1.25,uniform,short,moderate,3492.9170387261724,3773.9086495920897,6504.833222131753,7.445638910636821,46.30274260004042,Win,Win,1.9076519012451167,7.110407829284668,0.8180551528930664,4,4,2,0.08,0.08,0.04,0.0,94.44139885152076,226.1449424382853
