rho,source_model,evaluation_model,source_y_json,source_z_json,source_w_json,evaluation_model_benchmark,road_reoptimized_objective,road_regret,road_regret_percent,complete_plan_objective,complete_plan_regret,complete_plan_regret_percent,capability_feasible,infeasible_design_basis_state_count,maximum_oracle_gap,regret_divided_by_m4_policy_margin,regret_divided_by_oracle_tolerance,regret_status,complete_regret_status,source_plan_own_capability_feasible
0.0,M4,M3,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223963,0.0,96.98202567760372]",1070.786340172655,1070.786340172655,0.0,0.0,1070.786340172655,0.0,0.0,True,0,0.0,0.0,0.0,numerically_zero,numerically_zero,True
0.0,M4,M4,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223963,0.0,96.98202567760372]",1070.808480778403,1070.808480778403,0.0,0.0,1070.808480778403,0.0,0.0,True,0,6.821210263296962e-13,0.0,0.0,numerically_zero,numerically_zero,True
0.1,M0,M0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,550.7314971423053,0.0,82.59850285769414]",937.1267551597502,937.1267551597496,0.0,0.0,937.1267551597502,0.0,0.0,True,0,5.684341886080801e-13,0.0,0.0,numerically_zero,numerically_zero,True
0.1,M0,M1,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,550.7314971423053,0.0,82.59850285769414]",937.133591212042,937.1335912120422,2.2737367544323206e-13,2.4262674775018817e-14,937.1335912120431,1.1368683772161603e-12,1.213133738750941e-13,True,0,5.684341886080801e-13,1.1341696766210961e-13,2.2737367544323203e-08,numerically_zero,numerically_zero,True
0.1,M0,M2,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,550.7314971423053,0.0,82.59850285769414]",1157.014275137994,1157.0142751379947,6.821210263296962e-13,5.895528179618539e-14,1159.0673824623725,2.053107324378516,0.17744874618194725,True,0,6.821210263296962e-13,3.270896876186408e-13,6.821210263296962e-08,numerically_zero,below_policy_margin,True
0.1,M0,M3,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,550.7314971423053,0.0,82.59850285769414]",1157.0148981268576,1157.0148981268578,2.2737367544323206e-13,1.9651750017336623e-14,1159.0744337504057,2.059535623548072,0.17800424410112137,True,0,4.547473508864641e-13,1.0886934804392033e-13,2.2737367544323203e-08,numerically_zero,below_policy_margin,True
0.1,M0,M4,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,550.7314971423053,0.0,82.59850285769414]",1159.7102992138502,1159.7102992138502,0.0,0.0,1161.7875996828443,2.0773004689940535,0.17912236102431991,True,0,9.094947017729282e-13,0.0,0.0,numerically_zero,above_policy_margin,True
0.1,M1,M0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,550.7314971423043,0.0,82.5985028576957]",937.1267551597502,937.1267551597496,0.0,0.0,937.1267551597491,0.0,0.0,True,0,5.684341886080801e-13,0.0,0.0,numerically_zero,numerically_zero,True
0.1,M1,M1,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,550.7314971423043,0.0,82.5985028576957]",937.133591212042,937.1335912120422,2.2737367544323206e-13,2.4262674775018817e-14,937.1335912120419,0.0,0.0,True,0,5.684341886080801e-13,1.1341696766210961e-13,2.2737367544323203e-08,numerically_zero,numerically_zero,True
0.1,M1,M2,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,550.7314971423043,0.0,82.5985028576957]",1157.014275137994,1157.0142751379947,6.821210263296962e-13,5.895528179618539e-14,1159.0673824623714,2.053107324377379,0.177448746181849,True,0,6.821210263296962e-13,3.270896876186408e-13,6.821210263296962e-08,numerically_zero,below_policy_margin,True
