size,matched_instances,paired_feasible_instances,nils_feasible_pct,alns_feasible_pct,nils_wins,alns_wins,ties,mean_nils_objective,median_nils_objective,mean_alns_objective,median_alns_objective,mean_nils_improvement_vs_alns_pct,median_nils_improvement_vs_alns_pct,mean_nils_cpu_s,median_nils_cpu_s,mean_alns_cpu_s,median_alns_cpu_s,wilcoxon_test,wilcoxon_statistic,wilcoxon_p_value,wilcoxon_effect_size,wilcoxon_effect_name
All,720,720,100.0,100.0,481,234,5,48038.47221368041,2836.1668311884596,50663.36460702108,6831.2992517542925,15.092941109287436,17.364018610789984,11.776974936657481,4.177963852882385,9.937640901737742,10.640764594078064,wilcoxon,80259.0,5.702558627232595e-18,-0.37290307457905225,rank_biserial
