size,matched_instances,paired_feasible_instances,nils_feasible_pct,alns_feasible_pct,nils_wins,alns_wins,ties,mean_nils_objective,median_nils_objective,mean_alns_objective,median_alns_objective,mean_nils_improvement_vs_alns_pct,median_nils_improvement_vs_alns_pct,mean_nils_cpu_s,median_nils_cpu_s,mean_alns_cpu_s,median_alns_cpu_s,wilcoxon_test,wilcoxon_statistic,wilcoxon_p_value,wilcoxon_effect_size,wilcoxon_effect_name
15,230,230,100.0,100.0,138,87,5,212.97251431657875,116.22275656944512,870.8478088410535,125.52774458088729,17.303799431872704,1.3236277114128847,0.2963076125020566,0.2672078609466553,6.551550652669824,6.436336517333984,wilcoxon,7066.0,7.635234634253143e-09,-0.4441691248770895,rank_biserial
50,210,210,100.0,100.0,207,3,0,14036.320224018284,3992.9895959579417,34504.573277321964,22518.133121348423,56.98457525516437,56.3824474923571,3.7916718131019955,3.6868703365325928,11.382680509203956,10.569724321365356,wilcoxon,218.0,7.289540889668531e-35,-0.9803204694199955,rank_biserial
75,90,90,100.0,100.0,65,25,0,39808.06473868183,11982.547845194575,43577.5639707405,20003.1842325112,18.452177878507477,38.3990858173796,10.708729526731704,8.872937560081482,10.84300578435262,10.770416736602783,wilcoxon,1319.0,0.0033759306239072424,-0.3557997557997558,rank_biserial
100,190,190,100.0,100.0,71,119,0,147412.43811595725,109235.22537026921,132154.6651337762,99029.01908493109,-35.4758583331261,-26.873716371918736,35.00649718610864,31.054508924484253,12.010586166381836,11.866838097572327,wilcoxon,6941.0,0.004981232290261395,0.23494075502893358,rank_biserial
