instance_id,scenario_id,n,pair_feasible,objective_for_reporting_nils,objective_for_reporting_feasibility_aware_alns,objective_diff_nils_minus_alns,nils_improvement_vs_alns_pct,cpu_time_seconds_nils,cpu_time_seconds_feasibility_aware_alns,winner
S0013_R09,S0013,15,True,47.71705817900123,44.024030626507695,3.6930275524935325,-8.3886629641537,0.20070481300354,5.070911884307861,alns
S0013_R10,S0013,15,True,50.70301185881845,52.0590181561016,-1.3560062972831517,2.604748121098055,0.2517545223236084,6.463681936264038,nils
S0014_R01,S0014,15,True,51.03714024992516,49.3746934242092,1.6624468257159606,-3.367001818994255,0.2215075492858886,6.332036733627319,alns
S0014_R02,S0014,15,True,53.17606058566907,50.1830343366121,2.9930262490569675,-5.9642193594366635,0.2044510841369629,6.098851919174194,alns
S0014_R03,S0014,15,True,54.4451289342213,48.72226686127702,5.722862072944281,-11.745886309515368,0.242431640625,6.3243443965911865,alns
S0014_R04,S0014,15,True,51.44772445287269,49.9405335836137,1.5071908692589915,-3.017971097035946,0.2353529930114746,7.852594614028931,alns
S0014_R05,S0014,15,True,53.91474842786867,156.30862143699744,-102.39387300912877,65.50750180494693,0.2233755588531494,5.914866209030151,nils
S0014_R06,S0014,15,True,47.55179272565546,49.804546938518726,-2.252754212863266,4.52318985181048,0.2000229358673095,10.003995656967165,nils
S0014_R07,S0014,15,True,55.54393597124644,49.15062040370151,6.393315567544931,-13.007598917435951,0.2394468784332275,6.701232671737671,alns
S0014_R08,S0014,15,True,51.03912991679499,47.24020251756302,3.798927399231971,-8.041725472746652,0.2888035774230957,6.099777698516846,alns
S0014_R09,S0014,15,True,52.74323615613278,51.41035589385108,1.332880262281698,-2.5926299071606245,0.2121059894561767,6.639758586883545,alns
S0014_R10,S0014,15,True,52.63678219311501,50.284893251796746,2.351888941318265,-4.677128237185288,0.2208533287048339,5.844248533248901,alns
S0015_R01,S0015,15,True,51.62118282753261,48.33870243776602,3.28248038976659,-6.790584405927406,0.2692666053771972,6.748034238815308,alns
S0015_R02,S0015,15,True,45.77336147946226,44.20031759828704,1.5730438811752165,-3.5588972356980957,0.3469109535217285,7.58518123626709,alns
S0015_R03,S0015,15,True,46.35223276589971,46.45351956481612,-0.10128679891641212,0.21803902021909813,0.2467167377471923,9.99818730354309,nils
S0015_R04,S0015,15,True,55.73065313528807,98.74437427653334,-43.01372114124526,43.56068024775311,0.309812068939209,7.245382785797119,nils
S0015_R05,S0015,15,True,53.23390278761614,51.55398480387407,1.6799179837420652,-3.258560885512435,0.2736353874206543,5.20764946937561,alns
S0015_R06,S0015,15,True,54.63022509717516,57.67437535591471,-3.044150258739549,5.2781677130506806,0.3170630931854248,6.214722633361816,nils
S0015_R07,S0015,15,True,50.21678114766199,56.345691229406334,-6.128910081744344,10.87733586724679,0.2619709968566894,5.726624011993408,nils
S0015_R08,S0015,15,True,47.97176079945514,49.278219549412434,-1.3064587499572937,2.651189028141077,0.2206661701202392,5.572818994522095,nils
S0015_R09,S0015,15,True,55.36588194608737,54.32934526792143,1.0365366781659375,-1.9078762555564182,0.2090592384338379,6.5495381355285645,alns
S0015_R10,S0015,15,True,51.34299117028323,52.16116371497213,-0.8181725446889061,1.5685473375550114,0.2250659465789795,6.504441499710083,nils
S0016_R01,S0016,15,True,51.460462052231634,52.74462746649755,-1.2841654142659138,2.4346847744475832,0.4415385723114013,6.139538764953613,nils
S0016_R02,S0016,15,True,51.68472070716422,236.04349593722145,-184.35877523005723,78.10373020364416,0.3506567478179931,8.931102752685547,nils
S0016_R03,S0016,15,True,50.25773107348379,49.95089227934749,0.3068387941362971,-0.6142809069762334,0.4325451850891113,6.61930251121521,alns
S0016_R04,S0016,15,True,54.94413465588615,59.93149953430489,-4.987364878418738,8.321775555714172,0.3029136657714844,5.646604776382446,nils
S0016_R05,S0016,15,True,48.83367225467151,48.82281649159185,0.010855763079661074,-0.022235020139673073,0.2555491924285888,4.506972074508667,alns
S0016_R06,S0016,15,True,50.45208489945343,49.10218553969023,1.3498993597631994,-2.7491634943052587,0.2136070728302002,6.507615089416504,alns
S0016_R07,S0016,15,True,51.9327710324099,52.19134843429516,-0.2585774018852547,0.49544112126319845,0.2876639366149902,6.195598840713501,nils
S0016_R08,S0016,15,True,49.61693523402374,49.0964774210194,0.5204578130043416,-1.0600715985003049,0.2315936088562011,6.292966604232788,alns
S0016_R09,S0016,15,True,48.03184596436424,47.1433855263444,0.888460438019834,-1.884591927585153,0.307481050491333,6.418145179748535,alns
