instance_id,random_seed,method_name,scenario_id,scenario_class,n,eligible_share,eligible_share_target,number_of_drones,number_of_trucks,endurance_level,speed_ratio,spatial_pattern,launch_retrieval_time_class,priority_weight_profile,battery_slack_ratio,priority_weight_high,priority_weight_medium,priority_weight_low,depot_position,objective_total,truck_travel_cost,drone_travel_cost,waiting_sync_cost,penalty_cost,priority_tardiness_cost,high_priority_tardiness_minutes,medium_priority_tardiness_minutes,low_priority_tardiness_minutes,total_priority_tardiness_minutes,high_priority_tardiness_weighted_cost,medium_priority_tardiness_weighted_cost,low_priority_tardiness_weighted_cost,fixed_deployment_cost,makespan_minutes,truck_route_distance_km,drone_flight_distance_km,customers_served_by_truck,customers_served_by_drone,drone_service_share,number_of_drone_launches,number_of_drone_retrievals,average_customers_per_drone_sortie,average_customers_per_drone_route,total_truck_waiting_time,total_drone_waiting_time,average_synchronization_delay,maximum_synchronization_delay,delayed_rendezvous_events,average_battery_usage_ratio,maximum_battery_usage_ratio,sorties_near_endurance_limit,infeasible_battery_attempts_rejected,eligible_not_assigned_due_battery,cpu_time_seconds,iterations,improving_moves_accepted,candidate_reassignments_evaluated,final_solution_feasibility_flag,status,run_label
S0035_R03,3502029,feasibility_aware_alns,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.76,0.75,1,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,365.72633766708486,63.62137361351606,0.0,0.0,302.1049640535688,302.1049640535688,246.29171022939744,55.81325382417136,0.0,302.1049640535688,246.29171022939744,55.81325382417136,0.0,0.0,184.3821650494451,79.5267170168951,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,12.80813455581665,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0035_R04,3502030,feasibility_aware_alns,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.76,0.75,1,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,196.3230875590044,52.257716727588864,0.0,0.0,144.0653708314155,144.0653708314155,142.46599606673442,1.5993747646810732,0.0,144.0653708314155,142.46599606673442,1.5993747646810732,0.0,0.0,163.8148815936753,65.32214590948607,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,13.37993836402893,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0035_R05,3502031,feasibility_aware_alns,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.76,0.75,1,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,548.8286649039507,67.17218987632103,0.0,0.0,481.65647502762965,481.65647502762965,382.612089429606,99.0443855980237,0.0,481.65647502762965,382.612089429606,99.0443855980237,0.0,0.0,192.9143149172575,83.96523734540128,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,13.09902024269104,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0035_R06,3502032,feasibility_aware_alns,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.76,0.75,1,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,413.6294511894368,67.42233178152364,0.0,0.0,346.2071194079131,346.2071194079131,180.4350251271424,165.77209428077072,0.0,346.2071194079131,180.4350251271424,165.77209428077072,0.0,0.0,192.20725468650616,84.27791472690456,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,13.460598707199097,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0035_R07,3502033,feasibility_aware_alns,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.76,0.75,1,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,618.2326246643474,66.04095149797897,0.0,0.0,552.1916731663684,552.1916731663684,538.0289999493228,14.162673217045665,0.0,552.1916731663684,538.0289999493228,14.162673217045665,0.0,0.0,186.90800060227676,82.5511893724737,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,13.666768074035645,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0035_R08,3502034,feasibility_aware_alns,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.76,0.75,1,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,417.4287510688619,60.75706398713537,0.0,0.0,356.67168708172653,356.67168708172653,328.619272113759,28.052414967967465,0.0,356.6716870817265,328.619272113759,28.052414967967465,0.0,0.0,177.12086084471605,75.94632998391924,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,14.618436813354492,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0035_R09,3502035,feasibility_aware_alns,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.76,0.75,1,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,453.8890290127346,73.83496488513295,0.0,0.0,380.0540641276017,380.0540641276017,276.332057575766,103.7220065518358,0.0,380.05406412760175,276.332057575766,103.7220065518358,0.0,0.0,205.18678119050597,92.29370610641618,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,12.975672483444214,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0035_R10,3502036,feasibility_aware_alns,S0035,n50_p0.75_d1_clustered_Elow_V1.25_Hmedium_PWflat_B0.10,50,0.76,0.75,1,3,low,1.25,clustered,medium,flat,0.1,1.0,1.0,1.0,peripheral,562.3184417540377,70.91130903348514,0.0,0.0,491.40713272055257,491.40713272055257,319.9784248839014,171.4287078366511,0.0,491.40713272055257,319.9784248839014,171.4287078366511,0.0,0.0,200.67104802800992,88.63913629185643,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,11.734511613845823,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0036_R01,3602027,feasibility_aware_alns,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,0.76,0.75,1,3,low,1.25,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,113245.02960999958,244.08269606697056,0.0,0.0,113000.9469139326,113000.9469139326,508.2118856263008,283.964244716811,0.0,792.1761303431117,101642.37712526016,11358.56978867244,0.0,0.0,209.3493860946209,305.1033700837132,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.25183892250061,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0036_R02,3602028,feasibility_aware_alns,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,0.76,0.75,1,3,low,1.25,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,27062.20399874891,213.76667116536555,0.0,0.0,26848.437327583542,26848.437327583542,120.99531569773237,66.23435470092694,0.0,187.22967039865927,24199.063139546477,2649.3741880370776,0.0,0.0,203.03394269909955,267.208338956707,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.22843599319458,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0036_R03,3602029,feasibility_aware_alns,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,0.76,0.75,1,3,low,1.25,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,188844.40546519225,233.8630844144513,0.0,0.0,188610.54238077777,188610.54238077777,905.5527334097056,187.49989247091733,0.0,1093.052625880623,181110.54668194117,7499.995698836693,0.0,0.0,259.30488062667547,292.3288555180642,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.361948490142822,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0036_R04,3602030,feasibility_aware_alns,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,0.76,0.75,1,3,low,1.25,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,65099.40108086807,240.31437801459663,0.0,0.0,64859.08670285347,64859.08670285347,324.2954335142673,0.0,0.0,324.2954335142673,64859.08670285346,0.0,0.0,0.0,227.4302378249575,300.3929725182458,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.268986463546751,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0036_R05,3602031,feasibility_aware_alns,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,0.76,0.75,1,3,low,1.25,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,143654.53401590162,216.7125157426807,0.0,0.0,143437.82150015893,143437.82150015893,674.7218935129297,212.33606993932548,0.0,887.0579634522552,134944.3787025859,8493.44279757302,0.0,0.0,216.26924487485888,270.8906446783508,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.257484912872314,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0036_R06,3602032,feasibility_aware_alns,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,0.76,0.75,1,3,low,1.25,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,87672.20281239421,233.72976516969752,0.0,0.0,87438.47304722451,87438.47304722451,399.9091577663236,186.41603734899465,0.0,586.3251951153183,79981.83155326472,7456.641493959785,0.0,0.0,225.04093999593047,292.162206462122,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.594629049301147,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0036_R07,3602033,feasibility_aware_alns,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,0.76,0.75,1,3,low,1.25,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,128051.20440082563,217.33406731104463,0.0,0.0,127833.87033351458,127833.87033351458,600.2915983555854,194.38876655993755,0.0,794.6803649155229,120058.31967111707,7775.550662397502,0.0,0.0,280.49913546144967,271.6675841388057,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.430513143539429,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0036_R08,3602034,feasibility_aware_alns,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,0.76,0.75,1,3,low,1.25,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,60740.39258653332,236.4888333464021,0.0,0.0,60503.90375318691,60503.90375318691,267.91088490863666,173.04316928648967,0.0,440.95405419512633,53582.17698172733,6921.726771459587,0.0,0.0,215.74707411744487,295.6110416830025,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.240487575531006,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0036_R09,3602035,feasibility_aware_alns,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,0.76,0.75,1,3,low,1.25,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,108309.622383205,207.0379685310195,0.0,0.0,108102.58441467398,108102.58441467398,521.559397027812,94.76762522778928,0.0,616.3270222556013,104311.8794055624,3790.705009111571,0.0,0.0,224.3570191218147,258.7974606637743,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.292036056518556,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0036_R10,3602036,feasibility_aware_alns,S0036,n50_p0.75_d1_uniform_Elow_V1.25_Hlong_PWstrict_B0.10,50,0.76,0.75,1,3,low,1.25,uniform,long,strict,0.1,200.0,40.0,1.0,peripheral,101418.09116256706,264.6977956475543,0.0,0.0,101153.3933669195,101153.3933669195,478.7058030042237,135.30581915186883,0.0,614.0116221560925,95741.16060084473,5412.232766074753,0.0,0.0,227.75431106515376,330.8722445594428,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.233757495880129,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0037_R01,3702027,feasibility_aware_alns,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,0.76,0.75,2,3,low,2.0,uniform,medium,base,0.1,100.0,20.0,1.0,peripheral,11440.187208283833,227.7367132474616,0.0,0.0,11212.450495036372,11212.450495036372,107.97794203290036,20.73281458731674,0.0,128.7107566202171,10797.794203290036,414.6562917463348,0.0,0.0,194.04689583946785,284.67089155932706,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.46032452583313,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0037_R02,3702028,feasibility_aware_alns,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,0.76,0.75,2,3,low,2.0,uniform,medium,base,0.1,100.0,20.0,1.0,peripheral,25045.110105076263,231.97062988754013,0.0,0.0,24813.139475188727,24813.139475188727,192.8584724110789,276.3646117040419,0.0,469.22308411512086,19285.84724110789,5527.292234080838,0.0,0.0,241.60652092889364,289.9632873594252,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.265712976455688,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0037_R03,3702029,feasibility_aware_alns,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,0.76,0.75,2,3,low,2.0,uniform,medium,base,0.1,100.0,20.0,1.0,peripheral,69741.57460846807,260.0821590181231,0.0,0.0,69481.49244944994,69481.49244944994,661.3036022825862,167.55661105956585,0.0,828.8602133421521,66130.36022825862,3351.132221191317,0.0,0.0,261.16296752511005,325.1026987726539,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.222790956497192,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0037_R04,3702030,feasibility_aware_alns,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,0.76,0.75,2,3,low,2.0,uniform,medium,base,0.1,100.0,20.0,1.0,peripheral,76314.23318453056,235.07916715407143,0.0,0.0,76079.1540173765,76079.1540173765,722.4785246265094,191.56507773627783,0.0,914.0436023627872,72247.85246265095,3831.301554725556,0.0,0.0,257.2036435734302,293.8489589425893,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.210928678512571,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0037_R05,3702031,feasibility_aware_alns,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,0.76,0.75,2,3,low,2.0,uniform,medium,base,0.1,100.0,20.0,1.0,peripheral,35929.178732316235,235.89737133236656,0.0,0.0,35693.28136098387,35693.28136098387,270.95425660612847,429.8927850185512,0.0,700.8470416246796,27095.425660612847,8597.855700371023,0.0,0.0,247.2806155749872,294.8717141654581,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.380527257919312,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0037_R06,3702032,feasibility_aware_alns,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,0.76,0.75,2,3,low,2.0,uniform,medium,base,0.1,100.0,20.0,1.0,peripheral,20218.57505662187,208.39625103246988,0.0,0.0,20010.1788055894,20010.1788055894,189.34222076542295,53.797836452355,0.0,243.140057217778,18934.222076542297,1075.9567290471,0.0,0.0,210.8575561699106,260.49531379058726,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.265779733657835,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0037_R07,3702033,feasibility_aware_alns,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,0.76,0.75,2,3,low,2.0,uniform,medium,base,0.1,100.0,20.0,1.0,peripheral,18274.49824386584,237.18851827455708,0.0,0.0,18037.30972559128,18037.30972559128,168.43320034482792,59.69948455542428,0.0,228.1326849002522,16843.320034482793,1193.9896911084857,0.0,0.0,216.64138916744565,296.4856478431964,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.32313847541809,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0037_R08,3702034,feasibility_aware_alns,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,0.76,0.75,2,3,low,2.0,uniform,medium,base,0.1,100.0,20.0,1.0,peripheral,25895.17253465934,240.87642119240692,0.0,0.0,25654.29611346693,25654.29611346693,243.23582597163528,66.53567581517035,0.0,309.77150178680563,24323.582597163528,1330.713516303407,0.0,0.0,231.7371231568611,301.0955264905087,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.21389102935791,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0037_R09,3702035,feasibility_aware_alns,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,0.76,0.75,2,3,low,2.0,uniform,medium,base,0.1,100.0,20.0,1.0,peripheral,39466.42724638635,223.93104980173,0.0,0.0,39242.49619658462,39242.49619658462,377.8558275634964,72.845672011749,0.0,450.7014995752454,37785.58275634964,1456.91344023498,0.0,0.0,211.6943570732949,279.91381225216253,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.289828538894652,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0037_R10,3702036,feasibility_aware_alns,S0037,n50_p0.75_d2_uniform_Elow_V2.00_Hmedium_PWbase_B0.10,50,0.76,0.75,2,3,low,2.0,uniform,medium,base,0.1,100.0,20.0,1.0,peripheral,21155.50604269261,196.16417264956343,0.0,0.0,20959.34187004305,20959.34187004305,208.26725735357425,6.630806734281592,0.0,214.8980640878558,20826.725735357424,132.61613468563183,0.0,0.0,167.67387087448475,245.2052158119543,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.210325241088867,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0038_R01,3802027,feasibility_aware_alns,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,0.76,0.75,1,3,low,2.0,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,30656.90817471308,237.12667853055268,0.0,0.0,30419.781496182528,30419.781496182528,261.83986299828666,211.78975981769295,0.0,473.6296228159797,26183.986299828663,4235.79519635386,0.0,0.0,206.24745126064465,296.4083481631909,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.7708899974823,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0038_R02,3802028,feasibility_aware_alns,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,0.76,0.75,1,3,low,2.0,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,44823.80821228721,231.38352453451088,0.0,0.0,44592.4246877527,44592.4246877527,425.3122286294106,103.0600912405818,0.0,528.3723198699923,42531.22286294106,2061.201824811636,0.0,0.0,224.42554282843736,289.2294056681386,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.20501470565796,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0038_R03,3802029,feasibility_aware_alns,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,0.76,0.75,1,3,low,2.0,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,12277.495636974303,200.52324745084968,0.0,0.0,12076.972389523453,12076.972389523453,109.46903168049428,56.50346107370128,0.0,165.97249275419554,10946.903168049426,1130.0692214740254,0.0,0.0,188.9589951091261,250.65405931356207,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.305320978164673,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0038_R04,3802030,feasibility_aware_alns,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,0.76,0.75,1,3,low,2.0,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,30053.237755837188,209.9625517915609,0.0,0.0,29843.27520404563,29843.27520404563,289.3926739785479,45.20039030954197,0.0,334.59306428808986,28939.26739785479,904.0078061908396,0.0,0.0,192.1655639369183,262.45318973945115,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.64665174484253,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0038_R05,3802031,feasibility_aware_alns,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,0.76,0.75,1,3,low,2.0,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,21052.919640550364,252.0593698153909,0.0,0.0,20800.86027073497,20800.86027073497,192.2427857530276,78.82908477161077,0.0,271.0718705246384,19224.27857530276,1576.5816954322154,0.0,0.0,202.34005006150187,315.07421226923867,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.238246440887451,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0038_R06,3802032,feasibility_aware_alns,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,0.76,0.75,1,3,low,2.0,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,13353.768792497212,176.64796244067196,0.0,0.0,13177.12083005654,13177.12083005654,128.41230013261043,16.794540839774996,0.0,145.2068409723854,12841.230013261043,335.8908167954999,0.0,0.0,184.9926233901382,220.80995305083997,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.270732879638672,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0038_R07,3802033,feasibility_aware_alns,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,0.76,0.75,1,3,low,2.0,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,44693.19234205232,250.2498382874892,0.0,0.0,44442.942503764825,44442.942503764825,328.4334268112346,579.9799911320681,0.0,908.4134179433026,32843.34268112346,11599.59982264136,0.0,0.0,272.3246201265231,312.8122978593615,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.34978199005127,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0038_R08,3802034,feasibility_aware_alns,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,0.76,0.75,1,3,low,2.0,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,36243.08478800241,209.35333637077733,0.0,0.0,36033.73145163163,36033.73145163163,348.545824384032,58.95745066142169,0.0,407.5032750454536,34854.582438403195,1179.149013228434,0.0,0.0,211.0920909013159,261.6916704634716,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.343322992324827,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0038_R09,3802035,feasibility_aware_alns,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,0.76,0.75,1,3,low,2.0,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,29857.5211197438,222.78222867333895,0.0,0.0,29634.738891070458,29634.738891070458,259.1621374173699,185.9262574666734,0.0,445.0883948840433,25916.21374173699,3718.525149333468,0.0,0.0,219.50346060841295,278.4777858416737,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.508917808532717,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0038_R10,3802036,feasibility_aware_alns,S0038,n50_p0.75_d1_uniform_Elow_V2.00_Hlong_PWbase_B0.10,50,0.76,0.75,1,3,low,2.0,uniform,long,base,0.1,100.0,20.0,1.0,peripheral,46274.85005371792,205.2208630332546,0.0,0.0,46069.62919068467,46069.62919068467,457.1980366168678,17.49127644989477,0.0,474.68931306676257,45719.80366168678,349.8255289978954,0.0,0.0,227.6231378001644,256.52607879156824,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.23701524734497,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0039_R01,3902027,feasibility_aware_alns,S0039,n50_p0.75_d1_uniform_Emedium_V1.25_Hshort_PWmoderate_B0.10,50,0.76,0.75,1,3,medium,1.25,uniform,short,moderate,0.1,20.0,5.0,1.0,peripheral,4159.472605363239,233.4358019950629,0.0,0.0,3926.036803368176,3926.036803368176,176.75487664215134,78.18785410502987,0.0,254.9427307471812,3535.097532843027,390.93927052514937,0.0,0.0,208.95925871224583,291.7947524938286,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.39407730102539,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0039_R02,3902028,feasibility_aware_alns,S0039,n50_p0.75_d1_uniform_Emedium_V1.25_Hshort_PWmoderate_B0.10,50,0.76,0.75,1,3,medium,1.25,uniform,short,moderate,0.1,20.0,5.0,1.0,peripheral,5601.933117616046,249.1580390584504,0.0,0.0,5352.775078557595,5352.775078557595,263.6855246697454,15.81291703253764,0.0,279.49844170228306,5273.710493394909,79.0645851626882,0.0,0.0,214.08572137722933,311.447548823063,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.397961378097534,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
S0039_R03,3902029,feasibility_aware_alns,S0039,n50_p0.75_d1_uniform_Emedium_V1.25_Hshort_PWmoderate_B0.10,50,0.76,0.75,1,3,medium,1.25,uniform,short,moderate,0.1,20.0,5.0,1.0,peripheral,8178.4851758579825,203.53614606509308,0.0,0.0,7974.94902979289,7974.94902979289,378.4902728589772,81.02871452266928,0.0,459.5189873816464,7569.805457179544,405.1435726133464,0.0,0.0,228.1809670136447,254.4201825813663,0.0,50,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,10.30119776725769,1.0,0.0,0.0,True,feasible,benchmark_feasibility_aware_alns
