battery_slack_ratio,n_feasible,avg_high_tard_min,avg_medium_tard_min,avg_low_tard_min,avg_total_tard_min,avg_makespan,avg_objective,avg_cpu_s
0.05,493,104.93308054149811,37.606248102553685,0.0027771059692893313,142.5421057500211,158.98114669828524,8482.953945442267,1.7640612304331564
0.1,489,107.11505809640292,38.56171542030644,0.002799822582535052,145.6795733392919,159.43464171581664,8750.134080425318,1.7616146493299363
0.15,486,114.76255650838377,39.85090262286048,0.002817105437982799,154.6162762366822,160.13254501897617,9185.06289527263,1.7163907318939398
0.2,484,118.51440663480464,42.15383717351804,0.0028287463695447117,160.67107255469224,160.8626964242949,9428.921489374585,1.67292605599096
