lambda_distance_scale,method,status,feasible,objective,runtime_seconds,truck_cost,drone_cost,waiting_sync_cost,priority_tardiness_cost,drone_served_customers,drone_service_share,drone_arcs,reload_events,battery_swaps,nonempty_drone_routes,served_high,served_medium,served_low,drone_served_high,drone_served_medium,drone_served_low,improvement_vs_truck_only_pct
0.13,truck_only,baseline_truck_only_ortools,True,457142.444450329,20.18856716156006,481.1661653349421,0.0,0.0,456661.27828499407,0,0.0,0,0,0,0,40,20,20,0,0,0,
0.13,simple_drone,baseline_simple_drone_ortools,True,437316.4611431475,20.203664541244507,480.09965954078234,8.672502868375004,0.0,436827.68898073834,5,0.0625,6,0,0,1,40,20,20,3,1,1,4.336937763681164
0.13,paired_baseline,baseline_paired,True,441380.62947623915,4.470126628875732,470.75507983023647,35.43153718529289,50.09280250717093,440824.3500567165,8,0.1,11,5,6,3,40,20,20,3,1,4,3.4479001382253966
0.13,no_unpairing,baseline_no_unpairing,True,412547.657939045,17.88529896736145,489.13439411208543,37.484202426305885,7.058050264104215,412013.98129224253,7,0.0875,10,5,6,3,40,20,20,3,1,3,9.755118355921876
0.13,nils,nils_complete,True,412540.5998887809,2.255788564682007,489.13439411208543,37.484202426305885,0.0,412013.98129224253,7,0.0875,10,0,0,3,40,20,20,3,1,3,9.756662305810966
0.13,nils_no_local_search,ablation_no_local_search,True,412261.38813692535,1.849491834640503,484.66014675010666,37.891584981133065,0.0,411738.83640519413,8,0.1,11,0,0,3,40,20,20,3,1,4,9.817739931668108
0.13,nils_no_perturbation,ablation_no_perturbation,True,441177.80874148523,1.252243995666504,468.7425934097233,39.08981530946159,0.0,440669.97633276606,8,0.1,11,0,0,3,40,20,20,3,1,4,3.4922672140058544
