eligible_share_target,spatial_pattern,objective,improvement,drone_share,truck_distance_reduction
0.25,uniform,10850.237958758164,64.42247874610526,0.1361904761904762,31.286864561894383
0.75,uniform,3529.7713753482863,91.08008996035342,0.2066666666666667,37.53512379343808
