regime_class,method_name,n_runs,avg_objective,avg_improvement_pct,avg_drone_share,avg_cpu_s,feasibility_rate
favorable,nils,2,531.9978320860962,98.82188204154254,0.22,2.639269471168518,1.0
favorable,no_unpairing,2,2856.0478776240584,93.17727938652556,0.07,29.970256209373474,1.0
favorable,paired_baseline,2,2258.2879387831827,94.56408382625943,0.16,26.822001814842224,1.0
neutral,nils,12,8299.67247288108,74.23951807184379,0.16333333333333333,2.8606837590535483,1.0
neutral,no_unpairing,12,9944.667932920367,70.7563337616169,0.1288888888888889,10.298757175604502,1.0
neutral,paired_baseline,12,9646.812973441803,68.53639009242166,0.11611111111111111,6.904897232850392,1.0
