method_name,n_runs,avg_objective,avg_improvement,avg_cpu_time,feasibility_rate
nils,14,7190.004667053225,77.75128435322934,2.829053146498544,1.0
paired_baseline,14,8591.309397062001,72.25463205439848,9.750197887420654,1.0
no_unpairing,14,8932.007925020895,73.9593259937467,13.108971323285784,1.0
nils_no_perturbation,14,8110.930199633951,75.70747665922117,1.2346562658037459,1.0
nils_no_local_search,14,23272.977761403024,60.83761600673548,1.1971439804349626,1.0
simple_drone,14,52202.03981741632,-0.028687060046673176,2.0501574959073747,1.0
