n,method_name,n_runs,feasible_runs,feasibility_rate,avg_cpu_time,objective,reported_runs,improvement_vs_truck_only,reporting_inclusion_rate
15,nils,4,4,1.0,0.15898853540420532,826.2978621609091,4,56.6091328073889,1.0
15,simple_drone,4,4,1.0,0.1298038363456726,3059.020419852556,4,0.0,1.0
15,truck_only,4,4,1.0,0.008579730987548828,3059.020419852556,4,,1.0
50,nils,10,10,1.0,3.8970789909362793,9735.487389010152,10,86.2081449715655,1.0
50,simple_drone,10,10,1.0,2.8182989597320556,71859.24757644182,10,-0.04016188406534245,1.0
50,truck_only,10,10,1.0,0.1031883955001831,71805.96642536893,10,,1.0
