endurance_level,speed_ratio,avg_objective,avg_improvement,avg_drone_share
high,1.25,9835.73964651303,87.87589412374064,0.17500000000000002
high,2.0,1915.9363708350047,78.31338881784633,0.21666666666666667
medium,1.25,3124.8387209722173,33.47900200065283,0.05333333333333333
medium,2.0,11850.920956852146,89.20071129438927,0.18166666666666667
