method_name,drone_service_share,avg_launches,avg_retrievals,avg_drone_distance,avg_truck_distance_saved_pct,avg_truck_waiting,avg_drone_waiting,feasibility_rate
nils,0.17142857142857143,1.3571428571428572,1.3571428571428572,76.40703403070407,34.41099417766623,0.0,0.0,1.0
nils_no_local_search,0.18619047619047618,1.3571428571428572,1.3571428571428572,80.9977474609479,14.47269601510141,0.0,0.0,1.0
nils_no_perturbation,0.1619047619047619,1.3571428571428572,1.3571428571428572,74.23006843332908,36.735299190627465,0.0,0.0,1.0
no_unpairing,0.12047619047619047,2.7142857142857144,2.5714285714285716,56.945232017165075,34.76728888366782,11.39437102535773,90.3884934525432,1.0
paired_baseline,0.12238095238095238,2.0,2.0714285714285716,69.33722716180064,30.6237475586312,19.622011989787502,135.43641788844846,1.0
simple_drone,0.0,0.0,0.0,0.0,-0.16427509205182747,0.0,0.0,1.0
truck_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
