launch_retrieval_time_class,method_name,n_runs,waiting_cost,avg_truck_waiting_time,avg_drone_waiting_time,avg_synchronization_delay,avg_improvement,avg_launches,feasibility_rate,avg_total_waiting_time
medium,nils,7,0.0,0.0,0.0,0.0,77.86503166152993,1.2857142857142858,1.0,0.0
medium,no_unpairing,7,58.50500943298841,12.561900006345885,45.94310942664253,10.81225001804121,75.12246662772463,2.2857142857142856,1.0,58.505009432988416
medium,paired_baseline,7,93.50977329351835,24.210313196110345,69.299460097408,17.538930184817158,69.50016904768492,1.8571428571428572,1.0,93.50977329351835
medium,simple_drone,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
short,nils,7,0.0,0.0,0.0,0.0,77.63753704492873,1.4285714285714286,1.0,0.0
short,no_unpairing,7,145.06071952281346,10.226842044369574,134.83387747844387,26.75027941748066,72.79618535976878,3.142857142857143,1.0,145.06071952281343
short,paired_baseline,7,216.60708646295356,15.033710783464667,201.5733756794889,54.59223914871489,75.00909506111205,2.142857142857143,1.0,216.60708646295356
short,simple_drone,7,0.0,0.0,0.0,0.0,-0.05737412009334635,0.0,1.0,0.0
