lambda_distance_scale,method,status,feasible,objective,runtime_seconds,truck_cost,drone_cost,waiting_sync_cost,priority_tardiness_cost,drone_served_customers,drone_service_share,drone_arcs,reload_events,battery_swaps,nonempty_drone_routes,served_high,served_medium,served_low,drone_served_high,drone_served_medium,drone_served_low,improvement_vs_truck_only_pct
0.115,truck_only,baseline_truck_only_ortools,True,922221.2443098351,20.229019165039062,400.11191708861514,0.0,0.0,921821.1323927465,0,0.0,0,0,0,0,40,20,20,0,0,0,
0.115,simple_drone,baseline_simple_drone_ortools,True,849658.846466846,20.277205228805542,392.83726387146874,17.096698670449562,0.0,849248.9125043041,6,0.075,7,0,0,1,40,20,20,3,1,2,7.868220157657817
0.115,paired_baseline,baseline_paired,True,510708.4054301461,5.861804008483887,431.0940045785798,38.795542455511445,172.82680326892228,510065.68907984305,4,0.05,6,3,2,2,40,20,20,3,1,0,44.621921411890035
0.115,no_unpairing,baseline_no_unpairing,True,500525.7853803992,35.66833734512329,423.9202695623629,54.082380676531216,42.29004097432003,500005.49268918595,8,0.1,11,5,4,3,40,20,20,4,2,2,45.72606210617292
0.115,nils,nils_complete,True,477588.2112028696,2.4656436443328857,403.5978196774581,35.202032157381915,0.0,477149.41135103477,8,0.1,10,0,0,2,40,20,20,3,1,4,48.213271582104646
0.115,nils_no_local_search,ablation_no_local_search,True,477588.2112028696,22.431467533111572,403.5978196774581,35.202032157381915,0.0,477149.41135103477,8,0.1,10,0,0,2,40,20,20,3,1,4,48.213271582104646
0.115,nils_no_perturbation,ablation_no_perturbation,True,477588.2112028696,1.2594020366668701,403.5978196774581,35.202032157381915,0.0,477149.41135103477,8,0.1,10,0,0,2,40,20,20,3,1,4,48.213271582104646
