launch_retrieval_time_class,method_name,n_runs,waiting_cost,avg_truck_waiting_time,avg_drone_waiting_time,avg_synchronization_delay,avg_improvement,avg_launches,feasibility_rate,avg_total_waiting_time
long,nils,119,0.0,0.0,0.0,0.0,77.33139120115014,1.5126050420168067,1.0,0.0
medium,nils,178,0.0,0.0,0.0,0.0,82.62351924038431,1.303370786516854,1.0,0.0
short,nils,196,0.0,0.0,0.0,0.0,84.49141987463643,1.2091836734693877,1.0,0.0
