battery_slack_ratio,n_runs,avg_objective,avg_improvement_pct,drone_share,battery_rejections,avg_cpu_s,feasible_runs_pct,avg_drone_distance
0.05,493,8482.953945442267,82.1027361779144,0.21251521298174442,341.3083164300203,1.924890500294993,1.0,63.45324941734216
