number_of_drones,n_runs,number_of_trucks,avg_objective,avg_improvement_pct,drone_share,avg_cpu_s,feasibility_rate,high_priority_tardiness,drone_to_truck_ratio
1,378,3.0,5916.495507654023,80.19335406908246,0.21121693121693122,0.9544623390076652,1.0,58.70453197486962,0.33
2,45,3.0,6610.112000250242,95.32504119854711,0.2591111111111111,4.089106761084663,1.0,68.1553822954735,0.67
3,70,3.0,23545.799331407943,84.599481230656,0.18957142857142856,5.773920689310346,1.0,378.21004881659354,1.0
