eligible_share_target,spatial_pattern,objective,improvement,drone_share,truck_distance_reduction
0.25,clustered,5344.592389477675,89.94752062892263,0.15827956989247313,16.34536643971027
0.25,uniform,14384.21774010943,72.63136436148638,0.15032407407407408,31.336192701137772
0.75,clustered,314.6885200945457,88.40081679615031,0.36506944444444445,46.07894270256955
0.75,uniform,9896.948439854872,81.71334099375896,0.2084791666666667,38.65485150286081
