node_id,x,y,demand_kg,priority,lb,ub,service_time_min
1,8.350705292536592,8.858814747899986,0.8706851343262629,low,0.0,240.1379716527094,1.3582679374419402
2,10.654828260132186,9.449108256258803,2.2989922511751515,high,0.15153520038573493,60.091805811593915,0.763963017457703
3,10.002206498546142,11.093803013788312,1.8929465088742954,medium,0.0,119.96625745337919,0.8494703841436746
4,11.245425362460875,11.951643299910867,3.6101900422149114,medium,0.0,120.03329614574407,1.1520566325392234
5,10.383938785446764,6.252049095828492,2.602005247193803,medium,0.09743103097822539,120.23193363227526,0.891395732117585
6,10.933116321878149,10.368319281882176,0.7558407100336249,medium,0.08452434526371948,120.07139077771478,1.1808050583052705
