size,matched_instances,paired_feasible_instances,nils_feasible_pct,alns_feasible_pct,nils_wins,alns_wins,ties,mean_nils_objective,median_nils_objective,mean_alns_objective,median_alns_objective,mean_nils_improvement_vs_alns_pct,median_nils_improvement_vs_alns_pct,mean_nils_cpu_s,median_nils_cpu_s,mean_alns_cpu_s,median_alns_cpu_s,wilcoxon_test,wilcoxon_statistic,wilcoxon_p_value,wilcoxon_effect_size,wilcoxon_effect_name
All,2,2,100.0,100.0,0,2,0,54.590970189642476,54.590970189642476,50.78140403591356,50.78140403591356,-7.952786185913375,-7.952786185913375,0.35300886631011963,0.35300886631011963,5.533679723739624,5.533679723739624,wilcoxon,0.0,0.5,1.0,rank_biserial
