launch_retrieval_time_class,method_name,n_runs,waiting_cost,avg_truck_waiting_time,avg_drone_waiting_time,avg_synchronization_delay,avg_improvement,avg_launches,feasibility_rate,avg_total_waiting_time
long,nils,117,0.0,0.0,0.0,0.0,77.46118215661753,1.5213675213675213,1.0,0.0
medium,nils,179,0.0,0.0,0.0,0.0,82.03176711758626,1.3016759776536313,1.0,0.0
short,nils,193,0.0,0.0,0.0,0.0,83.96877476897365,1.2227979274611398,1.0,0.0
