battery_slack_ratio,n_runs,avg_objective,avg_improvement_pct,drone_share,battery_rejections,avg_cpu_s,feasible_runs_pct,avg_drone_distance
0.1,489,8750.134080425318,81.70513777898876,0.20139059304703477,364.4192229038855,1.7616146493299363,1.0,61.41598759249508
