method_name,n_runs,feasible_runs,feasibility_rate,average_objective,std_dev,avg_improvement_vs_truck_only,avg_makespan,avg_cpu_time,avg_drone_service_share,reporting_included_runs,avg_objective_feasible_only,avg_objective_infeasible_only,reporting_inclusion_rate
nils,720,484,0.6722222222222223,9428.921489374585,21986.905884425447,80.66534354604083,160.8626964242949,1.6802087613373748,0.18080578512396694,484,9428.921489374585,367235.18895568175,0.6722222222222223
truck_only,720,483,0.6708333333333333,66582.1818049215,118774.38249121697,,298.4713015897275,0.01885586248915141,0.0,483,66582.1818049215,384112.7868365632,0.6708333333333333
