eligible_share_target,spatial_pattern,objective,improvement,drone_share,truck_distance_reduction
0.25,clustered,5662.161291804128,89.30124847267764,0.1245692883895131,8.849075755048508
0.25,uniform,14955.48450438313,72.04351861662259,0.126056338028169,29.518426206273745
0.75,clustered,324.35349702271105,87.75235139408592,0.3224113475177305,40.36087465006227
0.75,uniform,11984.261745560962,78.80253304170463,0.17746331236897275,36.69452878460144
