endurance_level,speed_ratio,avg_objective,avg_improvement,avg_drone_share
high,1.25,6877.326152686028,73.59337707949311,0.20415637860082303
high,2.0,7028.424260463814,91.90824715632354,0.2609090909090909
low,1.25,19354.719327184874,82.32376083407011,0.06243727598566308
low,2.0,11416.3888140236,75.17831970372877,0.15656565656565657
medium,1.25,4932.877585065356,79.16375561412518,0.16976190476190475
medium,2.0,5836.124600967702,80.22975937648347,0.24462962962962964
