n,method_name,n_runs,feasible_runs,feasibility_rate,avg_cpu_time,objective,reported_runs,improvement_vs_truck_only,reporting_inclusion_rate
15,nils,230,220,0.9565217391304348,0.15872159937153693,205.7285626792139,220,74.22722194236471,0.9565217391304348
15,truck_only,230,230,1.0,0.004499438534612241,6058.67708616782,230,,1.0
50,nils,210,196,0.9333333333333333,2.3282427140644617,14235.48525683102,196,87.35575363806448,0.9333333333333333
50,truck_only,210,200,0.9523809523809523,0.02429407664707729,123313.17876281848,200,,0.9523809523809523
75,nils,90,64,0.7111111111111111,6.850370279947916,22331.45811807986,64,83.41532498971766,0.7111111111111111
75,truck_only,90,52,0.5777777777777777,0.05947513050503201,115308.14943227725,52,,0.5777777777777777
100,nils,190,4,0.021052631578947368,25.70716778353641,74742.32179297038,4,78.93471515075235,0.021052631578947368
100,truck_only,190,1,0.005263157894736842,0.10376599587892231,107038.55891637842,1,,0.005263157894736842
