n,method_name,n_runs,feasible_runs,feasibility_rate,avg_cpu_time,objective,reported_runs,improvement_vs_truck_only,reporting_inclusion_rate
15,nils,230,224,0.9739130434782609,0.14834699630737305,155.351556064902,224,75.80236525836449,0.9739130434782609
15,truck_only,230,230,1.0,0.0034484158391537875,6058.67708616782,230,,1.0
50,nils,210,199,0.9476190476190476,2.3641337610426403,12558.249212793686,199,88.69529080772818,0.9476190476190476
50,truck_only,210,200,0.9523809523809523,0.022049565542311897,123313.17876281848,200,,0.9523809523809523
75,nils,90,66,0.7333333333333333,7.4003137667973835,20912.869240673554,66,84.61570356203578,0.7333333333333333
75,truck_only,90,52,0.5777777777777777,0.05762619442409939,115308.14943227725,52,,0.5777777777777777
100,nils,190,4,0.021052631578947368,28.236987934614483,66989.14582852533,4,83.75591999890767,0.021052631578947368
100,truck_only,190,1,0.005263157894736842,0.1098933872423674,107038.55891637842,1,,0.005263157894736842
