rho,budget_fraction,absolute_budget,objective,second_objective,absolute_margin,margin_percent,selected_y_json,selected_z_json,selected_w_json,road_budget_used,road_budget_slack,feasible_tier_count,within_0p01_percent,within_0p10_percent,within_0p50_percent,corridor_2_full,corridor_3_full,residual_split_two_corridors,base_budget_fraction
0.2,0.25,1.3671059480298693,1308.3679739867025,1309.7533959389802,1.3854219522777385,0.10588932011659123,"[0.0,1.0,0.5,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 430.47223867336135, 105.87573564903657, 96.98202567760212]",1.3307249161681995,0.036381031861669744,200,1,1,2,True,False,True,0.42000000000000004
0.2,0.275,1.5038165428328563,1308.3679739867025,1309.7533959389802,1.3854219522777385,0.10588932011659123,"[0.0,1.0,0.5,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 430.47223867336135, 105.87573564903657, 96.98202567760212]",1.3307249161681995,0.17309162666465672,268,1,1,2,True,False,True,0.42000000000000004
0.2,0.3,1.640527137635843,1255.6710408372526,1268.9062154771914,13.235174639938805,1.0540320043626947,"[0.0,1.0,0.75,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 282.4261566058629, 253.92181771653435, 96.98202567760273]",1.5371112898774781,0.10341584775836488,354,1,1,1,True,False,True,0.42000000000000004
0.2,0.325,1.7772377324388302,1210.3540331808513,1255.6710408372526,45.3170076564013,3.7441117568970026,"[0.0,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 251.8655030690785, 284.4824712533182, 96.98202567760332]",1.7434976635867565,0.0337400688520737,458,1,1,1,True,True,False,0.42000000000000004
0.2,0.35,1.913948327241817,1210.3540331808513,1249.5999826026778,39.24594942182648,3.2425181679022295,"[0.0,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 251.8655030690785, 284.4824712533182, 96.98202567760332]",1.7434976635867565,0.17045066365506045,577,1,1,1,True,True,False,0.42000000000000004
0.2,0.375,2.050658922044804,1210.2038435330005,1210.3540331808513,0.15018964785076605,0.012410276884620602,"[0.0,1.0,1.0,0.25,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 251.22509159523176, 285.12288272716376, 96.9820256776045]",1.9843506802675792,0.06630824177722472,713,1,2,2,True,True,False,0.42000000000000004
0.2,0.4,2.187369516847791,1204.519775281224,1207.525111031822,3.0053357505980784,0.24950489085132796,"[0.0,1.0,1.0,0.0,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 276.18572679423403, 260.1622475281618, 96.98202567760421]",2.0610331548543557,0.12633636199343545,865,1,1,4,True,True,False,0.42000000000000004
0.2,0.42,2.2967379926901805,1204.519775281224,1207.525111031822,3.0053357505980784,0.24950489085132796,"[0.0,1.0,1.0,0.0,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 276.18572679423403, 260.1622475281618, 96.98202567760421]",2.0610331548543557,0.23570483783582485,996,1,1,5,True,True,False,0.42000000000000004
0.2,0.425,2.324080111650778,1204.3680890762455,1204.519775281224,0.15168620497843222,0.012594671542217302,"[0.0,1.0,1.0,0.25,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 276.1857267942377, 260.16224752816015, 96.98202567760217]",2.3018861715351786,0.022193940115599275,1024,1,2,6,True,True,False,0.42000000000000004
0.2,0.45,2.4607907064537646,1199.5360401184153,1201.5768249933358,2.0407848749205186,0.17013118461359922,"[0.0,1.0,1.0,0.0,0.5]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 276.18572679424227, 260.1622475281545, 96.9820256776033]",2.378568646121955,0.08222206033180957,1200,1,1,4,True,True,False,0.42000000000000004
0.2,0.475,2.5975013012567514,1199.5360401184153,1201.5768249933358,2.0407848749205186,0.17013118461359922,"[0.0,1.0,1.0,0.0,0.5]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 276.18572679424227, 260.1622475281545, 96.9820256776033]",2.378568646121955,0.21893265513479632,1378,1,1,6,True,True,False,0.42000000000000004
0.2,0.5,2.7342118960597386,1195.5375751944557,1199.3886617766352,3.851086582179505,0.3221217519284679,"[0.0,1.0,1.0,0.0,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.45833339350804, 261.8896409288881, 96.98202567760387]",2.6961041373895545,0.03810775867018412,1563,1,1,4,True,True,False,0.42000000000000004
0.2,0.525,2.8709224908627258,1195.5375751944557,1196.5918060434085,1.054230848952784,0.08818048640431164,"[0.0,1.0,1.0,0.0,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.45833339350804, 261.8896409288881, 96.98202567760387]",2.6961041373895545,0.17481835347317132,1747,1,2,7,True,True,False,0.42000000000000004
0.2,0.55,3.0076330856657125,1195.4116407547972,1195.5375751944557,0.12593443965852202,0.01053481791251468,"[0.0,1.0,1.0,0.25,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.45833339351134, 261.8896409288853, 96.98202567760342]",2.936957154070377,0.07067593159533558,1925,1,4,9,True,True,False,0.42000000000000004
0.2,0.575,3.1443436804686993,1192.5454819069082,1192.5886739094549,0.04319200254667521,0.003621832726883522,"[0.0,1.0,1.0,0.0,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.45833339350406, 261.88964092889114, 96.98202567760484]",3.0136396286571534,0.13070405181154587,2101,2,2,7,True,True,False,0.42000000000000004
0.2,0.6,3.281054275271686,1192.4446689427093,1192.5454819069082,0.1008129641988944,0.008454309606522962,"[0.0,1.0,1.0,0.25,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.45833339350094, 261.88964092889574, 96.98202567760336]",3.2544926453379763,0.026561629933709696,2260,2,3,11,True,True,False,0.42000000000000004
0.2,0.625,3.4177648700746732,1189.5953864790845,1192.4446689427093,2.8492824636248315,0.23951693962583534,"[0.25,1.0,1.0,0.0,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.45833339349224, 261.88964092890524, 96.98202567760256]",3.3864826528419116,0.03128221723276159,2412,1,1,10,True,True,False,0.42000000000000004
0.2,0.65,3.5544754648776604,1189.5953864790845,1190.155114596591,0.5597281175064381,0.047051974466973887,"[0.25,1.0,1.0,0.0,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.45833339349224, 261.88964092890524, 96.98202567760256]",3.3864826528419116,0.16799281203574878,2548,1,2,15,True,True,False,0.42000000000000004
0.25,0.2,1.0936847584238956,1402.6836107402214,1441.201426814764,38.51781607454268,2.7460088490102295,"[0.0,0.5,0.75,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 311.4801898157142, 224.86778450668282, 96.98202567760306]",1.0781352055026567,0.01554955292123883,96,1,1,1,False,False,True,0.42000000000000004
0.25,0.225,1.2303953532268823,1383.867179008673,1395.6226429724834,11.75546396381037,0.8494647565983423,"[0.0,0.75,0.5,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 419.4799184764518, 116.86805584594532, 96.98202567760293]",1.101236873980789,0.12915847924609336,141,1,1,1,False,False,True,0.42000000000000004
0.25,0.25,1.3671059480298693,1332.1238201408064,1333.5348616144513,1.4110414736449002,0.10592419805958819,"[0.0,0.75,0.75,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 300.55530687579267, 235.79266744660342, 96.98202567760396]",1.3076232476900673,0.059482700339801964,200,1,1,2,False,False,True,0.42000000000000004
0.25,0.275,1.5038165428328563,1332.1238201408064,1333.5348616144513,1.4110414736449002,0.10592419805958819,"[0.0,0.75,0.75,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 300.55530687579267, 235.79266744660342, 96.98202567760396]",1.3076232476900673,0.19619329514278894,268,1,1,2,False,False,True,0.42000000000000004
0.25,0.3,1.640527137635843,1274.8703691634585,1288.5517760187354,13.681406855276919,1.0731606276373302,"[0.0,1.0,0.75,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 276.18572679421976, 260.1622475281784, 96.98202567760188]",1.5371112898774781,0.10341584775836488,354,1,1,1,True,False,True,0.42000000000000004
0.25,0.325,1.7772377324388302,1228.8101161404734,1274.8703691634585,46.06025302298508,3.748362128369688,"[0.0,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.4583333935018, 261.88964092889375, 96.9820256776045]",1.7434976635867565,0.0337400688520737,458,1,1,1,True,True,False,0.42000000000000004
0.25,0.35,1.913948327241817,1228.8101161404734,1268.0931043489527,39.28298820847931,3.19683144633134,"[0.0,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.4583333935018, 261.88964092889375, 96.9820256776045]",1.7434976635867565,0.17045066365506045,577,1,1,1,True,True,False,0.42000000000000004
0.25,0.375,2.050658922044804,1228.6088172744358,1228.8101161404734,0.20129886603763225,0.01638429280396967,"[0.0,1.0,1.0,0.25,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.45833339350014, 261.8896409288955, 96.98202567760437]",1.9843506802675792,0.06630824177722472,713,1,2,2,True,True,False,0.42000000000000004
0.25,0.4,2.187369516847791,1222.787875223676,1225.8647972839435,3.0769220602674068,0.2516317116494606,"[0.0,1.0,1.0,0.0,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.45833339350605, 261.88964092889086, 96.98202567760313]",2.0610331548543557,0.12633636199343545,865,1,1,4,True,True,False,0.42000000000000004
0.25,0.42,2.2967379926901805,1222.787875223676,1225.8647972839435,3.0769220602674068,0.2516317116494606,"[0.0,1.0,1.0,0.0,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.45833339350605, 261.88964092889086, 96.98202567760313]",2.0610331548543557,0.23570483783582485,996,1,1,5,True,True,False,0.42000000000000004
0.25,0.425,2.324080111650778,1222.6116978330986,1222.787875223676,0.17617739057754989,0.014409921881967814,"[0.0,1.0,1.0,0.25,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.4583333935038, 261.8896409288939, 96.98202567760228]",2.3018861715351786,0.022193940115599275,1024,1,2,5,True,True,False,0.42000000000000004
0.25,0.45,2.4607907064537646,1217.775683516629,1219.8413622243236,2.0656787076945875,0.16962719289396783,"[0.0,1.0,1.0,0.0,0.5]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.4583333935047, 261.88964092889256, 96.98202567760279]",2.378568646121955,0.08222206033180957,1200,1,1,4,True,True,False,0.42000000000000004
0.25,0.475,2.5975013012567514,1217.775683516629,1219.8413622243236,2.0656787076945875,0.16962719289396783,"[0.0,1.0,1.0,0.0,0.5]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.4583333935047, 261.88964092889256, 96.98202567760279]",2.378568646121955,0.21893265513479632,1378,1,1,6,True,True,False,0.42000000000000004
0.25,0.5,2.7342118960597386,1213.7735410193313,1217.624627601511,3.8510865821797324,0.3172821331189652,"[0.0,1.0,1.0,0.0,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.4583333935014, 261.8896409288953, 96.98202567760335]",2.6961041373895545,0.03810775867018412,1563,1,1,5,True,True,False,0.42000000000000004
0.25,0.525,2.8709224908627258,1213.7735410193313,1214.8279763744522,1.0544353551208587,0.08687249470237587,"[0.0,1.0,1.0,0.0,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.4583333935014, 261.8896409288953, 96.98202567760335]",2.6961041373895545,0.17481835347317132,1747,1,2,8,True,True,False,0.42000000000000004
0.25,0.55,3.0076330856657125,1213.647606579673,1213.7735410193313,0.12593443965829465,0.010376524369640188,"[0.0,1.0,1.0,0.25,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 274.4583333934961, 261.8896409289039, 96.98202567760005]",2.936957154070377,0.07067593159533558,1925,1,4,10,True,True,False,0.42000000000000004
0.25,0.575,3.1443436804686993,1210.7062360492387,1210.824639734331,0.11840368509228938,0.00977972042819097,"[0.0,1.0,1.0,0.0,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 236.14323285833137, 300.20474146406497, 96.98202567760376]",3.0136396286571534,0.13070405181154587,2101,2,2,7,True,True,False,0.42000000000000004
0.25,0.6,3.281054275271686,1210.6064888748074,1210.7062360492387,0.09974717443128611,0.008239438277255201,"[0.0,1.0,1.0,0.25,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 236.14323285863034, 300.2047414637659, 96.98202567760384]",3.2544926453379763,0.026561629933709696,2260,2,3,11,True,True,False,0.42000000000000004
0.25,0.625,3.4177648700746732,1207.762727268851,1210.6064888748074,2.843761605956388,0.23545697691690393,"[0.25,1.0,1.0,0.0,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 236.14323285910018, 300.20474146329605, 96.98202567760381]",3.3864826528419116,0.03128221723276159,2412,1,1,10,True,True,False,0.42000000000000004
0.25,0.65,3.5544754648776604,1207.762727268851,1208.391080421467,0.6283531526160004,0.05202620832958753,"[0.25,1.0,1.0,0.0,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 236.14323285910018, 300.20474146329605, 96.98202567760381]",3.3864826528419116,0.16799281203574878,2548,1,2,15,True,True,False,0.42000000000000004
