rho,budget_fraction,absolute_budget,objective,second_objective,absolute_margin,margin_percent,selected_y_json,selected_z_json,selected_w_json,road_budget_used,road_budget_slack,feasible_tier_count,within_0p01_percent,within_0p10_percent,within_0p50_percent,corridor_2_full,corridor_3_full,residual_split_two_corridors,base_budget_fraction
0.075,0.42,2.2967379926901805,1143.3408296171401,1145.3965056173017,2.0556760001616112,0.17979555587549306,"[0.25,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223972, 0.0, 96.98202567760283]",2.1163406877715145,0.180397304918666,996,1,1,5,True,True,False,0.42000000000000004
0.075,0.425,2.324080111650778,1143.3408296171401,1145.2565479160994,1.9157182989592911,0.16755443777869716,"[0.25,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223972, 0.0, 96.98202567760283]",2.1163406877715145,0.20773942387926336,1024,1,1,6,True,True,False,0.42000000000000004
0.075,0.45,2.4607907064537646,1142.8256646126827,1143.1984510109755,0.37278639829287386,0.032619708310384826,"[0.25,1.0,1.0,0.0,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.347974322397, 0.0, 96.98202567760305]",2.433876179039114,0.026914527414650724,1200,1,3,9,True,True,False,0.42000000000000004
0.075,0.475,2.5975013012567514,1141.2152628722852,1142.8256646126827,1.6104017403974922,0.1411128813984075,"[0.5,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223962, 0.0, 96.98202567760384]",2.489183711956273,0.10831758930047819,1378,1,1,12,True,True,False,0.42000000000000004
0.075,0.5,2.7342118960597386,1141.072835878503,1141.2152628722852,0.14242699378223733,0.012481849475680833,"[0.5,1.0,1.0,0.25,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223969, 0.0, 96.98202567760315]",2.7300367286370957,0.0041751674226429,1563,1,2,18,True,True,False,0.42000000000000004
0.075,0.525,2.8709224908627258,1139.5348237545682,1140.6999768603205,1.1651531057523243,0.10224813506912833,"[0.75,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223967, 0.0, 96.98202567760335]",2.862026736141032,0.008895754721693905,1747,1,1,17,True,True,False,0.42000000000000004
0.075,0.55,3.0076330856657125,1139.5348237545682,1140.6999768603205,1.1651531057523243,0.10224813506912833,"[0.75,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223967, 0.0, 96.98202567760335]",2.862026736141032,0.14560634952468066,1925,1,1,21,True,True,False,0.42000000000000004
0.075,0.575,3.1443436804686993,1139.392358619958,1139.5348237545682,0.14246513461012,0.012503606289116684,"[0.75,1.0,1.0,0.25,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223965, 0.0, 96.98202567760356]",3.1028797528218544,0.04146392764684492,2101,1,3,28,True,True,False,0.42000000000000004
0.075,0.6,3.281054275271686,1138.253111271543,1139.0163017200985,0.763190448555406,0.06704927410238709,"[1.0,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223962, 0.0, 96.98202567760381]",3.2348697603257897,0.04618451494589637,2260,1,2,26,True,True,False,0.42000000000000004
0.075,0.625,3.4177648700746732,1138.253111271543,1139.0163017200985,0.763190448555406,0.06704927410238709,"[1.0,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223962, 0.0, 96.98202567760381]",3.2348697603257897,0.18289510974888357,2412,1,3,32,True,True,False,0.42000000000000004
0.075,0.65,3.5544754648776604,1137.736736013515,1138.1102050078775,0.37346899436261083,0.03282560741346885,"[1.0,1.0,1.0,0.0,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223961, 0.0, 96.98202567760397]",3.552405251593389,0.0020702132842713716,2548,1,4,42,True,True,False,0.42000000000000004
0.1,0.2,1.0936847584238956,1308.1719835286572,1330.225388234334,22.05340470567694,1.6858184537930698,"[0.0,0.5,0.75,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223966, 0.0, 96.98202567760346]",1.0781352055026567,0.01554955292123883,96,1,1,1,False,False,True,0.42000000000000004
0.1,0.225,1.2303953532268823,1284.6999304416258,1291.1212329807954,6.421302539169574,0.4998289785041243,"[0.0,0.75,0.5,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223974, 0.0, 96.98202567760272]",1.101236873980789,0.12915847924609336,141,1,1,2,False,False,True,0.42000000000000004
0.1,0.25,1.3671059480298693,1240.8156042359888,1247.0857724739128,6.270168237924054,0.5053263528052425,"[0.0,1.0,0.5,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223972, 0.0, 96.98202567760279]",1.3307249161681995,0.036381031861669744,200,1,1,1,True,False,True,0.42000000000000004
0.1,0.275,1.5038165428328563,1240.8156042359888,1247.0857724739128,6.270168237924054,0.5053263528052425,"[0.0,1.0,0.5,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223972, 0.0, 96.98202567760279]",1.3307249161681995,0.17309162666465672,268,1,1,1,True,False,True,0.42000000000000004
0.1,0.3,1.640527137635843,1198.8086779587259,1216.1101681225223,17.301490163796416,1.443223633754184,"[0.0,1.0,0.75,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223967, 0.0, 96.98202567760336]",1.5371112898774781,0.10341584775836488,354,1,1,1,True,False,True,0.42000000000000004
0.1,0.325,1.7772377324388302,1162.5777942312648,1198.8086779587259,36.230883727461105,3.1164266088032564,"[0.0,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223963, 0.0, 96.98202567760373]",1.7434976635867565,0.0337400688520737,458,1,1,1,True,True,False,0.42000000000000004
0.1,0.35,1.913948327241817,1162.5777942312648,1196.3569332817497,33.7791390504849,2.9055379535113857,"[0.0,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223963, 0.0, 96.98202567760373]",1.7434976635867565,0.17045066365506045,577,1,1,1,True,True,False,0.42000000000000004
0.1,0.375,2.050658922044804,1162.4350357246865,1162.5777942312648,0.14275850657827505,0.012280987942631683,"[0.0,1.0,1.0,0.25,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223974, 0.0, 96.98202567760264]",1.9843506802675792,0.06630824177722472,713,1,2,2,True,True,False,0.42000000000000004
0.1,0.4,2.187369516847791,1159.7102992138502,1161.706179519288,1.9958803054378222,0.17210162803510487,"[0.25,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223975, 0.0, 96.9820256776026]",2.1163406877715145,0.07102882907627661,865,1,1,4,True,True,False,0.42000000000000004
0.1,0.42,2.2967379926901805,1159.7102992138502,1161.706179519288,1.9958803054378222,0.17210162803510487,"[0.25,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223975, 0.0, 96.9820256776026]",2.1163406877715145,0.180397304918666,996,1,1,5,True,True,False,0.42000000000000004
0.1,0.425,2.324080111650778,1159.7102992138502,1161.6159029179037,1.9056037040534193,0.16431721830401944,"[0.25,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223975, 0.0, 96.9820256776026]",2.1163406877715145,0.20773942387926336,1024,1,1,6,True,True,False,0.42000000000000004
0.1,0.45,2.4607907064537646,1158.921949774824,1159.5674871687659,0.6455373939418223,0.05570154177054363,"[0.25,1.0,1.0,0.0,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 451.4462694509596, 84.90170487143718, 96.98202567760327]",2.433876179039114,0.026914527414650724,1200,1,4,9,True,True,False,0.42000000000000004
0.1,0.475,2.5975013012567514,1157.3461491019038,1158.921949774824,1.5758006729201952,0.1361563845132254,"[0.5,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223969, 0.0, 96.98202567760318]",2.489183711956273,0.10831758930047819,1378,1,1,12,True,True,False,0.42000000000000004
0.1,0.5,2.7342118960597386,1157.114447947842,1157.20329458447,0.0888466366279772,0.0076782929109171436,"[0.0,1.0,1.0,0.0,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 282.2752574674224, 254.07271685497355, 96.98202567760407]",2.6961041373895545,0.03810775867018412,1563,2,3,18,True,True,False,0.42000000000000004
0.1,0.525,2.8709224908627258,1155.485343895427,1156.6255552329485,1.1402113375215777,0.09867813066997831,"[0.75,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223971, 0.0, 96.98202567760293]",2.862026736141032,0.008895754721693905,1747,1,2,15,True,True,False,0.42000000000000004
0.1,0.55,3.0076330856657125,1155.485343895427,1156.6255552329485,1.1402113375215777,0.09867813066997831,"[0.75,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223971, 0.0, 96.98202567760293]",2.862026736141032,0.14560634952468066,1925,1,2,19,True,True,False,0.42000000000000004
0.1,0.575,3.1443436804686993,1154.5965164736922,1154.7402913705255,0.1437748968332926,0.012452393089873707,"[0.25,1.0,1.0,0.0,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 281.94919385910674, 254.39878046329028, 96.98202567760305]",3.0689471615743122,0.07539651889438703,2101,1,5,26,True,True,False,0.42000000000000004
0.1,0.6,3.281054275271686,1154.127883594419,1154.5965164736922,0.4686328792731729,0.040604935201258754,"[1.0,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223963, 0.0, 96.98202567760364]",3.2348697603257897,0.04618451494589637,2260,1,6,33,True,True,False,0.42000000000000004
0.1,0.625,3.4177648700746732,1152.2406409734976,1154.127883594419,1.88724262092137,0.16378893035111908,"[0.25,1.0,1.0,0.0,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 278.5288074950681, 257.8191668273272, 96.98202567760477]",3.3864826528419116,0.03128221723276159,2412,1,1,25,True,True,False,0.42000000000000004
0.1,0.65,3.5544754648776604,1152.2406409734976,1152.463450394368,0.22280942087036237,0.01933705624912836,"[0.25,1.0,1.0,0.0,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 278.5288074950681, 257.8191668273272, 96.98202567760477]",3.3864826528419116,0.16799281203574878,2548,1,3,36,True,True,False,0.42000000000000004
0.125,0.2,1.0936847584238956,1328.2570568354033,1354.4324361502977,26.17537931489437,1.9706561452237032,"[0.0,0.5,0.75,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 394.5330953502974, 141.8148789720994, 96.98202567760326]",1.0781352055026567,0.01554955292123883,96,1,1,1,False,False,True,0.42000000000000004
0.125,0.225,1.2303953532268823,1307.3125069302498,1315.1016835994792,7.789176669229391,0.5958159680977468,"[0.0,0.75,0.5,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223968, 0.0, 96.98202567760322]",1.101236873980789,0.12915847924609336,141,1,1,1,False,False,True,0.42000000000000004
0.125,0.25,1.3671059480298693,1262.4369938238792,1266.4761588971498,4.039165073270624,0.31994983456846654,"[0.0,1.0,0.5,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223968, 0.0, 96.98202567760323]",1.3307249161681995,0.036381031861669744,200,1,1,2,True,False,True,0.42000000000000004
0.125,0.275,1.5038165428328563,1262.4369938238792,1266.4761588971498,4.039165073270624,0.31994983456846654,"[0.0,1.0,0.5,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223968, 0.0, 96.98202567760323]",1.3307249161681995,0.17309162666465672,268,1,1,2,True,False,True,0.42000000000000004
0.125,0.3,1.640527137635843,1215.5762745811858,1231.7627844501358,16.186509868949997,1.33159146056276,"[0.0,1.0,0.75,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223977, 0.0, 96.9820256776024]",1.5371112898774781,0.10341584775836488,354,1,1,1,True,False,True,0.42000000000000004
0.125,0.325,1.7772377324388302,1177.7663799570878,1215.5762745811858,37.80989462409798,3.2103051392480393,"[0.0,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 445.93032300125, 90.41765132114693, 96.98202567760312]",1.7434976635867565,0.0337400688520737,458,1,1,1,True,True,False,0.42000000000000004
0.125,0.35,1.913948327241817,1177.7663799570878,1212.8764539140911,35.11007395700335,2.9810728642366744,"[0.0,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 445.93032300125, 90.41765132114693, 96.98202567760312]",1.7434976635867565,0.17045066365506045,577,1,1,1,True,True,False,0.42000000000000004
0.125,0.375,2.050658922044804,1177.6607580940636,1177.7663799570878,0.1056218630242256,0.008968785135981346,"[0.0,1.0,1.0,0.25,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 445.93032300125975, 90.41765132113773, 96.98202567760255]",1.9843506802675792,0.06630824177722472,713,2,2,2,True,True,False,0.42000000000000004
0.125,0.4,2.187369516847791,1174.5742489002841,1174.9796105695798,0.4053616692956439,0.03451137036889502,"[0.0,1.0,1.0,0.0,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 348.0289218062954, 188.3190525161009, 96.98202567760376]",2.0610331548543557,0.12633636199343545,865,1,2,4,True,True,False,0.42000000000000004
0.125,0.42,2.2967379926901805,1174.5742489002841,1174.9796105695798,0.4053616692956439,0.03451137036889502,"[0.0,1.0,1.0,0.0,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 348.0289218062954, 188.3190525161009, 96.98202567760376]",2.0610331548543557,0.23570483783582485,996,1,2,5,True,True,False,0.42000000000000004
0.125,0.425,2.324080111650778,1174.4645017544603,1174.5742489002841,0.1097471458238033,0.009344441288762561,"[0.0,1.0,1.0,0.25,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 348.0289218063335, 188.31905251606406, 96.98202567760245]",2.3018861715351786,0.022193940115599275,1024,2,3,6,True,True,False,0.42000000000000004
0.125,0.45,2.4607907064537646,1170.6444477964758,1171.886722695053,1.2422748985773069,0.10611889040397042,"[0.0,1.0,1.0,0.0,0.5]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 284.3715539355263, 251.9764203868708, 96.9820256776029]",2.378568646121955,0.08222206033180957,1200,1,1,6,True,True,False,0.42000000000000004
0.125,0.475,2.5975013012567514,1170.6444477964758,1171.886722695053,1.2422748985773069,0.10611889040397042,"[0.0,1.0,1.0,0.0,0.5]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 284.3715539355263, 251.9764203868708, 96.9820256776029]",2.378568646121955,0.21893265513479632,1378,1,1,8,True,True,False,0.42000000000000004
0.125,0.5,2.7342118960597386,1167.4772774562957,1170.5408133314259,3.0635358751301283,0.26240646685689445,"[0.0,1.0,1.0,0.0,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 260.92105788480507, 275.42691643759116, 96.98202567760377]",2.6961041373895545,0.03810775867018412,1563,1,1,7,True,True,False,0.42000000000000004
0.125,0.525,2.8709224908627258,1167.4772774562957,1167.9767328364178,0.4994553801220718,0.04278073670181293,"[0.0,1.0,1.0,0.0,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 260.92105788480507, 275.42691643759116, 96.98202567760377]",2.6961041373895545,0.17481835347317132,1747,1,2,11,True,True,False,0.42000000000000004
0.125,0.55,3.0076330856657125,1167.389497191341,1167.4772774562957,0.08778026495474478,0.007519363945447348,"[0.0,1.0,1.0,0.25,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 260.2337870348062, 276.11418728759014, 96.98202567760376]",2.936957154070377,0.07067593159533558,1925,2,4,15,True,True,False,0.42000000000000004
0.125,0.575,3.1443436804686993,1164.6724433959096,1164.935277405628,0.26283400971851734,0.022567204299275383,"[0.25,1.0,1.0,0.0,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 260.9210578847866, 275.4269164376102, 96.98202567760319]",3.0689471615743122,0.07539651889438703,2101,1,3,11,True,True,False,0.42000000000000004
0.125,0.6,3.281054275271686,1164.6724433959096,1164.8594134213722,0.1869700254626423,0.016053442881973055,"[0.25,1.0,1.0,0.0,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 260.9210578847866, 275.4269164376102, 96.98202567760319]",3.0689471615743122,0.21210711369737378,2260,1,4,16,True,True,False,0.42000000000000004
0.125,0.625,3.4177648700746732,1162.1050667034726,1164.583451617843,2.478384914370281,0.21326685386551847,"[0.25,1.0,1.0,0.0,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 261.2240949648282, 275.1238793575679, 96.98202567760393]",3.3864826528419116,0.03128221723276159,2412,1,1,12,True,True,False,0.42000000000000004
0.125,0.65,3.5544754648776604,1162.1050667034726,1162.3811333119133,0.27606660844071484,0.023755735720508403,"[0.25,1.0,1.0,0.0,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 261.2240949648282, 275.1238793575679, 96.98202567760393]",3.3864826528419116,0.16799281203574878,2548,1,2,20,True,True,False,0.42000000000000004
0.15,0.2,1.0936847584238956,1346.834503007358,1377.1054031701142,30.270900162756107,2.2475590055915524,"[0.0,0.5,0.75,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 422.1858550628279, 114.16211925956969, 96.98202567760245]",1.0781352055026567,0.01554955292123883,96,1,1,1,False,False,True,0.42000000000000004
0.15,0.225,1.2303953532268823,1326.8150991942525,1336.9356645775986,10.120565383346047,0.7627713454189704,"[0.0,0.75,0.5,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223966, 0.0, 96.98202567760345]",1.101236873980789,0.12915847924609336,141,1,1,1,False,False,True,0.42000000000000004
0.15,0.25,1.3671059480298693,1279.8432805772902,1282.2295132187576,2.386232641467359,0.18644725316610775,"[0.0,1.0,0.5,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223962, 0.0, 96.98202567760383]",1.3307249161681995,0.036381031861669744,200,1,1,2,True,False,True,0.42000000000000004
0.15,0.275,1.5038165428328563,1279.8432805772902,1282.2295132187576,2.386232641467359,0.18644725316610775,"[0.0,1.0,0.5,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 536.3479743223962, 0.0, 96.98202567760383]",1.3307249161681995,0.17309162666465672,268,1,1,2,True,False,True,0.42000000000000004
0.15,0.3,1.640527137635843,1230.4901741362569,1246.73418413177,16.244009995513125,1.320125128745186,"[0.0,1.0,0.75,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 410.32625514818244, 126.02171917421424, 96.98202567760332]",1.5371112898774781,0.10341584775836488,354,1,1,1,True,False,True,0.42000000000000004
0.15,0.325,1.7772377324388302,1190.0244818147412,1230.4901741362569,40.46569232151569,3.400408389901952,"[0.0,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 282.42615660582095, 253.9218177165764, 96.98202567760265]",1.7434976635867565,0.0337400688520737,458,1,1,1,True,True,False,0.42000000000000004
0.15,0.35,1.913948327241817,1190.0244818147412,1226.634554582541,36.61007276779992,3.0764134122661897,"[0.0,1.0,1.0,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 282.42615660582095, 253.9218177165764, 96.98202567760265]",1.7434976635867565,0.17045066365506045,577,1,1,1,True,True,False,0.42000000000000004
0.15,0.375,2.050658922044804,1189.8997390396737,1190.0244818147412,0.12474277506748876,0.010483469402906523,"[0.0,1.0,1.0,0.25,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 281.7127868626645, 254.63518745973047, 96.9820256776051]",1.9843506802675792,0.06630824177722472,713,1,2,2,True,True,False,0.42000000000000004
0.15,0.4,2.187369516847791,1185.0467233797858,1187.4182355918724,2.3715122120866,0.20011972231128422,"[0.0,1.0,1.0,0.0,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 280.59320351909935, 255.75477080329875, 96.98202567760194]",2.0610331548543557,0.12633636199343545,865,1,1,4,True,True,False,0.42000000000000004
0.15,0.42,2.2967379926901805,1185.0467233797858,1187.4182355918724,2.3715122120866,0.20011972231128422,"[0.0,1.0,1.0,0.0,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 280.59320351909935, 255.75477080329875, 96.98202567760194]",2.0610331548543557,0.23570483783582485,996,1,1,5,True,True,False,0.42000000000000004
0.15,0.425,2.324080111650778,1184.927546530087,1185.0467233797858,0.11917684969876063,0.010057733069650986,"[0.0,1.0,1.0,0.25,0.25]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 280.5932035190571, 255.75477080334005, 96.98202567760288]",2.3018861715351786,0.022193940115599275,1024,1,2,6,True,True,False,0.42000000000000004
0.15,0.45,2.4607907064537646,1180.6272141974205,1182.3328006727857,1.7055864753651804,0.1444644384658389,"[0.0,1.0,1.0,0.0,0.5]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 256.89984147284156, 279.44813284955455, 96.98202567760391]",2.378568646121955,0.08222206033180957,1200,1,1,4,True,True,False,0.42000000000000004
0.15,0.475,2.5975013012567514,1180.6272141974205,1182.3328006727857,1.7055864753651804,0.1444644384658389,"[0.0,1.0,1.0,0.0,0.5]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 256.89984147284156, 279.44813284955455, 96.98202567760391]",2.378568646121955,0.21893265513479632,1378,1,1,6,True,True,False,0.42000000000000004
0.15,0.5,2.7342118960597386,1177.0575297102457,1180.5160366311502,3.458506920904483,0.2938264981624015,"[0.0,1.0,1.0,0.0,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 257.25561335154384, 279.0923609708532, 96.98202567760302]",2.6961041373895545,0.03810775867018412,1563,1,1,5,True,True,False,0.42000000000000004
0.15,0.525,2.8709224908627258,1177.0575297102457,1177.8253254542028,0.7677957439570946,0.06523009492544528,"[0.0,1.0,1.0,0.0,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 257.25561335154384, 279.0923609708532, 96.98202567760302]",2.6961041373895545,0.17481835347317132,1747,1,2,8,True,True,False,0.42000000000000004
0.15,0.55,3.0076330856657125,1176.9566031022246,1177.0575297102457,0.1009266080211546,0.008575219150403001,"[0.0,1.0,1.0,0.25,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 257.25561335155555, 279.092360970841, 96.98202567760342]",2.936957154070377,0.07067593159533558,1925,2,4,11,True,True,False,0.42000000000000004
0.15,0.575,3.1443436804686993,1174.2392648797106,1174.258563682705,0.01929880299439901,0.0016435153866512875,"[0.25,1.0,1.0,0.0,0.75]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 257.2556133515646, 279.0923609708322, 96.98202567760319]",3.0689471615743122,0.07539651889438703,2101,2,2,9,True,True,False,0.42000000000000004
0.15,0.6,3.281054275271686,1174.1822214167607,1174.2392648797106,0.05704346294987772,0.004858143983908174,"[0.0,1.0,1.0,0.25,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 276.18572679423113, 260.1622475281651, 96.98202567760381]",3.2544926453379763,0.026561629933709696,2260,3,3,12,True,True,False,0.42000000000000004
0.15,0.625,3.4177648700746732,1171.312050475721,1174.1393583330207,2.827307857299729,0.24137955860280239,"[0.25,1.0,1.0,0.0,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 276.1857267942296, 260.16224752816584, 96.98202567760461]",3.3864826528419116,0.03128221723276159,2412,1,1,10,True,True,False,0.42000000000000004
0.15,0.65,3.5544754648776604,1171.312050475721,1171.8590020744307,0.5469515987097111,0.0466956349068184,"[0.25,1.0,1.0,0.0,1.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 276.1857267942296, 260.16224752816584, 96.98202567760461]",3.3864826528419116,0.16799281203574878,2548,1,2,16,True,True,False,0.42000000000000004
0.2,0.2,1.0936847584238956,1377.9246105938157,1413.1173488264517,35.192738232635975,2.55403945630013,"[0.0,0.5,0.75,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 423.4418866826489, 112.90608763974711, 96.98202567760406]",1.0781352055026567,0.01554955292123883,96,1,1,1,False,False,True,0.42000000000000004
0.2,0.225,1.2303953532268823,1357.6133717984328,1370.7935430171333,13.18017121870048,0.9708339275739958,"[0.0,0.75,0.5,0.0,0.0]","[0.0, 0.0, 0.38468508402373724, 0.0, 0.0]","[0.0, 0.0, 0.0, 426.2088276471992, 110.13914667519941, 96.98202567760147]",1.101236873980789,0.12915847924609336,141,1,1,1,False,False,True,0.42000000000000004
