rho,perturbed_corridor_index,corridor_id,cost_multiplier,objective,second_objective,margin_percent,selected_y_json,perturbed_budget_used,perturbed_budget_slack,feasible_tier_count,corridor_2_full,corridor_3_full
0.2,1,corr_kanazawa_nanao,0.8,1204.519775281224,1207.3670164070018,0.23637977426423498,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,1152,True,True
0.2,1,corr_kanazawa_nanao,0.9,1204.519775281224,1207.525111031822,0.24950489085132796,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,1071,True,True
0.2,1,corr_kanazawa_nanao,1.1,1204.519775281224,1207.525111031822,0.24950489085132796,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,925,True,True
0.2,1,corr_kanazawa_nanao,1.2,1204.519775281224,1207.525111031822,0.24950489085132796,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,877,True,True
0.2,2,corr_nanao_anamizu,0.8,1199.5360401184153,1201.5768249933358,0.17013118461359922,"[0.0,1.0,1.0,0.0,0.5]",2.1949782123720265,0.10175978031815403,1099,True,True
0.2,2,corr_nanao_anamizu,0.9,1199.5360401184153,1204.3680890762455,0.4028264925956898,"[0.0,1.0,1.0,0.0,0.5]",2.286773429246991,0.009964563443189522,1044,True,True
0.2,2,corr_nanao_anamizu,1.1,1204.519775281224,1207.525111031822,0.24950489085132796,"[0.0,1.0,1.0,0.0,0.25]",2.15282837172932,0.14390962096086035,945,True,True
0.2,2,corr_nanao_anamizu,1.2,1204.519775281224,1210.2038435330005,0.4718949716246459,"[0.0,1.0,1.0,0.0,0.25]",2.2446235886042842,0.05211440408589629,904,True,True
0.2,3,corr_anamizu_wajima,0.8,1199.5360401184153,1201.5768249933358,0.17013118461359922,"[0.0,1.0,1.0,0.0,0.5]",2.2134595471545326,0.0832784455356479,1085,True,True
0.2,3,corr_anamizu_wajima,0.9,1199.5360401184153,1204.3680890762455,0.4028264925956898,"[0.0,1.0,1.0,0.0,0.5]",2.2960140966382436,0.0007238960519369009,1036,True,True
0.2,3,corr_anamizu_wajima,1.1,1204.519775281224,1207.525111031822,0.24950489085132796,"[0.0,1.0,1.0,0.0,0.25]",2.143587704338067,0.15315028835211342,949,True,True
0.2,3,corr_anamizu_wajima,1.2,1204.519775281224,1207.525111031822,0.24950489085132796,"[0.0,1.0,1.0,0.0,0.25]",2.2261422538217785,0.07059573886840198,910,True,True
0.2,4,corr_anamizu_noto,0.8,1204.3680890762455,1204.519775281224,0.012594671542217302,"[0.0,1.0,1.0,0.25,0.25]",2.2537155681990138,0.04302242449116678,1100,True,True
0.2,4,corr_anamizu_noto,0.9,1204.3680890762455,1204.519775281224,0.012594671542217302,"[0.0,1.0,1.0,0.25,0.25]",2.277800869867096,0.01893712282308435,1047,True,True
0.2,4,corr_anamizu_noto,1.1,1204.519775281224,1207.525111031822,0.24950489085132796,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,945,True,True
0.2,4,corr_anamizu_noto,1.2,1204.519775281224,1207.525111031822,0.24950489085132796,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,895,True,True
0.2,5,corr_anamizu_suzu,0.8,1199.5360401184153,1204.3680890762455,0.4028264925956898,"[0.0,1.0,1.0,0.0,0.5]",2.2515544496149156,0.045183543075264954,1132,True,True
0.2,5,corr_anamizu_suzu,0.9,1204.3680890762455,1204.519775281224,0.012594671542217302,"[0.0,1.0,1.0,0.25,0.25]",2.2701326224084184,0.02660537028176213,1061,True,True
0.2,5,corr_anamizu_suzu,1.1,1204.519775281224,1207.525111031822,0.24950489085132796,"[0.0,1.0,1.0,0.0,0.25]",2.092786703981116,0.20395128870906465,937,True,True
0.2,5,corr_anamizu_suzu,1.2,1204.519775281224,1207.525111031822,0.24950489085132796,"[0.0,1.0,1.0,0.0,0.25]",2.1245402531078756,0.1721977395823049,877,True,True
0.25,1,corr_kanazawa_nanao,0.8,1222.787875223676,1225.663431152004,0.2351639222626334,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,1152,True,True
0.25,1,corr_kanazawa_nanao,0.9,1222.787875223676,1225.8647972839435,0.2516317116494606,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,1071,True,True
0.25,1,corr_kanazawa_nanao,1.1,1222.787875223676,1225.8647972839435,0.2516317116494606,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,925,True,True
0.25,1,corr_kanazawa_nanao,1.2,1222.787875223676,1225.8647972839435,0.2516317116494606,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,877,True,True
0.25,2,corr_nanao_anamizu,0.8,1217.775683516629,1219.8413622243236,0.16962719289396783,"[0.0,1.0,1.0,0.0,0.5]",2.1949782123720265,0.10175978031815403,1099,True,True
0.25,2,corr_nanao_anamizu,0.9,1217.775683516629,1222.6116978330986,0.3971186468844889,"[0.0,1.0,1.0,0.0,0.5]",2.286773429246991,0.009964563443189522,1044,True,True
0.25,2,corr_nanao_anamizu,1.1,1222.787875223676,1225.8647972839435,0.2516317116494606,"[0.0,1.0,1.0,0.0,0.25]",2.15282837172932,0.14390962096086035,945,True,True
0.25,2,corr_nanao_anamizu,1.2,1222.787875223676,1228.6088172744358,0.47603858107399505,"[0.0,1.0,1.0,0.0,0.25]",2.2446235886042842,0.05211440408589629,904,True,True
0.25,3,corr_anamizu_wajima,0.8,1217.775683516629,1219.8413622243236,0.16962719289396783,"[0.0,1.0,1.0,0.0,0.5]",2.2134595471545326,0.0832784455356479,1085,True,True
0.25,3,corr_anamizu_wajima,0.9,1217.775683516629,1222.6116978330986,0.3971186468844889,"[0.0,1.0,1.0,0.0,0.5]",2.2960140966382436,0.0007238960519369009,1036,True,True
0.25,3,corr_anamizu_wajima,1.1,1222.787875223676,1225.8647972839435,0.2516317116494606,"[0.0,1.0,1.0,0.0,0.25]",2.143587704338067,0.15315028835211342,949,True,True
0.25,3,corr_anamizu_wajima,1.2,1222.787875223676,1225.8647972839435,0.2516317116494606,"[0.0,1.0,1.0,0.0,0.25]",2.2261422538217785,0.07059573886840198,910,True,True
0.25,4,corr_anamizu_noto,0.8,1222.6116978330986,1222.787875223676,0.014409921881967814,"[0.0,1.0,1.0,0.25,0.25]",2.2537155681990138,0.04302242449116678,1100,True,True
0.25,4,corr_anamizu_noto,0.9,1222.6116978330986,1222.787875223676,0.014409921881967814,"[0.0,1.0,1.0,0.25,0.25]",2.277800869867096,0.01893712282308435,1047,True,True
0.25,4,corr_anamizu_noto,1.1,1222.787875223676,1225.8647972839435,0.2516317116494606,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,945,True,True
0.25,4,corr_anamizu_noto,1.2,1222.787875223676,1225.8647972839435,0.2516317116494606,"[0.0,1.0,1.0,0.0,0.25]",2.0610331548543557,0.23570483783582485,895,True,True
0.25,5,corr_anamizu_suzu,0.8,1217.775683516629,1222.6116978330986,0.3971186468844889,"[0.0,1.0,1.0,0.0,0.5]",2.2515544496149156,0.045183543075264954,1132,True,True
0.25,5,corr_anamizu_suzu,0.9,1222.6116978330986,1222.787875223676,0.014409921881967814,"[0.0,1.0,1.0,0.25,0.25]",2.2701326224084184,0.02660537028176213,1061,True,True
0.25,5,corr_anamizu_suzu,1.1,1222.787875223676,1225.8647972839435,0.2516317116494606,"[0.0,1.0,1.0,0.0,0.25]",2.092786703981116,0.20395128870906465,937,True,True
0.25,5,corr_anamizu_suzu,1.2,1222.787875223676,1225.8647972839435,0.2516317116494606,"[0.0,1.0,1.0,0.0,0.25]",2.1245402531078756,0.1721977395823049,877,True,True
