rho,perturbed_corridor_index,corridor_id,cost_multiplier,objective,second_objective,margin_percent,selected_y_json,perturbed_budget_used,perturbed_budget_slack,feasible_tier_count,corridor_2_full,corridor_3_full
0.05,3,corr_anamizu_wajima,1.1,1121.899848445411,1123.968328930035,0.1843730068678058,"[0.25,1.0,1.0,0.0,0.0]",2.1988952372552264,0.09784275543495413,949,True,True
0.05,3,corr_anamizu_wajima,1.2,1121.899848445411,1123.968328930035,0.1843730068678058,"[0.25,1.0,1.0,0.0,0.0]",2.2814497867389374,0.015288205951243139,910,True,True
0.05,4,corr_anamizu_noto,0.8,1121.899848445411,1123.8283712288326,0.17189794490960308,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,1100,True,True
0.05,4,corr_anamizu_noto,0.9,1121.899848445411,1123.8283712288326,0.17189794490960308,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,1047,True,True
0.05,4,corr_anamizu_noto,1.1,1121.899848445411,1123.968328930035,0.1843730068678058,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,945,True,True
0.05,4,corr_anamizu_noto,1.2,1121.899848445411,1123.968328930035,0.1843730068678058,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,895,True,True
0.05,5,corr_anamizu_suzu,0.8,1121.899848445411,1123.5823156549684,0.14996590042228794,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,1132,True,True
0.05,5,corr_anamizu_suzu,0.9,1121.899848445411,1123.8283712288326,0.17189794490960308,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,1061,True,True
0.05,5,corr_anamizu_suzu,1.1,1121.899848445411,1123.968328930035,0.1843730068678058,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,937,True,True
0.05,5,corr_anamizu_suzu,1.2,1121.899848445411,1123.968328930035,0.1843730068678058,"[0.25,1.0,1.0,0.0,0.0]",2.1163406877715145,0.180397304918666,877,True,True
0.075,1,corr_kanazawa_nanao,0.8,1143.1984510109755,1143.3408296171401,0.012454408597096433,"[0.25,1.0,1.0,0.25,0.0]",2.2826250996153856,0.014112893074794908,1152,True,True
