rho,nearby_policy_count,nearby_distinct_policies_json,path_distinct_policy_count,path_distinct_policies_json,remote_distinct_policy_count,current_budget_selected_y_json,first_full_pair_budget_fraction,current_budget_residual_split_two_corridors,evidence_classification,corridors_2_3_full_in_nearby
0.0,3,"[""[0.0,1.0,1.0,0.25,0.0]"", ""[0.25,1.0,1.0,0.0,0.0]"", ""[0.25,1.0,1.0,0.0,0.25]""]",14,"[""[0.0,0.5,0.75,0.0,0.0]"", ""[0.0,0.75,0.5,0.0,0.0]"", ""[0.0,1.0,0.5,0.0,0.0]"", ""[0.0,1.0,0.75,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.0]"", ""[0.0,1.0,1.0,0.25,0.0]"", ""[0.25,1.0,1.0,0.0,0.0]"", ""[0.25,1.0,1.0,0.0,0.25]"", ""[0.5,1.0,1.0,0.0,0.0]"", ""[0.5,1.0,1.0,0.25,0.0]"", ""[0.75,1.0,1.0,0.0,0.0]"", ""[0.75,1.0,1.0,0.25,0.0]"", ""[1.0,1.0,1.0,0.0,0.0]"", ""[1.0,1.0,1.0,0.0,0.25]""]",11,"[0.25,1.0,1.0,0.0,0.0]",0.325,False,tradeoffs_emerge_under_nearby_budgets,True
0.025,3,"[""[0.0,1.0,1.0,0.25,0.0]"", ""[0.25,1.0,1.0,0.0,0.0]"", ""[0.25,1.0,1.0,0.0,0.25]""]",14,"[""[0.0,0.5,0.75,0.0,0.0]"", ""[0.0,0.75,0.5,0.0,0.0]"", ""[0.0,1.0,0.5,0.0,0.0]"", ""[0.0,1.0,0.75,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.0]"", ""[0.0,1.0,1.0,0.25,0.0]"", ""[0.25,1.0,1.0,0.0,0.0]"", ""[0.25,1.0,1.0,0.0,0.25]"", ""[0.5,1.0,1.0,0.0,0.0]"", ""[0.5,1.0,1.0,0.25,0.0]"", ""[0.75,1.0,1.0,0.0,0.0]"", ""[0.75,1.0,1.0,0.25,0.0]"", ""[1.0,1.0,1.0,0.0,0.0]"", ""[1.0,1.0,1.0,0.0,0.25]""]",11,"[0.25,1.0,1.0,0.0,0.0]",0.325,False,tradeoffs_emerge_under_nearby_budgets,True
0.05,3,"[""[0.0,1.0,1.0,0.25,0.0]"", ""[0.25,1.0,1.0,0.0,0.0]"", ""[0.25,1.0,1.0,0.0,0.25]""]",14,"[""[0.0,0.5,0.75,0.0,0.0]"", ""[0.0,0.75,0.5,0.0,0.0]"", ""[0.0,1.0,0.5,0.0,0.0]"", ""[0.0,1.0,0.75,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.0]"", ""[0.0,1.0,1.0,0.25,0.0]"", ""[0.25,1.0,1.0,0.0,0.0]"", ""[0.25,1.0,1.0,0.0,0.25]"", ""[0.5,1.0,1.0,0.0,0.0]"", ""[0.5,1.0,1.0,0.25,0.0]"", ""[0.75,1.0,1.0,0.0,0.0]"", ""[0.75,1.0,1.0,0.25,0.0]"", ""[1.0,1.0,1.0,0.0,0.0]"", ""[1.0,1.0,1.0,0.0,0.25]""]",11,"[0.25,1.0,1.0,0.0,0.0]",0.325,False,tradeoffs_emerge_under_nearby_budgets,True
0.075,3,"[""[0.0,1.0,1.0,0.25,0.0]"", ""[0.25,1.0,1.0,0.0,0.0]"", ""[0.25,1.0,1.0,0.0,0.25]""]",14,"[""[0.0,0.5,0.75,0.0,0.0]"", ""[0.0,0.75,0.5,0.0,0.0]"", ""[0.0,1.0,0.5,0.0,0.0]"", ""[0.0,1.0,0.75,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.0]"", ""[0.0,1.0,1.0,0.25,0.0]"", ""[0.25,1.0,1.0,0.0,0.0]"", ""[0.25,1.0,1.0,0.0,0.25]"", ""[0.5,1.0,1.0,0.0,0.0]"", ""[0.5,1.0,1.0,0.25,0.0]"", ""[0.75,1.0,1.0,0.0,0.0]"", ""[0.75,1.0,1.0,0.25,0.0]"", ""[1.0,1.0,1.0,0.0,0.0]"", ""[1.0,1.0,1.0,0.0,0.25]""]",11,"[0.25,1.0,1.0,0.0,0.0]",0.325,False,tradeoffs_emerge_under_nearby_budgets,True
0.1,3,"[""[0.0,1.0,1.0,0.25,0.0]"", ""[0.25,1.0,1.0,0.0,0.0]"", ""[0.25,1.0,1.0,0.0,0.25]""]",14,"[""[0.0,0.5,0.75,0.0,0.0]"", ""[0.0,0.75,0.5,0.0,0.0]"", ""[0.0,1.0,0.5,0.0,0.0]"", ""[0.0,1.0,0.75,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.75]"", ""[0.0,1.0,1.0,0.25,0.0]"", ""[0.25,1.0,1.0,0.0,0.0]"", ""[0.25,1.0,1.0,0.0,0.25]"", ""[0.25,1.0,1.0,0.0,0.75]"", ""[0.25,1.0,1.0,0.0,1.0]"", ""[0.5,1.0,1.0,0.0,0.0]"", ""[0.75,1.0,1.0,0.0,0.0]"", ""[1.0,1.0,1.0,0.0,0.0]""]",11,"[0.25,1.0,1.0,0.0,0.0]",0.325,False,tradeoffs_emerge_under_nearby_budgets,True
0.125,4,"[""[0.0,1.0,1.0,0.0,0.25]"", ""[0.0,1.0,1.0,0.0,0.5]"", ""[0.0,1.0,1.0,0.25,0.0]"", ""[0.0,1.0,1.0,0.25,0.25]""]",13,"[""[0.0,0.5,0.75,0.0,0.0]"", ""[0.0,0.75,0.5,0.0,0.0]"", ""[0.0,1.0,0.5,0.0,0.0]"", ""[0.0,1.0,0.75,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.25]"", ""[0.0,1.0,1.0,0.0,0.5]"", ""[0.0,1.0,1.0,0.0,0.75]"", ""[0.0,1.0,1.0,0.25,0.0]"", ""[0.0,1.0,1.0,0.25,0.25]"", ""[0.0,1.0,1.0,0.25,0.75]"", ""[0.25,1.0,1.0,0.0,0.75]"", ""[0.25,1.0,1.0,0.0,1.0]""]",10,"[0.0,1.0,1.0,0.0,0.25]",0.325,False,tradeoffs_emerge_under_nearby_budgets,True
0.15,4,"[""[0.0,1.0,1.0,0.0,0.25]"", ""[0.0,1.0,1.0,0.0,0.5]"", ""[0.0,1.0,1.0,0.25,0.0]"", ""[0.0,1.0,1.0,0.25,0.25]""]",14,"[""[0.0,0.5,0.75,0.0,0.0]"", ""[0.0,0.75,0.5,0.0,0.0]"", ""[0.0,1.0,0.5,0.0,0.0]"", ""[0.0,1.0,0.75,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.25]"", ""[0.0,1.0,1.0,0.0,0.5]"", ""[0.0,1.0,1.0,0.0,0.75]"", ""[0.0,1.0,1.0,0.25,0.0]"", ""[0.0,1.0,1.0,0.25,0.25]"", ""[0.0,1.0,1.0,0.25,0.75]"", ""[0.0,1.0,1.0,0.25,1.0]"", ""[0.25,1.0,1.0,0.0,0.75]"", ""[0.25,1.0,1.0,0.0,1.0]""]",11,"[0.0,1.0,1.0,0.0,0.25]",0.325,False,tradeoffs_emerge_under_nearby_budgets,True
0.2,4,"[""[0.0,1.0,1.0,0.0,0.25]"", ""[0.0,1.0,1.0,0.0,0.5]"", ""[0.0,1.0,1.0,0.25,0.0]"", ""[0.0,1.0,1.0,0.25,0.25]""]",14,"[""[0.0,0.5,0.75,0.0,0.0]"", ""[0.0,0.75,0.5,0.0,0.0]"", ""[0.0,1.0,0.5,0.0,0.0]"", ""[0.0,1.0,0.75,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.25]"", ""[0.0,1.0,1.0,0.0,0.5]"", ""[0.0,1.0,1.0,0.0,0.75]"", ""[0.0,1.0,1.0,0.0,1.0]"", ""[0.0,1.0,1.0,0.25,0.0]"", ""[0.0,1.0,1.0,0.25,0.25]"", ""[0.0,1.0,1.0,0.25,0.75]"", ""[0.0,1.0,1.0,0.25,1.0]"", ""[0.25,1.0,1.0,0.0,1.0]""]",11,"[0.0,1.0,1.0,0.0,0.25]",0.325,False,tradeoffs_emerge_under_nearby_budgets,True
0.25,4,"[""[0.0,1.0,1.0,0.0,0.25]"", ""[0.0,1.0,1.0,0.0,0.5]"", ""[0.0,1.0,1.0,0.25,0.0]"", ""[0.0,1.0,1.0,0.25,0.25]""]",14,"[""[0.0,0.5,0.75,0.0,0.0]"", ""[0.0,0.75,0.5,0.0,0.0]"", ""[0.0,0.75,0.75,0.0,0.0]"", ""[0.0,1.0,0.75,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.0]"", ""[0.0,1.0,1.0,0.0,0.25]"", ""[0.0,1.0,1.0,0.0,0.5]"", ""[0.0,1.0,1.0,0.0,0.75]"", ""[0.0,1.0,1.0,0.0,1.0]"", ""[0.0,1.0,1.0,0.25,0.0]"", ""[0.0,1.0,1.0,0.25,0.25]"", ""[0.0,1.0,1.0,0.25,0.75]"", ""[0.0,1.0,1.0,0.25,1.0]"", ""[0.25,1.0,1.0,0.0,1.0]""]",11,"[0.0,1.0,1.0,0.0,0.25]",0.325,False,tradeoffs_emerge_under_nearby_budgets,True
