mean_default_gap_pct,mean_old_multistart_gap_pct,mean_corrected_gap_pct_all_rows,mean_corrected_gap_pct_paper_usable_rows,max_default_gap_pct,max_old_multistart_gap_pct,max_corrected_gap_pct_paper_usable_rows,paper_usable_rows,audit_required_rows
7.208571428571427,7.032582083551988,0.01762808736412837,0.17426148762886917,15.75,14.518350095638212,1.045568925773199,6,1
