mean_old_default_gap_pct,mean_old_multistart_gap_pct,mean_corrected_gap_pct,max_old_default_gap_pct,max_old_multistart_gap_pct,max_corrected_gap_pct,exact_matches_count,instances_count
7.208571428571427,7.032582083551988,0.01758652948578351,15.75,14.518350095638212,1.0454457644636237,1,7
