method_name,n_runs,feasible_runs,feasibility_rate,average_objective,std_dev,avg_improvement_vs_truck_only,avg_makespan,avg_cpu_time,avg_drone_service_share,reporting_included_runs,avg_objective_feasible_only,avg_objective_infeasible_only,reporting_inclusion_rate
nils,720,720,1.0,48038.47221368041,101470.43189410893,81.97436121752831,225.1267095818815,11.776974936657481,0.19191666666666668,720,48038.47221368041,,1.0
nils_no_perturbation,720,720,1.0,59560.72875700876,124011.25686330612,77.33596379316499,236.1307495481231,8.293418216374185,0.18662962962962965,720,59560.72875700876,,1.0
nils_no_local_search,720,720,1.0,60656.53701876528,107098.6693836421,66.08415594448165,281.4733638954207,5.721588374839889,0.20836111111111114,720,60656.53701876528,,1.0
truck_only,720,483,0.6708333333333333,66582.1818049215,118774.38249121697,,298.4713015897275,0.034217239166638866,0.0,483,66582.1818049215,384112.7868365632,0.6708333333333333
simple_drone,720,483,0.6708333333333333,66591.6302498262,118779.4630805967,-0.16388200376185377,298.59178582536174,1.5530955816154401,0.0,483,66591.6302498262,384112.7868365632,0.6708333333333333
paired_baseline,720,720,1.0,79416.47494002659,167212.09631810704,65.95786417273933,245.42187620958308,418.63850777645905,0.1295925925925926,720,79416.47494002659,,1.0
no_unpairing,720,720,1.0,95268.93875676708,199577.7661169677,74.0761408386215,251.98576434570015,522.0561014420456,0.11242129629629628,720,95268.93875676708,,1.0
