number_of_drones,n_runs,number_of_trucks,avg_objective,avg_improvement_pct,drone_share,avg_cpu_s,feasibility_rate,high_priority_tardiness,drone_to_truck_ratio
1,390,3.0,6755.8711028871685,79.93481250299023,0.2006153846153846,1.5825533573444073,1.0,62.23022476485529,0.33
2,50,3.0,7236.423904213136,95.06098956822656,0.24480000000000002,4.944120445251465,1.0,74.8796070693917,0.67
3,280,3.0,112825.318101833,84.5370644449773,0.17035714285714287,27.196500438451768,1.0,1142.6564508773422,1.0
