method_name,drone_service_share,avg_launches,avg_retrievals,avg_drone_distance,avg_truck_distance_saved_pct,avg_truck_waiting,avg_drone_waiting,feasibility_rate
nils,0.19191666666666668,1.801388888888889,1.801388888888889,87.19147489942948,41.52102332558789,0.0,0.0,1.0
nils_no_local_search,0.20836111111111114,1.8083333333333333,1.8083333333333333,89.31787084849404,21.173775384951494,0.0,0.0,1.0
nils_no_perturbation,0.18662962962962965,1.7916666666666667,1.7916666666666667,86.00592157915273,53.51879192773614,0.0,0.0,1.0
no_unpairing,0.11242129629629628,1.961111111111111,1.8819444444444444,38.919400288557576,43.233294371281076,5.787466847347132,73.14359602125165,1.0
paired_baseline,0.1295925925925926,1.7319444444444445,1.95,50.838063710682654,37.03058563156076,12.434333551808969,110.832192341082,1.0
simple_drone,0.0,0.0,0.0,0.0,-4.722450623223166,0.0,0.0,0.6708333333333333
truck_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6708333333333333
