eligible_share_target,spatial_pattern,objective,improvement,drone_share,truck_distance_reduction
0.25,clustered,5789.057559394129,90.21551705761843,0.1506,14.553955751131648
0.25,uniform,83255.55751213359,72.70934872133358,0.14552,43.31554845988105
0.75,clustered,329.5246870224603,88.67667686479196,0.35719999999999996,46.869651328280376
0.75,uniform,48747.97181916607,80.4228774317688,0.18896296296296297,47.86625545004376
