method_label,size_balanced_objective_per_customer,size_balanced_relative_objective_index,size_balanced_improvement_pct,size_balanced_cpu_s,size_balanced_drone_share
M1 Truck-only,1369.5007406487593,100.0,,0.1373809300384443,0.0
M2 Simple drone,1369.6935066089989,100.09793446302724,-0.09793446302724176,2.5322487990022475,0.0
M3 Paired baseline,909.1783137269551,27.472321099835852,72.52767890016415,411.67759428003706,0.12179652028622279
M4 No-unpairing,1087.9034338972667,22.749203085286393,77.2507969147136,516.6433226681315,0.10044642705798311
M5 NILS,574.9557874442003,16.86574276367956,83.13425723632045,12.450801534611099,0.18923448113036212
M6 NILS-no-local-search,822.5220419278752,45.696976021783485,54.303023978216515,6.169022151901963,0.20209802888864672
M7 NILS-no-perturbation,734.2375039438367,19.482470611559577,80.51752938844042,8.719601456887375,0.18517248435097403
