method,paired_test,test_statistic,p_value,effect_size,effect_size_name,n_pairs,mean_improvement_pct,median_improvement_pct,ci_low_pct,ci_high_pct,min_improvement_pct,max_improvement_pct
nils,wilcoxon,0.0,1.100007444590131e-80,1.0,rank_biserial,483,81.97436121752831,90.41276742355713,79.86505919543396,84.12552552258298,0.0,99.9813612072392
nils_no_perturbation,wilcoxon,0.0,1.0501747633408744e-79,1.0,rank_biserial,483,77.335963793165,86.16419780918785,74.9203008748564,79.5905507670736,0.0,99.98160831737472
no_unpairing,wilcoxon,0.0,3.4258431153064915e-72,1.0,rank_biserial,483,74.07614083862148,85.14342193306928,71.0469048023831,76.62366628601197,0.0,99.77258350055881
nils_no_local_search,wilcoxon,0.0,3.398790485665495e-80,1.0,rank_biserial,483,66.08415594448165,69.87026618378613,63.60381347282611,68.77003731712968,0.0,99.85347880561989
paired_baseline,wilcoxon,1903.0,8.647569686857779e-76,0.9674383587427066,rank_biserial,483,65.95786417273933,85.64371391369363,61.44874402296234,70.75881976572344,-216.72727668602602,99.85688822640307
simple_drone,wilcoxon,6.0,8.321061895741087e-27,-1.0,rank_biserial,483,-0.1638820037618538,0.0,-0.2893117971732207,-0.08357899297323795,-20.47489456543547,2.7161904206534087e-14
